0.00131402	0.00127161	0	0.00287405	0	0	0	0	0	0	
0.00189239	0.00193606	0.00143093	0.0019992	0.00113618	0.000627407	0.00155617	0.000399619	0	0	
0.00508248	0.00270655	0	0	0.0014028	0.00225827	0.000544234	0.000655693	0	0	
0.00350321	0.00517448	0.00212534	0.00105649	0.000406113	0.00092123	0.00175811	0.00182822	0.00116068	0	
0.00471883	0.000913923	0.00588882	0.0031632	0.00109018	0.00141047	0.00148492	0.00143426	0.00274414	0	
0.0119168	0.00558335	0.00265584	0.00282953	0.00166146	0.00067968	0.00124631	0.00134638	0.0015988	0	
0.0167028	0.0114759	0.00900471	0.00482191	0.0031615	0.00362878	0.00443234	0.00126906	0.000742776	0.000781709	
0.0180471	0.0191654	0.0118115	0.0075445	0.00656671	0.00697762	0.00483284	0.00198604	0	0.000749991	
0.02987	0.0126583	0.00992045	0.0143871	0.0129217	0.00779974	0.00786962	0.00462623	0.00187918	0.00192266	
0.0289921	0.02551	0.0206611	0.0124191	0.00913636	0.00474975	0.00685931	0.0113233	0.00621397	0	
0.101394	0.0379116	0.0264325	0.0246584	0.0290462	0.0136593	0.00714774	0.0046473	0.00737515	0.00115517	
0.0148912	0.137244	0.0495044	0.0248034	0.0257761	0.0175194	0.0132415	0.0123242	0.00419758	0.00491157	
0.0193742	0.0387512	0.146954	0.0379753	0.0338322	0.0246465	0.0215204	0.0160602	0.00558791	0.00587423	
0.0166715	0.0261975	0.0350934	0.161162	0.0495999	0.0278527	0.0211546	0.00576166	0.014817	0.00989164	
0.00538107	0.0145336	0.0271319	0.0362115	0.151374	0.0420632	0.0314294	0.0190741	0.0248943	0.00809437	
0.00309782	0.00447749	0.0079706	0.0320134	0.0187956	0.128695	0.0423219	0.0354297	0.0263054	0.0154358	
0.00129517	0.00505188	0.00491392	0.0176589	0.0229374	0.033934	0.140004	0.0473462	0.0478297	0.0215636	
0.000846907	0.00260774	0.00569834	0.0109326	0.0188787	0.0284857	0.0310559	0.145805	0.0356285	0.0223741	
0	0.000923265	0.00460605	0.00659639	0.00739605	0.0215252	0.0384008	0.0472757	0.160131	0.0171478	
0	0	0.00315951	0.00673495	0.00370769	0.0146509	0.0143628	0.0201748	0.0552748	0.107146	
