0.0313698	0.0966909	0.07099	0.0633275	0.0600969	0.0560143	0.0524447	0.0478518	0.0430899	0.0377265	0.0307218	0.0219085	0.0156648	0.0111771	0.00800409	0.00582069	0.00426683	0.00312292	0.00230858	0.00171087	
0.0212641	0.0410749	0.117011	0.0758687	0.0643403	0.058697	0.0533164	0.0482594	0.0428731	0.0384339	0.0318579	0.0225414	0.0160271	0.0114903	0.00824648	0.00607373	0.00449574	0.00328584	0.00241506	0.00178287	
0.00694448	0.0237606	0.0616018	0.133629	0.0765019	0.0617743	0.0544917	0.0485984	0.042838	0.0376112	0.0309054	0.0217837	0.0156125	0.0112739	0.00824431	0.00605207	0.00443772	0.00323657	0.00237638	0.00175927	
0.00353525	0.00723953	0.0219211	0.0676256	0.146731	0.0814296	0.0646009	0.0553603	0.0478056	0.0416269	0.0339101	0.0238694	0.0167809	0.0121044	0.00879495	0.00636669	0.00462575	0.00336955	0.00246443	0.00181838	
0.005492	0.00662803	0.0162831	0.0266662	0.0682536	0.149469	0.0833237	0.0648639	0.0533069	0.0453917	0.0367939	0.0257852	0.0183773	0.0129658	0.009212	0.00664713	0.00482422	0.00350197	0.00256806	0.0018862	
0.00261601	0.00353006	0.00781199	0.0194275	0.0379792	0.0803287	0.144776	0.0804252	0.0615161	0.0506854	0.0395046	0.0266203	0.0185348	0.0131851	0.00949428	0.00686842	0.00498741	0.00361908	0.00265205	0.00195891	
0.00104977	0.00274813	0.0061562	0.012412	0.0246968	0.0392789	0.0815196	0.143645	0.0768032	0.0592126	0.0445894	0.0293747	0.0203704	0.0143059	0.0101887	0.00739904	0.00532548	0.00387003	0.00284062	0.00210176	
0.000156579	0.00069174	0.0017118	0.00230312	0.00566311	0.018997	0.0363337	0.0984591	0.141815	0.0748851	0.0543048	0.0357169	0.0238638	0.0165034	0.0116059	0.00823138	0.00587662	0.00423761	0.00310146	0.00227889	
8.27418e-05	0.000351526	0.000835004	0.00217596	0.00346949	0.00687863	0.0153631	0.0355917	0.102842	0.131423	0.0683016	0.0406983	0.0266302	0.0185013	0.0130053	0.00915531	0.006497	0.00463268	0.00337291	0.00247352	
5.355e-05	0.000136302	0.00068799	0.00214407	0.00313814	0.0064737	0.0104412	0.0193828	0.0338012	0.109015	0.110256	0.0518139	0.0311919	0.0201913	0.0138325	0.00975359	0.00699091	0.00507099	0.00364411	0.00263636	
0	0.000291806	0.00025088	0.00146045	0.00238656	0.00342679	0.00654641	0.0088672	0.0236324	0.0439397	0.0994084	0.072962	0.0341851	0.0208251	0.0134933	0.00888898	0.00619698	0.00444505	0.0031941	0.00232275	
0	0	0.000306853	0.000711711	0.000780832	0.00149836	0.00352054	0.0047335	0.010984	0.0238724	0.0366217	0.0794191	0.0534077	0.0246992	0.0152985	0.00992247	0.00683979	0.00484246	0.00347234	0.00250564	
0.000109066	0.000389863	0.000921658	0.000691954	0.000681634	0.00140496	0.00340966	0.00391366	0.00611088	0.0115119	0.01739	0.0293103	0.063088	0.0367003	0.0183977	0.0116645	0.00767255	0.00528889	0.00374601	0.0026949	
0	0	0	0	0	0.000549314	0.00129713	0.00223493	0.00335186	0.00551966	0.00784622	0.0134645	0.0213987	0.0516536	0.0263994	0.014099	0.0089459	0.00599929	0.00427637	0.0030343	
7.97371e-05	0.000113248	0.000108821	0.000115527	0.0001238	0.000351214	0.000913901	0.00107033	0.00333832	0.00578293	0.00551238	0.00856331	0.0117041	0.0160168	0.0373656	0.0204107	0.0111392	0.00699132	0.00477091	0.00330784	
0	0	0	0.000236162	0.00024956	0.000232001	0.000257073	0.00117642	0.001371	0.00182994	0.00213401	0.00332994	0.00745565	0.00927437	0.0134549	0.0311351	0.0164724	0.00900156	0.00575276	0.00389957	
0	8.59136e-05	0.000550701	0.000394467	0.000362141	0.000703228	0.000549014	0.00140396	0.00151023	0.00252011	0.00433826	0.00312264	0.00332149	0.00598779	0.00685487	0.0121998	0.0227952	0.0112566	0.00612642	0.00395269	
0	0	0	0	0	0.000571446	0.000206664	0.00013643	0.000465585	0.000342962	0.00135663	0.00189974	0.00217371	0.0033308	0.00472599	0.00597332	0.00902878	0.0178248	0.00837255	0.00483192	
0	0	0	0	0	0	0	0	0	0.000621051	0.000398915	0.000278408	0.00141824	0.0017014	0.00194243	0.00323238	0.00429553	0.00690815	0.0126883	0.00596772	
0	0	0	0	0	0	0	0	0.000330447	0.000375941	0.000846151	0.00044308	0.000426437	0.00129889	0.00161217	0.00197094	0.00275392	0.00382993	0.00584899	0.0105709	
