Log(E/eV)	r [M]	Theta	Synchr
10.8889	19.3256	0	-19.4797
12.1111	19.3256	0	-18.2575
13.3333	19.3256	0	-17.0353
14.5556	19.3256	0	-15.8131
15.7778	19.3256	0	-14.5909
17	19.3256	0	-13.3686
6	21.8551	0	-32.971
7.22222	21.8551	0	-31.7488
8.44444	21.8551	0	-30.5265
9.66667	21.8551	0	-29.3043
10.8889	21.8551	0	-28.0821
12.1111	21.8551	0	-26.8599
13.3333	21.8551	0	-25.6377
14.5556	21.8551	0	-24.4154
15.7778	21.8551	0	-23.1932
17	21.8551	0	-21.971
6	24.3846	0	-40.6107
7.22222	24.3846	0	-39.3884
8.44444	24.3846	0	-38.1662
9.66667	24.3846	0	-36.944
10.8889	24.3846	0	-35.7218
12.1111	24.3846	0	-34.4996
13.3333	24.3846	0	-33.2773
14.5556	24.3846	0	-32.0551
15.7778	24.3846	0	-30.8329
17	24.3846	0	-29.6107
6	26.9142	0	-47.3653
7.22222	26.9142	0	-46.143
8.44444	26.9142	0	-44.9208
9.66667	26.9142	0	-43.6986
10.8889	26.9142	0	-42.4764
12.1111	26.9142	0	-41.2542
13.3333	26.9142	0	-40.0319
14.5556	26.9142	0	-38.8097
15.7778	26.9142	0	-37.5875
17	26.9142	0	-36.3653
6	4.14844	0.15608	0
7.22222	4.14844	0.15608	0
8.44444	4.14844	0.15608	0
9.66667	4.14844	0.15608	0
10.8889	4.14844	0.15608	0
12.1111	4.14844	0.15608	0
13.3333	4.14844	0.15608	0
14.5556	4.14844	0.15608	0
15.7778	4.14844	0.15608	0
17	4.14844	0.15608	0
6	6.67796	0.15608	-27.7506
7.22222	6.67796	0.15608	-26.5284
8.44444	6.67796	0.15608	-25.3062
9.66667	6.67796	0.15608	-24.084
10.8889	6.67796	0.15608	-22.8617
12.1111	6.67796	0.15608	-21.6395
13.3333	6.67796	0.15608	-20.4173
14.5556	6.67796	0.15608	-19.1951
15.7778	6.67796	0.15608	-17.9728
17	6.67796	0.15608	-16.7506
6	9.20749	0.15608	0.214418
7.22222	9.20749	0.15608	1.43664
8.44444	9.20749	0.15608	2.65886
9.66667	9.20749	0.15608	3.88108
10.8889	9.20749	0.15608	5.10331
12.1111	9.20749	0.15608	6.32553
13.3333	9.20749	0.15608	7.54775
14.5556	9.20749	0.15608	8.76997
15.7778	9.20749	0.15608	9.9922
17	9.20749	0.15608	11.2144
6	11.737	0.15608	0.0488843
7.22222	11.737	0.15608	1.27111
8.44444	11.737	0.15608	2.49333
9.66667	11.737	0.15608	3.71555
10.8889	11.737	0.15608	4.93777
12.1111	11.737	0.15608	6.16
13.3333	11.737	0.15608	7.38222
14.5556	11.737	0.15608	8.60444
15.7778	11.737	0.15608	9.82666
17	11.737	0.15608	11.0489
6	14.2665	0.15608	-7.62929
7.22222	14.2665	0.15608	-6.40707
8.44444	14.2665	0.15608	-5.18485
9.66667	14.2665	0.15608	-3.96262
10.8889	14.2665	0.15608	-2.7404
12.1111	14.2665	0.15608	-1.51818
13.3333	14.2665	0.15608	-0.295958
14.5556	14.2665	0.15608	0.926264
15.7778	14.2665	0.15608	2.14849
17	14.2665	0.15608	3.37071
6	16.7961	0.15608	-16.8915
7.22222	16.7961	0.15608	-15.6693
8.44444	16.7961	0.15608	-14.4471
9.66667	16.7961	0.15608	-13.2249
10.8889	16.7961	0.15608	-12.0026
12.1111	16.7961	0.15608	-10.7804
13.3333	16.7961	0.15608	-9.55819
14.5556	16.7961	0.15608	-8.33597
15.7778	16.7961	0.15608	-7.11375
17	16.7961	0.15608	-5.89153
6	19.3256	0.15608	-25.9239
7.22222	19.3256	0.15608	-24.7017
8.44444	19.3256	0.15608	-23.4795
9.66667	19.3256	0.15608	-22.2573
10.8889	19.3256	0.15608	-21.0351
12.1111	19.3256	0.15608	-19.8128
13.3333	19.3256	0.15608	-18.5906
14.5556	19.3256	0.15608	-17.3684
15.7778	19.3256	0.15608	-16.1462
17	19.3256	0.15608	-14.9239
6	21.8551	0.15608	-34.1934
7.22222	21.8551	0.15608	-32.9712
8.44444	21.8551	0.15608	-31.749
9.66667	21.8551	0.15608	-30.5268
10.8889	21.8551	0.15608	-29.3045
12.1111	21.8551	0.15608	-28.0823
13.3333	21.8551	0.15608	-26.8601
14.5556	21.8551	0.15608	-25.6379
15.7778	21.8551	0.15608	-24.4157
17	21.8551	0.15608	-23.1934
6	24.3846	0.15608	-41.5972
7.22222	24.3846	0.15608	-40.375
8.44444	24.3846	0.15608	-39.1528
9.66667	24.3846	0.15608	-37.9305
10.8889	24.3846	0.15608	-36.7083
12.1111	24.3846	0.15608	-35.4861
13.3333	24.3846	0.15608	-34.2639
14.5556	24.3846	0.15608	-33.0416
15.7778	24.3846	0.15608	-31.8194
17	24.3846	0.15608	-30.5972
6	26.9142	0.15608	-48.1784
7.22222	26.9142	0.15608	-46.9562
8.44444	26.9142	0.15608	-45.734
9.66667	26.9142	0.15608	-44.5117
10.8889	26.9142	0.15608	-43.2895
12.1111	26.9142	0.15608	-42.0673
13.3333	26.9142	0.15608	-40.8451
14.5556	26.9142	0.15608	-39.6228
15.7778	26.9142	0.15608	-38.4006
17	26.9142	0.15608	-37.1784
6	4.14844	0.312159	0
7.22222	4.14844	0.312159	0
8.44444	4.14844	0.312159	0
9.66667	4.14844	0.312159	0
10.8889	4.14844	0.312159	0
12.1111	4.14844	0.312159	0
13.3333	4.14844	0.312159	0
14.5556	4.14844	0.312159	0
15.7778	4.14844	0.312159	0
17	4.14844	0.312159	0
6	6.67796	0.312159	-70.1206
7.22222	6.67796	0.312159	-68.8984
8.44444	6.67796	0.312159	-67.6762
9.66667	6.67796	0.312159	-66.454
10.8889	6.67796	0.312159	-65.2318
12.1111	6.67796	0.312159	-64.0095
13.3333	6.67796	0.312159	-62.7873
14.5556	6.67796	0.312159	-61.5651
15.7778	6.67796	0.312159	-60.3429
17	6.67796	0.312159	-59.1206
6	9.20749	0.312159	-21.5554
7.22222	9.20749	0.312159	-20.3332
8.44444	9.20749	0.312159	-19.111
9.66667	9.20749	0.312159	-17.8888
10.8889	9.20749	0.312159	-16.6665
12.1111	9.20749	0.312159	-15.4443
13.3333	9.20749	0.312159	-14.2221
14.5556	9.20749	0.312159	-12.9999
15.7778	9.20749	0.312159	-11.7777
17	9.20749	0.312159	-10.5554
6	11.737	0.312159	-13.3154
7.22222	11.737	0.312159	-12.0932
8.44444	11.737	0.312159	-10.871
9.66667	11.737	0.312159	-9.64876
10.8889	11.737	0.312159	-8.42654
12.1111	11.737	0.312159	-7.20432
13.3333	11.737	0.312159	-5.98209
14.5556	11.737	0.312159	-4.75987
15.7778	11.737	0.312159	-3.53765
17	11.737	0.312159	-2.31543
6	14.2665	0.312159	-16.7055
7.22222	14.2665	0.312159	-15.4832
8.44444	14.2665	0.312159	-14.261
9.66667	14.2665	0.312159	-13.0388
10.8889	14.2665	0.312159	-11.8166
12.1111	14.2665	0.312159	-10.5944
13.3333	14.2665	0.312159	-9.37214
14.5556	14.2665	0.312159	-8.14991
15.7778	14.2665	0.312159	-6.92769
17	14.2665	0.312159	-5.70547
6	16.7961	0.312159	-23.4721
7.22222	16.7961	0.312159	-22.2499
8.44444	16.7961	0.312159	-21.0277
9.66667	16.7961	0.312159	-19.8055
10.8889	16.7961	0.312159	-18.5832
12.1111	16.7961	0.312159	-17.361
13.3333	16.7961	0.312159	-16.1388
14.5556	16.7961	0.312159	-14.9166
15.7778	16.7961	0.312159	-13.6944
17	16.7961	0.312159	-12.4721
6	19.3256	0.312159	-30.9199
7.22222	19.3256	0.312159	-29.6976
8.44444	19.3256	0.312159	-28.4754
9.66667	19.3256	0.312159	-27.2532
10.8889	19.3256	0.312159	-26.031
12.1111	19.3256	0.312159	-24.8088
13.3333	19.3256	0.312159	-23.5865
14.5556	19.3256	0.312159	-22.3643
15.7778	19.3256	0.312159	-21.1421
17	19.3256	0.312159	-19.9199
6	21.8551	0.312159	-38.1184
7.22222	21.8551	0.312159	-36.8962
8.44444	21.8551	0.312159	-35.674
9.66667	21.8551	0.312159	-34.4518
10.8889	21.8551	0.312159	-33.2295
12.1111	21.8551	0.312159	-32.0073
13.3333	21.8551	0.312159	-30.7851
14.5556	21.8551	0.312159	-29.5629
15.7778	21.8551	0.312159	-28.3407
17	21.8551	0.312159	-27.1184
6	24.3846	0.312159	-44.7638
7.22222	24.3846	0.312159	-43.5415
8.44444	24.3846	0.312159	-42.3193
9.66667	24.3846	0.312159	-41.0971
10.8889	24.3846	0.312159	-39.8749
12.1111	24.3846	0.312159	-38.6527
13.3333	24.3846	0.312159	-37.4304
14.5556	24.3846	0.312159	-36.2082
15.7778	24.3846	0.312159	-34.986
17	24.3846	0.312159	-33.7638
6	26.9142	0.312159	-50.7878
7.22222	26.9142	0.312159	-49.5656
8.44444	26.9142	0.312159	-48.3434
9.66667	26.9142	0.312159	-47.1211
10.8889	26.9142	0.312159	-45.8989
12.1111	26.9142	0.312159	-44.6767
13.3333	26.9142	0.312159	-43.4545
14.5556	26.9142	0.312159	-42.2323
15.7778	26.9142	0.312159	-41.01
17	26.9142	0.312159	-39.7878
6	4.14844	0.468239	0
7.22222	4.14844	0.468239	0
8.44444	4.14844	0.468239	0
9.66667	4.14844	0.468239	0
10.8889	4.14844	0.468239	0
12.1111	4.14844	0.468239	0
13.3333	4.14844	0.468239	0
14.5556	4.14844	0.468239	0
15.7778	4.14844	0.468239	0
17	4.14844	0.468239	0
6	6.67796	0.468239	0
7.22222	6.67796	0.468239	0
8.44444	6.67796	0.468239	0
9.66667	6.67796	0.468239	0
10.8889	6.67796	0.468239	0
12.1111	6.67796	0.468239	0
13.3333	6.67796	0.468239	0
14.5556	6.67796	0.468239	0
15.7778	6.67796	0.468239	0
17	6.67796	0.468239	0
6	9.20749	0.468239	-63.9716
7.22222	9.20749	0.468239	-62.7493
8.44444	9.20749	0.468239	-61.5271
9.66667	9.20749	0.468239	-60.3049
10.8889	9.20749	0.468239	-59.0827
12.1111	9.20749	0.468239	-57.8604
13.3333	9.20749	0.468239	-56.6382
14.5556	9.20749	0.468239	-55.416
15.7778	9.20749	0.468239	-54.1938
17	9.20749	0.468239	-52.9716
6	11.737	0.468239	-39.1554
7.22222	11.737	0.468239	-37.9332
8.44444	11.737	0.468239	-36.711
9.66667	11.737	0.468239	-35.4888
10.8889	11.737	0.468239	-34.2665
12.1111	11.737	0.468239	-33.0443
13.3333	11.737	0.468239	-31.8221
14.5556	11.737	0.468239	-30.5999
15.7778	11.737	0.468239	-29.3776
17	11.737	0.468239	-28.1554
6	14.2665	0.468239	-34.1863
7.22222	14.2665	0.468239	-32.9641
8.44444	14.2665	0.468239	-31.7419
9.66667	14.2665	0.468239	-30.5196
10.8889	14.2665	0.468239	-29.2974
12.1111	14.2665	0.468239	-28.0752
13.3333	14.2665	0.468239	-26.853
14.5556	14.2665	0.468239	-25.6307
15.7778	14.2665	0.468239	-24.4085
17	14.2665	0.468239	-23.1863
6	16.7961	0.468239	-36.1179
7.22222	16.7961	0.468239	-34.8957
8.44444	16.7961	0.468239	-33.6735
9.66667	16.7961	0.468239	-32.4513
10.8889	16.7961	0.468239	-31.229
12.1111	16.7961	0.468239	-30.0068
13.3333	16.7961	0.468239	-28.7846
14.5556	16.7961	0.468239	-27.5624
15.7778	16.7961	0.468239	-26.3402
17	16.7961	0.468239	-25.1179
6	19.3256	0.468239	-40.5067
7.22222	19.3256	0.468239	-39.2845
8.44444	19.3256	0.468239	-38.0623
9.66667	19.3256	0.468239	-36.8401
10.8889	19.3256	0.468239	-35.6178
12.1111	19.3256	0.468239	-34.3956
13.3333	19.3256	0.468239	-33.1734
14.5556	19.3256	0.468239	-31.9512
15.7778	19.3256	0.468239	-30.729
17	19.3256	0.468239	-29.5067
6	21.8551	0.468239	-45.643
7.22222	21.8551	0.468239	-44.4208
8.44444	21.8551	0.468239	-43.1986
9.66667	21.8551	0.468239	-41.9764
10.8889	21.8551	0.468239	-40.7541
12.1111	21.8551	0.468239	-39.5319
13.3333	21.8551	0.468239	-38.3097
14.5556	21.8551	0.468239	-37.0875
15.7778	21.8551	0.468239	-35.8653
17	21.8551	0.468239	-34.643
6	24.3846	0.468239	-50.8303
7.22222	24.3846	0.468239	-49.608
8.44444	24.3846	0.468239	-48.3858
9.66667	24.3846	0.468239	-47.1636
10.8889	24.3846	0.468239	-45.9414
12.1111	24.3846	0.468239	-44.7191
13.3333	24.3846	0.468239	-43.4969
14.5556	24.3846	0.468239	-42.2747
15.7778	24.3846	0.468239	-41.0525
17	24.3846	0.468239	-39.8303
6	26.9142	0.468239	-55.7844
7.22222	26.9142	0.468239	-54.5622
8.44444	26.9142	0.468239	-53.34
9.66667	26.9142	0.468239	-52.1177
10.8889	26.9142	0.468239	-50.8955
12.1111	26.9142	0.468239	-49.6733
13.3333	26.9142	0.468239	-48.4511
14.5556	26.9142	0.468239	-47.2288
15.7778	26.9142	0.468239	-46.0066
17	26.9142	0.468239	-44.7844
6	4.14844	0.624318	0
7.22222	4.14844	0.624318	0
8.44444	4.14844	0.624318	0
9.66667	4.14844	0.624318	0
10.8889	4.14844	0.624318	0
12.1111	4.14844	0.624318	0
13.3333	4.14844	0.624318	0
14.5556	4.14844	0.624318	0
15.7778	4.14844	0.624318	0
17	4.14844	0.624318	0
6	6.67796	0.624318	0
7.22222	6.67796	0.624318	0
8.44444	6.67796	0.624318	0
9.66667	6.67796	0.624318	0
10.8889	6.67796	0.624318	0
12.1111	6.67796	0.624318	0
13.3333	6.67796	0.624318	0
14.5556	6.67796	0.624318	0
15.7778	6.67796	0.624318	0
17	6.67796	0.624318	0
6	9.20749	0.624318	0
7.22222	9.20749	0.624318	0
8.44444	9.20749	0.624318	0
9.66667	9.20749	0.624318	0
10.8889	9.20749	0.624318	0
12.1111	9.20749	0.624318	0
13.3333	9.20749	0.624318	0
14.5556	9.20749	0.624318	0
15.7778	9.20749	0.624318	0
17	9.20749	0.624318	0
6	11.737	0.624318	-85.0923
7.22222	11.737	0.624318	-83.8701
8.44444	11.737	0.624318	-82.6479
9.66667	11.737	0.624318	-81.4257
10.8889	11.737	0.624318	-80.2035
12.1111	11.737	0.624318	-78.9812
13.3333	11.737	0.624318	-77.759
14.5556	11.737	0.624318	-76.5368
15.7778	11.737	0.624318	-75.3146
17	11.737	0.624318	-74.0923
6	14.2665	0.624318	-64.9874
7.22222	14.2665	0.624318	-63.7652
8.44444	14.2665	0.624318	-62.5429
9.66667	14.2665	0.624318	-61.3207
10.8889	14.2665	0.624318	-60.0985
12.1111	14.2665	0.624318	-58.8763
13.3333	14.2665	0.624318	-57.654
14.5556	14.2665	0.624318	-56.4318
15.7778	14.2665	0.624318	-55.2096
17	14.2665	0.624318	-53.9874
6	16.7961	0.624318	-58.3079
7.22222	16.7961	0.624318	-57.0857
8.44444	16.7961	0.624318	-55.8635
9.66667	16.7961	0.624318	-54.6413
10.8889	16.7961	0.624318	-53.4191
12.1111	16.7961	0.624318	-52.1968
13.3333	16.7961	0.624318	-50.9746
14.5556	16.7961	0.624318	-49.7524
15.7778	16.7961	0.624318	-48.5302
17	16.7961	0.624318	-47.3079
6	19.3256	0.624318	-57.2854
7.22222	19.3256	0.624318	-56.0632
8.44444	19.3256	0.624318	-54.841
9.66667	19.3256	0.624318	-53.6187
10.8889	19.3256	0.624318	-52.3965
12.1111	19.3256	0.624318	-51.1743
13.3333	19.3256	0.624318	-49.9521
14.5556	19.3256	0.624318	-48.7299
15.7778	19.3256	0.624318	-47.5076
17	19.3256	0.624318	-46.2854
6	21.8551	0.624318	-58.7894
7.22222	21.8551	0.624318	-57.5671
8.44444	21.8551	0.624318	-56.3449
9.66667	21.8551	0.624318	-55.1227
10.8889	21.8551	0.624318	-53.9005
12.1111	21.8551	0.624318	-52.6783
13.3333	21.8551	0.624318	-51.456
14.5556	21.8551	0.624318	-50.2338
15.7778	21.8551	0.624318	-49.0116
17	21.8551	0.624318	-47.7894
6	24.3846	0.624318	-61.416
7.22222	24.3846	0.624318	-60.1938
8.44444	24.3846	0.624318	-58.9716
9.66667	24.3846	0.624318	-57.7493
10.8889	24.3846	0.624318	-56.5271
12.1111	24.3846	0.624318	-55.3049
13.3333	24.3846	0.624318	-54.0827
14.5556	24.3846	0.624318	-52.8604
15.7778	24.3846	0.624318	-51.6382
17	24.3846	0.624318	-50.416
6	26.9142	0.624318	-64.4953
7.22222	26.9142	0.624318	-63.2731
8.44444	26.9142	0.624318	-62.0509
9.66667	26.9142	0.624318	-60.8287
10.8889	26.9142	0.624318	-59.6065
12.1111	26.9142	0.624318	-58.3842
13.3333	26.9142	0.624318	-57.162
14.5556	26.9142	0.624318	-55.9398
15.7778	26.9142	0.624318	-54.7176
17	26.9142	0.624318	-53.4953
6	4.14844	0.780398	0
7.22222	4.14844	0.780398	0
8.44444	4.14844	0.780398	0
9.66667	4.14844	0.780398	0
10.8889	4.14844	0.780398	0
12.1111	4.14844	0.780398	0
13.3333	4.14844	0.780398	0
14.5556	4.14844	0.780398	0
15.7778	4.14844	0.780398	0
17	4.14844	0.780398	0
6	6.67796	0.780398	0
7.22222	6.67796	0.780398	0
8.44444	6.67796	0.780398	0
9.66667	6.67796	0.780398	0
10.8889	6.67796	0.780398	0
12.1111	6.67796	0.780398	0
13.3333	6.67796	0.780398	0
14.5556	6.67796	0.780398	0
15.7778	6.67796	0.780398	0
17	6.67796	0.780398	0
6	9.20749	0.780398	0
7.22222	9.20749	0.780398	0
8.44444	9.20749	0.780398	0
9.66667	9.20749	0.780398	0
10.8889	9.20749	0.780398	0
12.1111	9.20749	0.780398	0
13.3333	9.20749	0.780398	0
14.5556	9.20749	0.780398	0
15.7778	9.20749	0.780398	0
17	9.20749	0.780398	0
6	11.737	0.780398	0
7.22222	11.737	0.780398	0
8.44444	11.737	0.780398	0
9.66667	11.737	0.780398	0
10.8889	11.737	0.780398	0
12.1111	11.737	0.780398	0
13.3333	11.737	0.780398	0
14.5556	11.737	0.780398	0
15.7778	11.737	0.780398	0
17	11.737	0.780398	0
6	14.2665	0.780398	0
7.22222	14.2665	0.780398	0
8.44444	14.2665	0.780398	0
9.66667	14.2665	0.780398	0
10.8889	14.2665	0.780398	0
12.1111	14.2665	0.780398	0
13.3333	14.2665	0.780398	0
14.5556	14.2665	0.780398	0
15.7778	14.2665	0.780398	0
17	14.2665	0.780398	0
6	16.7961	0.780398	0
7.22222	16.7961	0.780398	0
8.44444	16.7961	0.780398	0
9.66667	16.7961	0.780398	0
10.8889	16.7961	0.780398	0
12.1111	16.7961	0.780398	0
13.3333	16.7961	0.780398	0
14.5556	16.7961	0.780398	0
15.7778	16.7961	0.780398	0
17	16.7961	0.780398	0
6	19.3256	0.780398	-87.3769
7.22222	19.3256	0.780398	-86.1546
8.44444	19.3256	0.780398	-84.9324
9.66667	19.3256	0.780398	-83.7102
10.8889	19.3256	0.780398	-82.488
12.1111	19.3256	0.780398	-81.2658
13.3333	19.3256	0.780398	-80.0435
14.5556	19.3256	0.780398	-78.8213
15.7778	19.3256	0.780398	-77.5991
17	19.3256	0.780398	-76.3769
6	21.8551	0.780398	-82.0912
7.22222	21.8551	0.780398	-80.8689
8.44444	21.8551	0.780398	-79.6467
9.66667	21.8551	0.780398	-78.4245
10.8889	21.8551	0.780398	-77.2023
12.1111	21.8551	0.780398	-75.9801
13.3333	21.8551	0.780398	-74.7578
14.5556	21.8551	0.780398	-73.5356
15.7778	21.8551	0.780398	-72.3134
17	21.8551	0.780398	-71.0912
6	24.3846	0.780398	-80.1313
7.22222	24.3846	0.780398	-78.9091
8.44444	24.3846	0.780398	-77.6868
9.66667	24.3846	0.780398	-76.4646
10.8889	24.3846	0.780398	-75.2424
12.1111	24.3846	0.780398	-74.0202
13.3333	24.3846	0.780398	-72.7979
14.5556	24.3846	0.780398	-71.5757
15.7778	24.3846	0.780398	-70.3535
17	24.3846	0.780398	-69.1313
6	26.9142	0.780398	-79.8716
7.22222	26.9142	0.780398	-78.6493
8.44444	26.9142	0.780398	-77.4271
9.66667	26.9142	0.780398	-76.2049
10.8889	26.9142	0.780398	-74.9827
12.1111	26.9142	0.780398	-73.7605
13.3333	26.9142	0.780398	-72.5382
14.5556	26.9142	0.780398	-71.316
15.7778	26.9142	0.780398	-70.0938
17	26.9142	0.780398	-68.8716
6	4.14844	0.936478	0
7.22222	4.14844	0.936478	0
8.44444	4.14844	0.936478	0
9.66667	4.14844	0.936478	0
10.8889	4.14844	0.936478	0
12.1111	4.14844	0.936478	0
13.3333	4.14844	0.936478	0
14.5556	4.14844	0.936478	0
15.7778	4.14844	0.936478	0
17	4.14844	0.936478	0
6	6.67796	0.936478	0
7.22222	6.67796	0.936478	0
8.44444	6.67796	0.936478	0
9.66667	6.67796	0.936478	0
10.8889	6.67796	0.936478	0
12.1111	6.67796	0.936478	0
13.3333	6.67796	0.936478	0
14.5556	6.67796	0.936478	0
15.7778	6.67796	0.936478	0
17	6.67796	0.936478	0
6	9.20749	0.936478	0
7.22222	9.20749	0.936478	0
8.44444	9.20749	0.936478	0
9.66667	9.20749	0.936478	0
10.8889	9.20749	0.936478	0
12.1111	9.20749	0.936478	0
13.3333	9.20749	0.936478	0
14.5556	9.20749	0.936478	0
15.7778	9.20749	0.936478	0
17	9.20749	0.936478	0
6	11.737	0.936478	0
7.22222	11.737	0.936478	0
8.44444	11.737	0.936478	0
9.66667	11.737	0.936478	0
10.8889	11.737	0.936478	0
12.1111	11.737	0.936478	0
13.3333	11.737	0.936478	0
14.5556	11.737	0.936478	0
15.7778	11.737	0.936478	0
17	11.737	0.936478	0
6	14.2665	0.936478	0
7.22222	14.2665	0.936478	0
8.44444	14.2665	0.936478	0
9.66667	14.2665	0.936478	0
10.8889	14.2665	0.936478	0
12.1111	14.2665	0.936478	0
13.3333	14.2665	0.936478	0
14.5556	14.2665	0.936478	0
15.7778	14.2665	0.936478	0
17	14.2665	0.936478	0
6	16.7961	0.936478	0
7.22222	16.7961	0.936478	0
8.44444	16.7961	0.936478	0
9.66667	16.7961	0.936478	0
10.8889	16.7961	0.936478	0
12.1111	16.7961	0.936478	0
13.3333	16.7961	0.936478	0
14.5556	16.7961	0.936478	0
15.7778	16.7961	0.936478	0
17	16.7961	0.936478	0
6	19.3256	0.936478	0
7.22222	19.3256	0.936478	0
8.44444	19.3256	0.936478	0
9.66667	19.3256	0.936478	0
10.8889	19.3256	0.936478	0
12.1111	19.3256	0.936478	0
13.3333	19.3256	0.936478	0
14.5556	19.3256	0.936478	0
15.7778	19.3256	0.936478	0
17	19.3256	0.936478	0
6	21.8551	0.936478	0
7.22222	21.8551	0.936478	0
8.44444	21.8551	0.936478	0
9.66667	21.8551	0.936478	0
10.8889	21.8551	0.936478	0
12.1111	21.8551	0.936478	0
13.3333	21.8551	0.936478	0
14.5556	21.8551	0.936478	0
15.7778	21.8551	0.936478	0
17	21.8551	0.936478	0
6	24.3846	0.936478	0
7.22222	24.3846	0.936478	0
8.44444	24.3846	0.936478	0
9.66667	24.3846	0.936478	0
10.8889	24.3846	0.936478	0
12.1111	24.3846	0.936478	0
13.3333	24.3846	0.936478	0
14.5556	24.3846	0.936478	0
15.7778	24.3846	0.936478	0
17	24.3846	0.936478	0
6	26.9142	0.936478	0
7.22222	26.9142	0.936478	0
8.44444	26.9142	0.936478	0
9.66667	26.9142	0.936478	0
10.8889	26.9142	0.936478	0
12.1111	26.9142	0.936478	0
13.3333	26.9142	0.936478	0
14.5556	26.9142	0.936478	0
15.7778	26.9142	0.936478	0
17	26.9142	0.936478	0
6	4.14844	1.09256	0
7.22222	4.14844	1.09256	0
8.44444	4.14844	1.09256	0
9.66667	4.14844	1.09256	0
10.8889	4.14844	1.09256	0
12.1111	4.14844	1.09256	0
13.3333	4.14844	1.09256	0
14.5556	4.14844	1.09256	0
15.7778	4.14844	1.09256	0
17	4.14844	1.09256	0
6	6.67796	1.09256	0
7.22222	6.67796	1.09256	0
8.44444	6.67796	1.09256	0
9.66667	6.67796	1.09256	0
10.8889	6.67796	1.09256	0
12.1111	6.67796	1.09256	0
13.3333	6.67796	1.09256	0
14.5556	6.67796	1.09256	0
15.7778	6.67796	1.09256	0
17	6.67796	1.09256	0
6	9.20749	1.09256	0
7.22222	9.20749	1.09256	0
8.44444	9.20749	1.09256	0
9.66667	9.20749	1.09256	0
10.8889	9.20749	1.09256	0
12.1111	9.20749	1.09256	0
13.3333	9.20749	1.09256	0
14.5556	9.20749	1.09256	0
15.7778	9.20749	1.09256	0
17	9.20749	1.09256	0
6	11.737	1.09256	0
7.22222	11.737	1.09256	0
8.44444	11.737	1.09256	0
9.66667	11.737	1.09256	0
10.8889	11.737	1.09256	0
12.1111	11.737	1.09256	0
13.3333	11.737	1.09256	0
14.5556	11.737	1.09256	0
15.7778	11.737	1.09256	0
17	11.737	1.09256	0
6	14.2665	1.09256	0
7.22222	14.2665	1.09256	0
8.44444	14.2665	1.09256	0
9.66667	14.2665	1.09256	0
10.8889	14.2665	1.09256	0
12.1111	14.2665	1.09256	0
13.3333	14.2665	1.09256	0
14.5556	14.2665	1.09256	0
15.7778	14.2665	1.09256	0
17	14.2665	1.09256	0
6	16.7961	1.09256	0
7.22222	16.7961	1.09256	0
8.44444	16.7961	1.09256	0
9.66667	16.7961	1.09256	0
10.8889	16.7961	1.09256	0
12.1111	16.7961	1.09256	0
13.3333	16.7961	1.09256	0
14.5556	16.7961	1.09256	0
15.7778	16.7961	1.09256	0
17	16.7961	1.09256	0
6	19.3256	1.09256	0
7.22222	19.3256	1.09256	0
8.44444	19.3256	1.09256	0
9.66667	19.3256	1.09256	0
10.8889	19.3256	1.09256	0
12.1111	19.3256	1.09256	0
13.3333	19.3256	1.09256	0
