Log(E/eV)	r [M]	Theta	Synchr
14.5556	19.3256	1.09256	0
15.7778	19.3256	1.09256	0
17	19.3256	1.09256	0
6	21.8551	1.09256	0
7.22222	21.8551	1.09256	0
8.44444	21.8551	1.09256	0
9.66667	21.8551	1.09256	0
10.8889	21.8551	1.09256	0
12.1111	21.8551	1.09256	0
13.3333	21.8551	1.09256	0
14.5556	21.8551	1.09256	0
15.7778	21.8551	1.09256	0
17	21.8551	1.09256	0
6	24.3846	1.09256	0
7.22222	24.3846	1.09256	0
8.44444	24.3846	1.09256	0
9.66667	24.3846	1.09256	0
10.8889	24.3846	1.09256	0
12.1111	24.3846	1.09256	0
13.3333	24.3846	1.09256	0
14.5556	24.3846	1.09256	0
15.7778	24.3846	1.09256	0
17	24.3846	1.09256	0
6	26.9142	1.09256	0
7.22222	26.9142	1.09256	0
8.44444	26.9142	1.09256	0
9.66667	26.9142	1.09256	0
10.8889	26.9142	1.09256	0
12.1111	26.9142	1.09256	0
13.3333	26.9142	1.09256	0
14.5556	26.9142	1.09256	0
15.7778	26.9142	1.09256	0
17	26.9142	1.09256	0
6	4.14844	1.24864	0
7.22222	4.14844	1.24864	0
8.44444	4.14844	1.24864	0
9.66667	4.14844	1.24864	0
10.8889	4.14844	1.24864	0
12.1111	4.14844	1.24864	0
13.3333	4.14844	1.24864	0
14.5556	4.14844	1.24864	0
15.7778	4.14844	1.24864	0
17	4.14844	1.24864	0
6	6.67796	1.24864	0
7.22222	6.67796	1.24864	0
8.44444	6.67796	1.24864	0
9.66667	6.67796	1.24864	0
10.8889	6.67796	1.24864	0
12.1111	6.67796	1.24864	0
13.3333	6.67796	1.24864	0
14.5556	6.67796	1.24864	0
15.7778	6.67796	1.24864	0
17	6.67796	1.24864	0
6	9.20749	1.24864	0
7.22222	9.20749	1.24864	0
8.44444	9.20749	1.24864	0
9.66667	9.20749	1.24864	0
10.8889	9.20749	1.24864	0
12.1111	9.20749	1.24864	0
13.3333	9.20749	1.24864	0
14.5556	9.20749	1.24864	0
15.7778	9.20749	1.24864	0
17	9.20749	1.24864	0
6	11.737	1.24864	0
7.22222	11.737	1.24864	0
8.44444	11.737	1.24864	0
9.66667	11.737	1.24864	0
10.8889	11.737	1.24864	0
12.1111	11.737	1.24864	0
13.3333	11.737	1.24864	0
14.5556	11.737	1.24864	0
15.7778	11.737	1.24864	0
17	11.737	1.24864	0
6	14.2665	1.24864	0
7.22222	14.2665	1.24864	0
8.44444	14.2665	1.24864	0
9.66667	14.2665	1.24864	0
10.8889	14.2665	1.24864	0
12.1111	14.2665	1.24864	0
13.3333	14.2665	1.24864	0
14.5556	14.2665	1.24864	0
15.7778	14.2665	1.24864	0
17	14.2665	1.24864	0
6	16.7961	1.24864	0
7.22222	16.7961	1.24864	0
8.44444	16.7961	1.24864	0
9.66667	16.7961	1.24864	0
10.8889	16.7961	1.24864	0
12.1111	16.7961	1.24864	0
13.3333	16.7961	1.24864	0
14.5556	16.7961	1.24864	0
15.7778	16.7961	1.24864	0
17	16.7961	1.24864	0
6	19.3256	1.24864	0
7.22222	19.3256	1.24864	0
8.44444	19.3256	1.24864	0
9.66667	19.3256	1.24864	0
10.8889	19.3256	1.24864	0
12.1111	19.3256	1.24864	0
13.3333	19.3256	1.24864	0
14.5556	19.3256	1.24864	0
15.7778	19.3256	1.24864	0
17	19.3256	1.24864	0
6	21.8551	1.24864	0
7.22222	21.8551	1.24864	0
8.44444	21.8551	1.24864	0
9.66667	21.8551	1.24864	0
10.8889	21.8551	1.24864	0
12.1111	21.8551	1.24864	0
13.3333	21.8551	1.24864	0
14.5556	21.8551	1.24864	0
15.7778	21.8551	1.24864	0
17	21.8551	1.24864	0
6	24.3846	1.24864	0
7.22222	24.3846	1.24864	0
8.44444	24.3846	1.24864	0
9.66667	24.3846	1.24864	0
10.8889	24.3846	1.24864	0
12.1111	24.3846	1.24864	0
13.3333	24.3846	1.24864	0
14.5556	24.3846	1.24864	0
15.7778	24.3846	1.24864	0
17	24.3846	1.24864	0
6	26.9142	1.24864	0
7.22222	26.9142	1.24864	0
8.44444	26.9142	1.24864	0
9.66667	26.9142	1.24864	0
10.8889	26.9142	1.24864	0
12.1111	26.9142	1.24864	0
13.3333	26.9142	1.24864	0
14.5556	26.9142	1.24864	0
15.7778	26.9142	1.24864	0
17	26.9142	1.24864	0
6	4.14844	1.40472	0
7.22222	4.14844	1.40472	0
8.44444	4.14844	1.40472	0
9.66667	4.14844	1.40472	0
10.8889	4.14844	1.40472	0
12.1111	4.14844	1.40472	0
13.3333	4.14844	1.40472	0
14.5556	4.14844	1.40472	0
15.7778	4.14844	1.40472	0
17	4.14844	1.40472	0
6	6.67796	1.40472	0
7.22222	6.67796	1.40472	0
8.44444	6.67796	1.40472	0
9.66667	6.67796	1.40472	0
10.8889	6.67796	1.40472	0
12.1111	6.67796	1.40472	0
13.3333	6.67796	1.40472	0
14.5556	6.67796	1.40472	0
15.7778	6.67796	1.40472	0
17	6.67796	1.40472	0
6	9.20749	1.40472	0
7.22222	9.20749	1.40472	0
8.44444	9.20749	1.40472	0
9.66667	9.20749	1.40472	0
10.8889	9.20749	1.40472	0
12.1111	9.20749	1.40472	0
13.3333	9.20749	1.40472	0
14.5556	9.20749	1.40472	0
15.7778	9.20749	1.40472	0
17	9.20749	1.40472	0
6	11.737	1.40472	0
7.22222	11.737	1.40472	0
8.44444	11.737	1.40472	0
9.66667	11.737	1.40472	0
10.8889	11.737	1.40472	0
12.1111	11.737	1.40472	0
13.3333	11.737	1.40472	0
14.5556	11.737	1.40472	0
15.7778	11.737	1.40472	0
17	11.737	1.40472	0
6	14.2665	1.40472	0
7.22222	14.2665	1.40472	0
8.44444	14.2665	1.40472	0
9.66667	14.2665	1.40472	0
10.8889	14.2665	1.40472	0
12.1111	14.2665	1.40472	0
13.3333	14.2665	1.40472	0
14.5556	14.2665	1.40472	0
15.7778	14.2665	1.40472	0
17	14.2665	1.40472	0
6	16.7961	1.40472	0
7.22222	16.7961	1.40472	0
8.44444	16.7961	1.40472	0
9.66667	16.7961	1.40472	0
10.8889	16.7961	1.40472	0
12.1111	16.7961	1.40472	0
13.3333	16.7961	1.40472	0
14.5556	16.7961	1.40472	0
15.7778	16.7961	1.40472	0
17	16.7961	1.40472	0
6	19.3256	1.40472	0
7.22222	19.3256	1.40472	0
8.44444	19.3256	1.40472	0
9.66667	19.3256	1.40472	0
10.8889	19.3256	1.40472	0
12.1111	19.3256	1.40472	0
13.3333	19.3256	1.40472	0
14.5556	19.3256	1.40472	0
15.7778	19.3256	1.40472	0
17	19.3256	1.40472	0
6	21.8551	1.40472	0
7.22222	21.8551	1.40472	0
8.44444	21.8551	1.40472	0
9.66667	21.8551	1.40472	0
10.8889	21.8551	1.40472	0
12.1111	21.8551	1.40472	0
13.3333	21.8551	1.40472	0
14.5556	21.8551	1.40472	0
15.7778	21.8551	1.40472	0
17	21.8551	1.40472	0
6	24.3846	1.40472	0
7.22222	24.3846	1.40472	0
8.44444	24.3846	1.40472	0
9.66667	24.3846	1.40472	0
10.8889	24.3846	1.40472	0
12.1111	24.3846	1.40472	0
13.3333	24.3846	1.40472	0
14.5556	24.3846	1.40472	0
15.7778	24.3846	1.40472	0
17	24.3846	1.40472	0
6	26.9142	1.40472	0
7.22222	26.9142	1.40472	0
8.44444	26.9142	1.40472	0
9.66667	26.9142	1.40472	0
10.8889	26.9142	1.40472	0
12.1111	26.9142	1.40472	0
13.3333	26.9142	1.40472	0
14.5556	26.9142	1.40472	0
15.7778	26.9142	1.40472	0
17	26.9142	1.40472	0
