Log(E/eV)	r [M]	Theta	Synchr	Brems ei
15.7778	17.8079	0.0936478	-9.624	-21.2332
17	17.8079	0.0936478	-8.40178	-21.1842
6	18.0608	0.0936478	-20.3421	-23.2975
7.22222	18.0608	0.0936478	-19.1198	-22.7255
8.44444	18.0608	0.0936478	-17.8976	-22.487
9.66667	18.0608	0.0936478	-16.6754	-22.3338
10.8889	18.0608	0.0936478	-15.4532	-22.2209
12.1111	18.0608	0.0936478	-14.2309	-22.1313
13.3333	18.0608	0.0936478	-13.0087	-22.0571
14.5556	18.0608	0.0936478	-11.7865	-21.9937
15.7778	18.0608	0.0936478	-10.5643	-21.9384
17	18.0608	0.0936478	-9.34206	-21.8894
6	18.3138	0.0936478	-21.2747	-23.997
7.22222	18.3138	0.0936478	-20.0525	-23.425
8.44444	18.3138	0.0936478	-18.8302	-23.1864
9.66667	18.3138	0.0936478	-17.608	-23.0333
10.8889	18.3138	0.0936478	-16.3858	-22.9203
12.1111	18.3138	0.0936478	-15.1636	-22.8308
13.3333	18.3138	0.0936478	-13.9414	-22.7566
14.5556	18.3138	0.0936478	-12.7191	-22.6932
15.7778	18.3138	0.0936478	-11.4969	-22.6379
17	18.3138	0.0936478	-10.2747	-22.5889
6	18.5667	0.0936478	-22.1993	-24.6905
7.22222	18.5667	0.0936478	-20.9771	-24.1185
8.44444	18.5667	0.0936478	-19.7549	-23.8799
9.66667	18.5667	0.0936478	-18.5327	-23.7268
10.8889	18.5667	0.0936478	-17.3104	-23.6138
12.1111	18.5667	0.0936478	-16.0882	-23.5243
13.3333	18.5667	0.0936478	-14.866	-23.45
14.5556	18.5667	0.0936478	-13.6438	-23.3867
15.7778	18.5667	0.0936478	-12.4216	-23.3314
17	18.5667	0.0936478	-11.1993	-23.2824
6	18.8197	0.0936478	-23.1157	-25.3778
7.22222	18.8197	0.0936478	-21.8935	-24.8057
8.44444	18.8197	0.0936478	-20.6712	-24.5672
9.66667	18.8197	0.0936478	-19.449	-24.4141
10.8889	18.8197	0.0936478	-18.2268	-24.3011
12.1111	18.8197	0.0936478	-17.0046	-24.2115
13.3333	18.8197	0.0936478	-15.7823	-24.1373
14.5556	18.8197	0.0936478	-14.5601	-24.0739
15.7778	18.8197	0.0936478	-13.3379	-24.0187
17	18.8197	0.0936478	-12.1157	-23.9696
6	19.0726	0.0936478	-24.0235	-26.0586
7.22222	19.0726	0.0936478	-22.8013	-25.4866
8.44444	19.0726	0.0936478	-21.579	-25.248
9.66667	19.0726	0.0936478	-20.3568	-25.0949
10.8889	19.0726	0.0936478	-19.1346	-24.9819
12.1111	19.0726	0.0936478	-17.9124	-24.8924
13.3333	19.0726	0.0936478	-16.6902	-24.8182
14.5556	19.0726	0.0936478	-15.4679	-24.7548
15.7778	19.0726	0.0936478	-14.2457	-24.6995
17	19.0726	0.0936478	-13.0235	-24.6505
6	19.3256	0.0936478	-24.9225	-26.7329
7.22222	19.3256	0.0936478	-23.7003	-26.1609
8.44444	19.3256	0.0936478	-22.4781	-25.9223
9.66667	19.3256	0.0936478	-21.2559	-25.7692
10.8889	19.3256	0.0936478	-20.0336	-25.6562
12.1111	19.3256	0.0936478	-18.8114	-25.5667
13.3333	19.3256	0.0936478	-17.5892	-25.4925
14.5556	19.3256	0.0936478	-16.367	-25.4291
15.7778	19.3256	0.0936478	-15.1448	-25.3738
17	19.3256	0.0936478	-13.9225	-25.3248
6	19.5785	0.0936478	-25.8127	-27.4005
7.22222	19.5785	0.0936478	-24.5904	-26.8285
8.44444	19.5785	0.0936478	-23.3682	-26.5899
9.66667	19.5785	0.0936478	-22.146	-26.4368
10.8889	19.5785	0.0936478	-20.9238	-26.3238
12.1111	19.5785	0.0936478	-19.7015	-26.2343
13.3333	19.5785	0.0936478	-18.4793	-26.16
14.5556	19.5785	0.0936478	-17.2571	-26.0967
15.7778	19.5785	0.0936478	-16.0349	-26.0414
17	19.5785	0.0936478	-14.8127	-25.9924
6	19.8315	0.0936478	-26.6937	-28.0613
7.22222	19.8315	0.0936478	-25.4715	-27.4893
8.44444	19.8315	0.0936478	-24.2493	-27.2507
9.66667	19.8315	0.0936478	-23.027	-27.0976
10.8889	19.8315	0.0936478	-21.8048	-26.9846
12.1111	19.8315	0.0936478	-20.5826	-26.895
13.3333	19.8315	0.0936478	-19.3604	-26.8208
14.5556	19.8315	0.0936478	-18.1381	-26.7575
15.7778	19.8315	0.0936478	-16.9159	-26.7022
17	19.8315	0.0936478	-15.6937	-26.6531
6	20.0844	0.0936478	-27.5656	-28.7152
7.22222	20.0844	0.0936478	-26.3433	-28.1431
8.44444	20.0844	0.0936478	-25.1211	-27.9046
9.66667	20.0844	0.0936478	-23.8989	-27.7515
10.8889	20.0844	0.0936478	-22.6767	-27.6385
12.1111	20.0844	0.0936478	-21.4544	-27.5489
13.3333	20.0844	0.0936478	-20.2322	-27.4747
14.5556	20.0844	0.0936478	-19.01	-27.4114
15.7778	20.0844	0.0936478	-17.7878	-27.3561
17	20.0844	0.0936478	-16.5656	-27.307
6	20.3374	0.0936478	-28.4281	-29.3621
7.22222	20.3374	0.0936478	-27.2059	-28.7901
8.44444	20.3374	0.0936478	-25.9837	-28.5515
9.66667	20.3374	0.0936478	-24.7615	-28.3984
10.8889	20.3374	0.0936478	-23.5392	-28.2854
12.1111	20.3374	0.0936478	-22.317	-28.1959
13.3333	20.3374	0.0936478	-21.0948	-28.1216
14.5556	20.3374	0.0936478	-19.8726	-28.0583
15.7778	20.3374	0.0936478	-18.6504	-28.003
17	20.3374	0.0936478	-17.4281	-27.954
6	20.5903	0.0936478	-29.2814	-30.002
7.22222	20.5903	0.0936478	-28.0591	-29.43
8.44444	20.5903	0.0936478	-26.8369	-29.1914
9.66667	20.5903	0.0936478	-25.6147	-29.0383
10.8889	20.5903	0.0936478	-24.3925	-28.9254
12.1111	20.5903	0.0936478	-23.1703	-28.8358
13.3333	20.5903	0.0936478	-21.948	-28.7616
14.5556	20.5903	0.0936478	-20.7258	-28.6982
15.7778	20.5903	0.0936478	-19.5036	-28.6429
17	20.5903	0.0936478	-18.2814	-28.5939
6	20.8433	0.0936478	-30.1252	-30.6349
7.22222	20.8433	0.0936478	-28.903	-30.0629
8.44444	20.8433	0.0936478	-27.6808	-29.8243
9.66667	20.8433	0.0936478	-26.4585	-29.6712
10.8889	20.8433	0.0936478	-25.2363	-29.5582
12.1111	20.8433	0.0936478	-24.0141	-29.4687
13.3333	20.8433	0.0936478	-22.7919	-29.3945
14.5556	20.8433	0.0936478	-21.5696	-29.3311
15.7778	20.8433	0.0936478	-20.3474	-29.2758
17	20.8433	0.0936478	-19.1252	-29.2268
6	21.0962	0.0936478	-30.9596	-31.2607
7.22222	21.0962	0.0936478	-29.7374	-30.6887
8.44444	21.0962	0.0936478	-28.5152	-30.4501
9.66667	21.0962	0.0936478	-27.293	-30.297
10.8889	21.0962	0.0936478	-26.0707	-30.1841
12.1111	21.0962	0.0936478	-24.8485	-30.0945
13.3333	21.0962	0.0936478	-23.6263	-30.0203
14.5556	21.0962	0.0936478	-22.4041	-29.9569
15.7778	21.0962	0.0936478	-21.1819	-29.9016
17	21.0962	0.0936478	-19.9596	-29.8526
6	21.3492	0.0936478	-31.7846	-31.8795
7.22222	21.3492	0.0936478	-30.5624	-31.3074
8.44444	21.3492	0.0936478	-29.3402	-31.0689
9.66667	21.3492	0.0936478	-28.118	-30.9158
10.8889	21.3492	0.0936478	-26.8957	-30.8028
12.1111	21.3492	0.0936478	-25.6735	-30.7132
13.3333	21.3492	0.0936478	-24.4513	-30.639
14.5556	21.3492	0.0936478	-23.2291	-30.5757
15.7778	21.3492	0.0936478	-22.0068	-30.5204
17	21.3492	0.0936478	-20.7846	-30.4713
6	21.6022	0.0936478	-32.6002	-32.4912
7.22222	21.6022	0.0936478	-31.378	-31.9191
8.44444	21.6022	0.0936478	-30.1558	-31.6806
9.66667	21.6022	0.0936478	-28.9335	-31.5275
10.8889	21.6022	0.0936478	-27.7113	-31.4145
12.1111	21.6022	0.0936478	-26.4891	-31.3249
13.3333	21.6022	0.0936478	-25.2669	-31.2507
14.5556	21.6022	0.0936478	-24.0446	-31.1873
15.7778	21.6022	0.0936478	-22.8224	-31.132
17	21.6022	0.0936478	-21.6002	-31.083
6	21.8551	0.0936478	-33.4064	-33.0958
7.22222	21.8551	0.0936478	-32.1842	-32.5238
8.44444	21.8551	0.0936478	-30.9619	-32.2852
9.66667	21.8551	0.0936478	-29.7397	-32.1321
10.8889	21.8551	0.0936478	-28.5175	-32.0191
12.1111	21.8551	0.0936478	-27.2953	-31.9295
13.3333	21.8551	0.0936478	-26.073	-31.8553
14.5556	21.8551	0.0936478	-24.8508	-31.792
15.7778	21.8551	0.0936478	-23.6286	-31.7367
17	21.8551	0.0936478	-22.4064	-31.6876
6	22.1081	0.0936478	-34.2032	-33.6934
7.22222	22.1081	0.0936478	-32.981	-33.1214
8.44444	22.1081	0.0936478	-31.7587	-32.8828
9.66667	22.1081	0.0936478	-30.5365	-32.7297
10.8889	22.1081	0.0936478	-29.3143	-32.6167
12.1111	22.1081	0.0936478	-28.0921	-32.5271
13.3333	22.1081	0.0936478	-26.8698	-32.4529
14.5556	22.1081	0.0936478	-25.6476	-32.3896
15.7778	22.1081	0.0936478	-24.4254	-32.3343
17	22.1081	0.0936478	-23.2032	-32.2852
6	22.361	0.0936478	-34.9906	-34.284
7.22222	22.361	0.0936478	-33.7684	-33.712
8.44444	22.361	0.0936478	-32.5462	-33.4734
9.66667	22.361	0.0936478	-31.324	-33.3203
10.8889	22.361	0.0936478	-30.1018	-33.2073
12.1111	22.361	0.0936478	-28.8795	-33.1178
13.3333	22.361	0.0936478	-27.6573	-33.0435
14.5556	22.361	0.0936478	-26.4351	-32.9802
15.7778	22.361	0.0936478	-25.2129	-32.9249
17	22.361	0.0936478	-23.9906	-32.8758
6	22.614	0.0936478	-35.7688	-34.8676
7.22222	22.614	0.0936478	-34.5466	-34.2956
8.44444	22.614	0.0936478	-33.3244	-34.057
9.66667	22.614	0.0936478	-32.1022	-33.9039
10.8889	22.614	0.0936478	-30.88	-33.791
12.1111	22.614	0.0936478	-29.6577	-33.7014
13.3333	22.614	0.0936478	-28.4355	-33.6272
14.5556	22.614	0.0936478	-27.2133	-33.5638
15.7778	22.614	0.0936478	-25.9911	-33.5085
17	22.614	0.0936478	-24.7688	-33.4595
6	22.8669	0.0936478	-36.5378	-35.4444
7.22222	22.8669	0.0936478	-35.3156	-34.8723
8.44444	22.8669	0.0936478	-34.0934	-34.6338
9.66667	22.8669	0.0936478	-32.8711	-34.4807
10.8889	22.8669	0.0936478	-31.6489	-34.3677
12.1111	22.8669	0.0936478	-30.4267	-34.2781
13.3333	22.8669	0.0936478	-29.2045	-34.2039
14.5556	22.8669	0.0936478	-27.9823	-34.1405
15.7778	22.8669	0.0936478	-26.76	-34.0853
17	22.8669	0.0936478	-25.5378	-34.0362
6	23.1199	0.0936478	-37.2976	-36.0142
7.22222	23.1199	0.0936478	-36.0754	-35.4422
8.44444	23.1199	0.0936478	-34.8532	-35.2036
9.66667	23.1199	0.0936478	-33.631	-35.0505
10.8889	23.1199	0.0936478	-32.4087	-34.9375
12.1111	23.1199	0.0936478	-31.1865	-34.848
13.3333	23.1199	0.0936478	-29.9643	-34.7738
14.5556	23.1199	0.0936478	-28.7421	-34.7104
15.7778	23.1199	0.0936478	-27.5198	-34.6551
17	23.1199	0.0936478	-26.2976	-34.6061
6	23.3728	0.0936478	-38.0483	-36.5773
7.22222	23.3728	0.0936478	-36.8261	-36.0052
8.44444	23.3728	0.0936478	-35.6039	-35.7667
9.66667	23.3728	0.0936478	-34.3817	-35.6136
10.8889	23.3728	0.0936478	-33.1595	-35.5006
12.1111	23.3728	0.0936478	-31.9372	-35.411
13.3333	23.3728	0.0936478	-30.715	-35.3368
14.5556	23.3728	0.0936478	-29.4928	-35.2734
15.7778	23.3728	0.0936478	-28.2706	-35.2182
17	23.3728	0.0936478	-27.0483	-35.1691
6	23.6258	0.0936478	-38.7901	-37.1336
7.22222	23.6258	0.0936478	-37.5678	-36.5615
8.44444	23.6258	0.0936478	-36.3456	-36.323
9.66667	23.6258	0.0936478	-35.1234	-36.1699
10.8889	23.6258	0.0936478	-33.9012	-36.0569
12.1111	23.6258	0.0936478	-32.679	-35.9673
13.3333	23.6258	0.0936478	-31.4567	-35.8931
14.5556	23.6258	0.0936478	-30.2345	-35.8297
15.7778	23.6258	0.0936478	-29.0123	-35.7744
17	23.6258	0.0936478	-27.7901	-35.7254
6	23.8787	0.0936478	-39.5229	-37.6832
7.22222	23.8787	0.0936478	-38.3006	-37.1111
8.44444	23.8787	0.0936478	-37.0784	-36.8726
9.66667	23.8787	0.0936478	-35.8562	-36.7195
10.8889	23.8787	0.0936478	-34.634	-36.6065
12.1111	23.8787	0.0936478	-33.4118	-36.5169
13.3333	23.8787	0.0936478	-32.1895	-36.4427
14.5556	23.8787	0.0936478	-30.9673	-36.3793
15.7778	23.8787	0.0936478	-29.7451	-36.324
17	23.8787	0.0936478	-28.5229	-36.275
6	24.1317	0.0936478	-40.2468	-38.2261
7.22222	24.1317	0.0936478	-39.0246	-37.6541
8.44444	24.1317	0.0936478	-37.8024	-37.4155
9.66667	24.1317	0.0936478	-36.5802	-37.2624
10.8889	24.1317	0.0936478	-35.3579	-37.1495
12.1111	24.1317	0.0936478	-34.1357	-37.0599
13.3333	24.1317	0.0936478	-32.9135	-36.9857
14.5556	24.1317	0.0936478	-31.6913	-36.9223
15.7778	24.1317	0.0936478	-30.4691	-36.867
17	24.1317	0.0936478	-29.2468	-36.818
6	24.3846	0.0936478	-40.962	-38.7625
7.22222	24.3846	0.0936478	-39.7398	-38.1905
8.44444	24.3846	0.0936478	-38.5176	-37.9519
9.66667	24.3846	0.0936478	-37.2954	-37.7988
10.8889	24.3846	0.0936478	-36.0732	-37.6859
12.1111	24.3846	0.0936478	-34.8509	-37.5963
13.3333	24.3846	0.0936478	-33.6287	-37.5221
14.5556	24.3846	0.0936478	-32.4065	-37.4587
15.7778	24.3846	0.0936478	-31.1843	-37.4034
17	24.3846	0.0936478	-29.962	-37.3544
6	24.6376	0.0936478	-41.6686	-39.2925
7.22222	24.6376	0.0936478	-40.4464	-38.7204
8.44444	24.6376	0.0936478	-39.2242	-38.4819
9.66667	24.6376	0.0936478	-38.0019	-38.3288
10.8889	24.6376	0.0936478	-36.7797	-38.2158
12.1111	24.6376	0.0936478	-35.5575	-38.1262
13.3333	24.6376	0.0936478	-34.3353	-38.052
14.5556	24.6376	0.0936478	-33.1131	-37.9886
15.7778	24.6376	0.0936478	-31.8908	-37.9334
17	24.6376	0.0936478	-30.6686	-37.8843
6	24.8905	0.0936478	-42.3666	-39.816
7.22222	24.8905	0.0936478	-41.1444	-39.2439
8.44444	24.8905	0.0936478	-39.9222	-39.0054
9.66667	24.8905	0.0936478	-38.7	-38.8523
10.8889	24.8905	0.0936478	-37.4777	-38.7393
12.1111	24.8905	0.0936478	-36.2555	-38.6497
13.3333	24.8905	0.0936478	-35.0333	-38.5755
14.5556	24.8905	0.0936478	-33.8111	-38.5122
15.7778	24.8905	0.0936478	-32.5888	-38.4569
17	24.8905	0.0936478	-31.3666	-38.4078
6	25.1435	0.0936478	-43.0562	-40.3331
7.22222	25.1435	0.0936478	-41.834	-39.7611
8.44444	25.1435	0.0936478	-40.6117	-39.5225
9.66667	25.1435	0.0936478	-39.3895	-39.3694
10.8889	25.1435	0.0936478	-38.1673	-39.2565
12.1111	25.1435	0.0936478	-36.9451	-39.1669
13.3333	25.1435	0.0936478	-35.7228	-39.0927
14.5556	25.1435	0.0936478	-34.5006	-39.0293
15.7778	25.1435	0.0936478	-33.2784	-38.974
17	25.1435	0.0936478	-32.0562	-38.925
6	25.3964	0.0936478	-43.7374	-40.844
7.22222	25.3964	0.0936478	-42.5152	-40.272
8.44444	25.3964	0.0936478	-41.2929	-40.0334
9.66667	25.3964	0.0936478	-40.0707	-39.8803
10.8889	25.3964	0.0936478	-38.8485	-39.7674
12.1111	25.3964	0.0936478	-37.6263	-39.6778
13.3333	25.3964	0.0936478	-36.404	-39.6036
14.5556	25.3964	0.0936478	-35.1818	-39.5402
15.7778	25.3964	0.0936478	-33.9596	-39.4849
17	25.3964	0.0936478	-32.7374	-39.4359
6	25.6494	0.0936478	-44.4103	-41.3487
7.22222	25.6494	0.0936478	-43.1881	-40.7767
8.44444	25.6494	0.0936478	-41.9659	-40.5381
9.66667	25.6494	0.0936478	-40.7437	-40.385
10.8889	25.6494	0.0936478	-39.5214	-40.2721
12.1111	25.6494	0.0936478	-38.2992	-40.1825
13.3333	25.6494	0.0936478	-37.077	-40.1083
14.5556	25.6494	0.0936478	-35.8548	-40.0449
15.7778	25.6494	0.0936478	-34.6325	-39.9896
17	25.6494	0.0936478	-33.4103	-39.9406
6	25.9023	0.0936478	-45.0751	-41.8473
7.22222	25.9023	0.0936478	-43.8529	-41.2753
8.44444	25.9023	0.0936478	-42.6307	-41.0367
9.66667	25.9023	0.0936478	-41.4085	-40.8836
10.8889	25.9023	0.0936478	-40.1862	-40.7707
12.1111	25.9023	0.0936478	-38.964	-40.6811
13.3333	25.9023	0.0936478	-37.7418	-40.6069
14.5556	25.9023	0.0936478	-36.5196	-40.5435
15.7778	25.9023	0.0936478	-35.2973	-40.4882
17	25.9023	0.0936478	-34.0751	-40.4392
6	26.1553	0.0936478	-45.7319	-42.3399
7.22222	26.1553	0.0936478	-44.5096	-41.7679
8.44444	26.1553	0.0936478	-43.2874	-41.5293
9.66667	26.1553	0.0936478	-42.0652	-41.3762
10.8889	26.1553	0.0936478	-40.843	-41.2632
12.1111	26.1553	0.0936478	-39.6208	-41.1737
13.3333	26.1553	0.0936478	-38.3985	-41.0994
14.5556	26.1553	0.0936478	-37.1763	-41.0361
15.7778	26.1553	0.0936478	-35.9541	-40.9808
17	26.1553	0.0936478	-34.7319	-40.9318
6	26.4083	0.0936478	-46.3807	-42.8265
7.22222	26.4083	0.0936478	-45.1585	-42.2545
8.44444	26.4083	0.0936478	-43.9362	-42.0159
9.66667	26.4083	0.0936478	-42.714	-41.8628
10.8889	26.4083	0.0936478	-41.4918	-41.7498
12.1111	26.4083	0.0936478	-40.2696	-41.6603
13.3333	26.4083	0.0936478	-39.0473	-41.5861
14.5556	26.4083	0.0936478	-37.8251	-41.5227
15.7778	26.4083	0.0936478	-36.6029	-41.4674
17	26.4083	0.0936478	-35.3807	-41.4184
6	26.6612	0.0936478	-47.0217	-43.3072
7.22222	26.6612	0.0936478	-45.7994	-42.7352
8.44444	26.6612	0.0936478	-44.5772	-42.4966
9.66667	26.6612	0.0936478	-43.355	-42.3435
10.8889	26.6612	0.0936478	-42.1328	-42.2306
12.1111	26.6612	0.0936478	-40.9105	-42.141
13.3333	26.6612	0.0936478	-39.6883	-42.0668
14.5556	26.6612	0.0936478	-38.4661	-42.0034
15.7778	26.6612	0.0936478	-37.2439	-41.9481
17	26.6612	0.0936478	-36.0217	-41.8991
6	26.9142	0.0936478	-47.6549	-43.7822
7.22222	26.9142	0.0936478	-46.4327	-43.2101
8.44444	26.9142	0.0936478	-45.2104	-42.9716
9.66667	26.9142	0.0936478	-43.9882	-42.8185
10.8889	26.9142	0.0936478	-42.766	-42.7055
12.1111	26.9142	0.0936478	-41.5438	-42.6159
13.3333	26.9142	0.0936478	-40.3216	-42.5417
14.5556	26.9142	0.0936478	-39.0993	-42.4784
15.7778	26.9142	0.0936478	-37.8771	-42.4231
17	26.9142	0.0936478	-36.6549	-42.374
6	27.1671	0.0936478	-48.2805	-44.2514
7.22222	27.1671	0.0936478	-47.0583	-43.6794
8.44444	27.1671	0.0936478	-45.8361	-43.4408
9.66667	27.1671	0.0936478	-44.6138	-43.2877
10.8889	27.1671	0.0936478	-43.3916	-43.1747
12.1111	27.1671	0.0936478	-42.1694	-43.0851
13.3333	27.1671	0.0936478	-40.9472	-43.0109
14.5556	27.1671	0.0936478	-39.725	-42.9476
15.7778	27.1671	0.0936478	-38.5027	-42.8923
17	27.1671	0.0936478	-37.2805	-42.8432
6	27.4201	0.0936478	-48.8986	-44.715
7.22222	27.4201	0.0936478	-47.6764	-44.1429
8.44444	27.4201	0.0936478	-46.4542	-43.9044
9.66667	27.4201	0.0936478	-45.2319	-43.7513
10.8889	27.4201	0.0936478	-44.0097	-43.6383
12.1111	27.4201	0.0936478	-42.7875	-43.5487
13.3333	27.4201	0.0936478	-41.5653	-43.4745
14.5556	27.4201	0.0936478	-40.3431	-43.4111
15.7778	27.4201	0.0936478	-39.1208	-43.3559
17	27.4201	0.0936478	-37.8986	-43.3068
6	27.673	0.0936478	-49.5093	-45.173
7.22222	27.673	0.0936478	-48.2871	-44.6009
8.44444	27.673	0.0936478	-47.0648	-44.3624
9.66667	27.673	0.0936478	-45.8426	-44.2093
10.8889	27.673	0.0936478	-44.6204	-44.0963
12.1111	27.673	0.0936478	-43.3982	-44.0067
13.3333	27.673	0.0936478	-42.176	-43.9325
14.5556	27.673	0.0936478	-40.9537	-43.8692
15.7778	27.673	0.0936478	-39.7315	-43.8139
17	27.673	0.0936478	-38.5093	-43.7648
6	27.926	0.0936478	-50.1127	-45.6255
7.22222	27.926	0.0936478	-48.8904	-45.0535
8.44444	27.926	0.0936478	-47.6682	-44.8149
9.66667	27.926	0.0936478	-46.446	-44.6618
10.8889	27.926	0.0936478	-45.2238	-44.5488
12.1111	27.926	0.0936478	-44.0016	-44.4593
13.3333	27.926	0.0936478	-42.7793	-44.385
14.5556	27.926	0.0936478	-41.5571	-44.3217
15.7778	27.926	0.0936478	-40.3349	-44.2664
17	27.926	0.0936478	-39.1127	-44.2174
6	28.1789	0.0936478	-50.7088	-46.0726
7.22222	28.1789	0.0936478	-49.4866	-45.5006
8.44444	28.1789	0.0936478	-48.2644	-45.262
9.66667	28.1789	0.0936478	-47.0422	-45.1089
10.8889	28.1789	0.0936478	-45.8199	-44.996
12.1111	28.1789	0.0936478	-44.5977	-44.9064
13.3333	28.1789	0.0936478	-43.3755	-44.8322
14.5556	28.1789	0.0936478	-42.1533	-44.7688
15.7778	28.1789	0.0936478	-40.9311	-44.7135
17	28.1789	0.0936478	-39.7088	-44.6645
6	28.4319	0.0936478	-51.2979	-46.5144
7.22222	28.4319	0.0936478	-50.0757	-45.9424
8.44444	28.4319	0.0936478	-48.8535	-45.7038
9.66667	28.4319	0.0936478	-47.6312	-45.5507
10.8889	28.4319	0.0936478	-46.409	-45.4378
12.1111	28.4319	0.0936478	-45.1868	-45.3482
13.3333	28.4319	0.0936478	-43.9646	-45.274
14.5556	28.4319	0.0936478	-42.7423	-45.2106
15.7778	28.4319	0.0936478	-41.5201	-45.1553
17	28.4319	0.0936478	-40.2979	-45.1063
6	28.6848	0.0936478	-51.88	-46.951
7.22222	28.6848	0.0936478	-50.6577	-46.379
8.44444	28.6848	0.0936478	-49.4355	-46.1404
9.66667	28.6848	0.0936478	-48.2133	-45.9873
10.8889	28.6848	0.0936478	-46.9911	-45.8743
12.1111	28.6848	0.0936478	-45.7689	-45.7847
13.3333	28.6848	0.0936478	-44.5466	-45.7105
14.5556	28.6848	0.0936478	-43.3244	-45.6472
15.7778	28.6848	0.0936478	-42.1022	-45.5919
17	28.6848	0.0936478	-40.88	-45.5428
6	28.9378	0.0936478	-52.4551	-47.3824
7.22222	28.9378	0.0936478	-51.2329	-46.8103
8.44444	28.9378	0.0936478	-50.0107	-46.5718
9.66667	28.9378	0.0936478	-48.7885	-46.4187
10.8889	28.9378	0.0936478	-47.5662	-46.3057
12.1111	28.9378	0.0936478	-46.344	-46.2161
13.3333	28.9378	0.0936478	-45.1218	-46.1419
14.5556	28.9378	0.0936478	-43.8996	-46.0785
15.7778	28.9378	0.0936478	-42.6774	-46.0232
17	28.9378	0.0936478	-41.4551	-45.9742
6	29.1907	0.0936478	-53.0235	-47.8086
7.22222	29.1907	0.0936478	-51.8013	-47.2366
8.44444	29.1907	0.0936478	-50.5791	-46.998
9.66667	29.1907	0.0936478	-49.3568	-46.8449
10.8889	29.1907	0.0936478	-48.1346	-46.732
12.1111	29.1907	0.0936478	-46.9124	-46.6424
13.3333	29.1907	0.0936478	-45.6902	-46.5682
14.5556	29.1907	0.0936478	-44.468	-46.5048
15.7778	29.1907	0.0936478	-43.2457	-46.4495
17	29.1907	0.0936478	-42.0235	-46.4005
6	4.14844	0.109256	0	0
7.22222	4.14844	0.109256	0	0
8.44444	4.14844	0.109256	0	0
9.66667	4.14844	0.109256	0	0
10.8889	4.14844	0.109256	0	0
12.1111	4.14844	0.109256	0	0
13.3333	4.14844	0.109256	0	0
14.5556	4.14844	0.109256	0	0
15.7778	4.14844	0.109256	0	0
17	4.14844	0.109256	0	0
6	4.40139	0.109256	0	0
7.22222	4.40139	0.109256	0	0
8.44444	4.40139	0.109256	0	0
9.66667	4.40139	0.109256	0	0
10.8889	4.40139	0.109256	0	0
12.1111	4.40139	0.109256	0	0
13.3333	4.40139	0.109256	0	0
14.5556	4.40139	0.109256	0	0
15.7778	4.40139	0.109256	0	0
17	4.40139	0.109256	0	0
6	4.65434	0.109256	0	0
7.22222	4.65434	0.109256	0	0
8.44444	4.65434	0.109256	0	0
9.66667	4.65434	0.109256	0	0
10.8889	4.65434	0.109256	0	0
12.1111	4.65434	0.109256	0	0
13.3333	4.65434	0.109256	0	0
14.5556	4.65434	0.109256	0	0
15.7778	4.65434	0.109256	0	0
17	4.65434	0.109256	0	0
6	4.90729	0.109256	-80.9769	-68.7737
7.22222	4.90729	0.109256	-79.7547	-68.2016
8.44444	4.90729	0.109256	-78.5324	-67.9631
9.66667	4.90729	0.109256	-77.3102	-67.81
10.8889	4.90729	0.109256	-76.088	-67.697
12.1111	4.90729	0.109256	-74.8658	-67.6074
13.3333	4.90729	0.109256	-73.6436	-67.5332
14.5556	4.90729	0.109256	-72.4213	-67.4699
15.7778	4.90729	0.109256	-71.1991	-67.4146
17	4.90729	0.109256	-69.9769	-67.3655
6	5.16025	0.109256	-69.7727	-60.3706
7.22222	5.16025	0.109256	-68.5505	-59.7985
8.44444	5.16025	0.109256	-67.3283	-59.56
9.66667	5.16025	0.109256	-66.1061	-59.4069
10.8889	5.16025	0.109256	-64.8839	-59.2939
12.1111	5.16025	0.109256	-63.6616	-59.2043
13.3333	5.16025	0.109256	-62.4394	-59.1301
14.5556	5.16025	0.109256	-61.2172	-59.0667
15.7778	5.16025	0.109256	-59.995	-59.0115
17	5.16025	0.109256	-58.7727	-58.9624
6	5.4132	0.109256	-59.2043	-52.4442
7.22222	5.4132	0.109256	-57.982	-51.8722
8.44444	5.4132	0.109256	-56.7598	-51.6336
9.66667	5.4132	0.109256	-55.5376	-51.4805
10.8889	5.4132	0.109256	-54.3154	-51.3675
12.1111	5.4132	0.109256	-53.0932	-51.278
13.3333	5.4132	0.109256	-51.8709	-51.2037
14.5556	5.4132	0.109256	-50.6487	-51.1404
15.7778	5.4132	0.109256	-49.4265	-51.0851
17	5.4132	0.109256	-48.2043	-51.0361
6	5.66615	0.109256	-49.5641	-45.2141
7.22222	5.66615	0.109256	-48.3419	-44.6421
8.44444	5.66615	0.109256	-47.1197	-44.4035
9.66667	5.66615	0.109256	-45.8975	-44.2504
10.8889	5.66615	0.109256	-44.6752	-44.1374
12.1111	5.66615	0.109256	-43.453	-44.0479
13.3333	5.66615	0.109256	-42.2308	-43.9736
14.5556	5.66615	0.109256	-41.0086	-43.9103
15.7778	5.66615	0.109256	-39.7863	-43.855
17	5.66615	0.109256	-38.5641	-43.806
6	5.9191	0.109256	-40.9546	-38.7569
7.22222	5.9191	0.109256	-39.7323	-38.1849
8.44444	5.9191	0.109256	-38.5101	-37.9463
9.66667	5.9191	0.109256	-37.2879	-37.7932
