Log(E/eV)	Synchr	Brems
6	5.43847	0	inf	-25.319
6.19794	5.43847	0	inf	-25.7086
6.39588	5.43847	0	inf	-26.2659
6.59381	5.43847	0	inf	-27.0879
6.79175	5.43847	0	inf	-28.3274
6.98969	5.43847	0	inf	-30.2253
7.18763	5.43847	0	inf	-33.1619
7.38557	5.43847	0	inf	-37.737
7.58351	5.43847	0	inf	-44.8966
7.78144	5.43847	0	inf	-56.1327
7.97938	5.43847	0	inf	-73.7994
8.17732	5.43847	0	inf	-101.609
8.37526	5.43847	0	inf	-145.42
8.5732	5.43847	0	inf	-214.468
8.77113	5.43847	0	inf	-323.306
8.96907	5.43847	0	inf	0
9.16701	5.43847	0	inf	0
9.36495	5.43847	0	inf	0
9.56289	5.43847	0	inf	0
9.76083	5.43847	0	inf	0
9.95876	5.43847	0	inf	0
10.1567	5.43847	0	inf	0
10.3546	5.43847	0	inf	0
10.5526	5.43847	0	inf	0
10.7505	5.43847	0	inf	0
10.9485	5.43847	0	inf	0
11.1464	5.43847	0	inf	0
11.3443	5.43847	0	inf	0
11.5423	5.43847	0	inf	0
11.7402	5.43847	0	inf	0
11.9381	5.43847	0	inf	0
12.1361	5.43847	0	inf	0
12.334	5.43847	0	inf	0
12.532	5.43847	0	inf	0
12.7299	5.43847	0	inf	0
12.9278	5.43847	0	inf	0
13.1258	5.43847	0	inf	0
13.3237	5.43847	0	inf	0
13.5217	5.43847	0	inf	0
13.7196	5.43847	0	inf	0
13.9175	5.43847	0	inf	0
14.1155	5.43847	0	inf	0
14.3134	5.43847	0	inf	0
14.5113	5.43847	0	inf	0
14.7093	5.43847	0	inf	0
14.9072	5.43847	0	inf	0
15.1052	5.43847	0	inf	0
15.3031	5.43847	0	inf	0
15.501	5.43847	0	inf	0
15.699	5.43847	0	inf	0
6	6.63494	0	inf	-30.6837
6.19794	6.63494	0	inf	-32.466
6.39588	6.63494	0	inf	-35.2204
6.59381	6.63494	0	inf	-39.5079
6.79175	6.63494	0	inf	-46.2138
6.98969	6.63494	0	inf	-56.7345
7.18763	6.63494	0	inf	-73.2725
7.38557	6.63494	0	inf	-99.3022
7.58351	6.63494	0	inf	-140.304
7.78144	6.63494	0	inf	-204.923
7.97938	6.63494	0	inf	-306.794
8.17732	6.63494	0	inf	0
8.37526	6.63494	0	inf	0
8.5732	6.63494	0	inf	0
8.77113	6.63494	0	inf	0
8.96907	6.63494	0	inf	0
9.16701	6.63494	0	inf	0
9.36495	6.63494	0	inf	0
9.56289	6.63494	0	inf	0
9.76083	6.63494	0	inf	0
9.95876	6.63494	0	inf	0
10.1567	6.63494	0	inf	0
10.3546	6.63494	0	inf	0
10.5526	6.63494	0	inf	0
10.7505	6.63494	0	inf	0
10.9485	6.63494	0	inf	0
11.1464	6.63494	0	inf	0
11.3443	6.63494	0	inf	0
11.5423	6.63494	0	inf	0
11.7402	6.63494	0	inf	0
