Log(E/eV)	r [M]	Theta	Synchr
6	19.5785	0.717966	-72.6514
7.22222	19.5785	0.717966	-71.4291
8.44444	19.5785	0.717966	-70.2069
9.66667	19.5785	0.717966	-68.9847
10.8889	19.5785	0.717966	-67.7625
12.1111	19.5785	0.717966	-66.5403
13.3333	19.5785	0.717966	-65.318
14.5556	19.5785	0.717966	-64.0958
15.7778	19.5785	0.717966	-62.8736
17	19.5785	0.717966	-61.6514
6	19.8315	0.717966	-72.3534
7.22222	19.8315	0.717966	-71.1312
8.44444	19.8315	0.717966	-69.909
9.66667	19.8315	0.717966	-68.6868
10.8889	19.8315	0.717966	-67.4645
12.1111	19.8315	0.717966	-66.2423
13.3333	19.8315	0.717966	-65.0201
14.5556	19.8315	0.717966	-63.7979
15.7778	19.8315	0.717966	-62.5756
17	19.8315	0.717966	-61.3534
6	20.0844	0.717966	-72.0908
7.22222	20.0844	0.717966	-70.8686
8.44444	20.0844	0.717966	-69.6464
9.66667	20.0844	0.717966	-68.4241
10.8889	20.0844	0.717966	-67.2019
12.1111	20.0844	0.717966	-65.9797
13.3333	20.0844	0.717966	-64.7575
14.5556	20.0844	0.717966	-63.5352
15.7778	20.0844	0.717966	-62.313
17	20.0844	0.717966	-61.0908
6	20.3374	0.717966	-71.8612
7.22222	20.3374	0.717966	-70.639
8.44444	20.3374	0.717966	-69.4167
9.66667	20.3374	0.717966	-68.1945
10.8889	20.3374	0.717966	-66.9723
12.1111	20.3374	0.717966	-65.7501
13.3333	20.3374	0.717966	-64.5279
14.5556	20.3374	0.717966	-63.3056
15.7778	20.3374	0.717966	-62.0834
17	20.3374	0.717966	-60.8612
6	20.5903	0.717966	-71.6624
7.22222	20.5903	0.717966	-70.4402
8.44444	20.5903	0.717966	-69.218
9.66667	20.5903	0.717966	-67.9957
10.8889	20.5903	0.717966	-66.7735
12.1111	20.5903	0.717966	-65.5513
13.3333	20.5903	0.717966	-64.3291
14.5556	20.5903	0.717966	-63.1069
15.7778	20.5903	0.717966	-61.8846
17	20.5903	0.717966	-60.6624
6	20.8433	0.717966	-71.4924
7.22222	20.8433	0.717966	-70.2702
8.44444	20.8433	0.717966	-69.048
9.66667	20.8433	0.717966	-67.8258
10.8889	20.8433	0.717966	-66.6036
12.1111	20.8433	0.717966	-65.3813
13.3333	20.8433	0.717966	-64.1591
14.5556	20.8433	0.717966	-62.9369
15.7778	20.8433	0.717966	-61.7147
17	20.8433	0.717966	-60.4924
6	21.0962	0.717966	-71.3494
7.22222	21.0962	0.717966	-70.1272
8.44444	21.0962	0.717966	-68.905
9.66667	21.0962	0.717966	-67.6828
10.8889	21.0962	0.717966	-66.4605
12.1111	21.0962	0.717966	-65.2383
13.3333	21.0962	0.717966	-64.0161
14.5556	21.0962	0.717966	-62.7939
15.7778	21.0962	0.717966	-61.5717
17	21.0962	0.717966	-60.3494
6	21.3492	0.717966	-71.2316
7.22222	21.3492	0.717966	-70.0094
8.44444	21.3492	0.717966	-68.7872
9.66667	21.3492	0.717966	-67.5649
10.8889	21.3492	0.717966	-66.3427
12.1111	21.3492	0.717966	-65.1205
13.3333	21.3492	0.717966	-63.8983
14.5556	21.3492	0.717966	-62.6761
15.7778	21.3492	0.717966	-61.4538
17	21.3492	0.717966	-60.2316
6	21.6022	0.717966	-71.1374
7.22222	21.6022	0.717966	-69.9151
8.44444	21.6022	0.717966	-68.6929
9.66667	21.6022	0.717966	-67.4707
10.8889	21.6022	0.717966	-66.2485
12.1111	21.6022	0.717966	-65.0263
13.3333	21.6022	0.717966	-63.804
14.5556	21.6022	0.717966	-62.5818
15.7778	21.6022	0.717966	-61.3596
17	21.6022	0.717966	-60.1374
6	21.8551	0.717966	-71.0652
7.22222	21.8551	0.717966	-69.843
8.44444	21.8551	0.717966	-68.6207
9.66667	21.8551	0.717966	-67.3985
10.8889	21.8551	0.717966	-66.1763
12.1111	21.8551	0.717966	-64.9541
13.3333	21.8551	0.717966	-63.7318
14.5556	21.8551	0.717966	-62.5096
15.7778	21.8551	0.717966	-61.2874
17	21.8551	0.717966	-60.0652
6	22.1081	0.717966	-71.0136
7.22222	22.1081	0.717966	-69.7914
8.44444	22.1081	0.717966	-68.5692
9.66667	22.1081	0.717966	-67.347
10.8889	22.1081	0.717966	-66.1247
12.1111	22.1081	0.717966	-64.9025
13.3333	22.1081	0.717966	-63.6803
14.5556	22.1081	0.717966	-62.4581
15.7778	22.1081	0.717966	-61.2358
17	22.1081	0.717966	-60.0136
6	22.361	0.717966	-70.9814
7.22222	22.361	0.717966	-69.7592
8.44444	22.361	0.717966	-68.5369
9.66667	22.361	0.717966	-67.3147
10.8889	22.361	0.717966	-66.0925
12.1111	22.361	0.717966	-64.8703
13.3333	22.361	0.717966	-63.648
14.5556	22.361	0.717966	-62.4258
15.7778	22.361	0.717966	-61.2036
17	22.361	0.717966	-59.9814
6	22.614	0.717966	-70.9672
7.22222	22.614	0.717966	-69.745
8.44444	22.614	0.717966	-68.5228
9.66667	22.614	0.717966	-67.3005
10.8889	22.614	0.717966	-66.0783
12.1111	22.614	0.717966	-64.8561
13.3333	22.614	0.717966	-63.6339
14.5556	22.614	0.717966	-62.4117
15.7778	22.614	0.717966	-61.1894
17	22.614	0.717966	-59.9672
6	22.8669	0.717966	-70.97
7.22222	22.8669	0.717966	-69.7477
8.44444	22.8669	0.717966	-68.5255
9.66667	22.8669	0.717966	-67.3033
10.8889	22.8669	0.717966	-66.0811
12.1111	22.8669	0.717966	-64.8588
13.3333	22.8669	0.717966	-63.6366
14.5556	22.8669	0.717966	-62.4144
15.7778	22.8669	0.717966	-61.1922
17	22.8669	0.717966	-59.97
6	23.1199	0.717966	-70.9885
7.22222	23.1199	0.717966	-69.7663
8.44444	23.1199	0.717966	-68.5441
9.66667	23.1199	0.717966	-67.3219
10.8889	23.1199	0.717966	-66.0997
12.1111	23.1199	0.717966	-64.8774
13.3333	23.1199	0.717966	-63.6552
14.5556	23.1199	0.717966	-62.433
15.7778	23.1199	0.717966	-61.2108
17	23.1199	0.717966	-59.9885
6	23.3728	0.717966	-71.022
7.22222	23.3728	0.717966	-69.7997
8.44444	23.3728	0.717966	-68.5775
9.66667	23.3728	0.717966	-67.3553
10.8889	23.3728	0.717966	-66.1331
12.1111	23.3728	0.717966	-64.9108
13.3333	23.3728	0.717966	-63.6886
14.5556	23.3728	0.717966	-62.4664
15.7778	23.3728	0.717966	-61.2442
17	23.3728	0.717966	-60.022
6	23.6258	0.717966	-71.0692
7.22222	23.6258	0.717966	-69.847
8.44444	23.6258	0.717966	-68.6248
9.66667	23.6258	0.717966	-67.4026
10.8889	23.6258	0.717966	-66.1803
12.1111	23.6258	0.717966	-64.9581
13.3333	23.6258	0.717966	-63.7359
14.5556	23.6258	0.717966	-62.5137
15.7778	23.6258	0.717966	-61.2915
17	23.6258	0.717966	-60.0692
6	23.8787	0.717966	-71.1295
7.22222	23.8787	0.717966	-69.9073
8.44444	23.8787	0.717966	-68.6851
9.66667	23.8787	0.717966	-67.4628
10.8889	23.8787	0.717966	-66.2406
12.1111	23.8787	0.717966	-65.0184
13.3333	23.8787	0.717966	-63.7962
14.5556	23.8787	0.717966	-62.5739
15.7778	23.8787	0.717966	-61.3517
17	23.8787	0.717966	-60.1295
6	24.1317	0.717966	-71.2019
7.22222	24.1317	0.717966	-69.9797
8.44444	24.1317	0.717966	-68.7575
9.66667	24.1317	0.717966	-67.5353
10.8889	24.1317	0.717966	-66.313
12.1111	24.1317	0.717966	-65.0908
13.3333	24.1317	0.717966	-63.8686
14.5556	24.1317	0.717966	-62.6464
15.7778	24.1317	0.717966	-61.4241
17	24.1317	0.717966	-60.2019
6	24.3846	0.717966	-71.2857
7.22222	24.3846	0.717966	-70.0635
8.44444	24.3846	0.717966	-68.8413
9.66667	24.3846	0.717966	-67.6191
10.8889	24.3846	0.717966	-66.3968
12.1111	24.3846	0.717966	-65.1746
13.3333	24.3846	0.717966	-63.9524
14.5556	24.3846	0.717966	-62.7302
15.7778	24.3846	0.717966	-61.5079
17	24.3846	0.717966	-60.2857
6	24.6376	0.717966	-71.3802
7.22222	24.6376	0.717966	-70.1579
8.44444	24.6376	0.717966	-68.9357
9.66667	24.6376	0.717966	-67.7135
10.8889	24.6376	0.717966	-66.4913
12.1111	24.6376	0.717966	-65.269
13.3333	24.6376	0.717966	-64.0468
14.5556	24.6376	0.717966	-62.8246
15.7778	24.6376	0.717966	-61.6024
17	24.6376	0.717966	-60.3802
6	24.8905	0.717966	-71.4845
7.22222	24.8905	0.717966	-70.2623
8.44444	24.8905	0.717966	-69.0401
9.66667	24.8905	0.717966	-67.8179
10.8889	24.8905	0.717966	-66.5957
12.1111	24.8905	0.717966	-65.3734
13.3333	24.8905	0.717966	-64.1512
14.5556	24.8905	0.717966	-62.929
15.7778	24.8905	0.717966	-61.7068
17	24.8905	0.717966	-60.4845
6	25.1435	0.717966	-71.5982
7.22222	25.1435	0.717966	-70.376
8.44444	25.1435	0.717966	-69.1538
9.66667	25.1435	0.717966	-67.9316
10.8889	25.1435	0.717966	-66.7093
12.1111	25.1435	0.717966	-65.4871
13.3333	25.1435	0.717966	-64.2649
14.5556	25.1435	0.717966	-63.0427
15.7778	25.1435	0.717966	-61.8205
17	25.1435	0.717966	-60.5982
6	25.3964	0.717966	-71.7206
7.22222	25.3964	0.717966	-70.4984
8.44444	25.3964	0.717966	-69.2762
9.66667	25.3964	0.717966	-68.054
10.8889	25.3964	0.717966	-66.8317
12.1111	25.3964	0.717966	-65.6095
13.3333	25.3964	0.717966	-64.3873
14.5556	25.3964	0.717966	-63.1651
15.7778	25.3964	0.717966	-61.9428
17	25.3964	0.717966	-60.7206
6	25.6494	0.717966	-71.8512
7.22222	25.6494	0.717966	-70.6289
8.44444	25.6494	0.717966	-69.4067
9.66667	25.6494	0.717966	-68.1845
10.8889	25.6494	0.717966	-66.9623
12.1111	25.6494	0.717966	-65.74
13.3333	25.6494	0.717966	-64.5178
14.5556	25.6494	0.717966	-63.2956
15.7778	25.6494	0.717966	-62.0734
17	25.6494	0.717966	-60.8512
6	25.9023	0.717966	-71.9893
7.22222	25.9023	0.717966	-70.767
8.44444	25.9023	0.717966	-69.5448
9.66667	25.9023	0.717966	-68.3226
10.8889	25.9023	0.717966	-67.1004
12.1111	25.9023	0.717966	-65.8782
13.3333	25.9023	0.717966	-64.6559
14.5556	25.9023	0.717966	-63.4337
15.7778	25.9023	0.717966	-62.2115
17	25.9023	0.717966	-60.9893
6	26.1553	0.717966	-72.1345
7.22222	26.1553	0.717966	-70.9123
8.44444	26.1553	0.717966	-69.69
9.66667	26.1553	0.717966	-68.4678
10.8889	26.1553	0.717966	-67.2456
12.1111	26.1553	0.717966	-66.0234
13.3333	26.1553	0.717966	-64.8011
14.5556	26.1553	0.717966	-63.5789
15.7778	26.1553	0.717966	-62.3567
17	26.1553	0.717966	-61.1345
6	26.4083	0.717966	-72.2863
7.22222	26.4083	0.717966	-71.0641
8.44444	26.4083	0.717966	-69.8419
9.66667	26.4083	0.717966	-68.6196
10.8889	26.4083	0.717966	-67.3974
12.1111	26.4083	0.717966	-66.1752
13.3333	26.4083	0.717966	-64.953
14.5556	26.4083	0.717966	-63.7307
15.7778	26.4083	0.717966	-62.5085
17	26.4083	0.717966	-61.2863
6	26.6612	0.717966	-72.4443
7.22222	26.6612	0.717966	-71.2221
8.44444	26.6612	0.717966	-69.9999
9.66667	26.6612	0.717966	-68.7776
10.8889	26.6612	0.717966	-67.5554
12.1111	26.6612	0.717966	-66.3332
13.3333	26.6612	0.717966	-65.111
14.5556	26.6612	0.717966	-63.8887
15.7778	26.6612	0.717966	-62.6665
17	26.6612	0.717966	-61.4443
6	26.9142	0.717966	-72.608
7.22222	26.9142	0.717966	-71.3858
8.44444	26.9142	0.717966	-70.1636
9.66667	26.9142	0.717966	-68.9414
10.8889	26.9142	0.717966	-67.7192
12.1111	26.9142	0.717966	-66.4969
13.3333	26.9142	0.717966	-65.2747
14.5556	26.9142	0.717966	-64.0525
15.7778	26.9142	0.717966	-62.8303
17	26.9142	0.717966	-61.608
6	27.1671	0.717966	-72.7772
7.22222	27.1671	0.717966	-71.5549
8.44444	27.1671	0.717966	-70.3327
9.66667	27.1671	0.717966	-69.1105
10.8889	27.1671	0.717966	-67.8883
12.1111	27.1671	0.717966	-66.666
13.3333	27.1671	0.717966	-65.4438
14.5556	27.1671	0.717966	-64.2216
15.7778	27.1671	0.717966	-62.9994
17	27.1671	0.717966	-61.7772
6	27.4201	0.717966	-72.9512
7.22222	27.4201	0.717966	-71.729
8.44444	27.4201	0.717966	-70.5068
9.66667	27.4201	0.717966	-69.2846
10.8889	27.4201	0.717966	-68.0624
12.1111	27.4201	0.717966	-66.8401
13.3333	27.4201	0.717966	-65.6179
14.5556	27.4201	0.717966	-64.3957
15.7778	27.4201	0.717966	-63.1735
17	27.4201	0.717966	-61.9512
6	27.673	0.717966	-73.13
7.22222	27.673	0.717966	-71.9077
8.44444	27.673	0.717966	-70.6855
9.66667	27.673	0.717966	-69.4633
10.8889	27.673	0.717966	-68.2411
12.1111	27.673	0.717966	-67.0189
13.3333	27.673	0.717966	-65.7966
14.5556	27.673	0.717966	-64.5744
15.7778	27.673	0.717966	-63.3522
17	27.673	0.717966	-62.13
6	27.926	0.717966	-73.313
7.22222	27.926	0.717966	-72.0908
8.44444	27.926	0.717966	-70.8685
9.66667	27.926	0.717966	-69.6463
10.8889	27.926	0.717966	-68.4241
12.1111	27.926	0.717966	-67.2019
13.3333	27.926	0.717966	-65.9797
14.5556	27.926	0.717966	-64.7574
15.7778	27.926	0.717966	-63.5352
17	27.926	0.717966	-62.313
6	28.1789	0.717966	-73.5
7.22222	28.1789	0.717966	-72.2778
8.44444	28.1789	0.717966	-71.0556
9.66667	28.1789	0.717966	-69.8333
10.8889	28.1789	0.717966	-68.6111
12.1111	28.1789	0.717966	-67.3889
13.3333	28.1789	0.717966	-66.1667
14.5556	28.1789	0.717966	-64.9445
15.7778	28.1789	0.717966	-63.7222
17	28.1789	0.717966	-62.5
6	28.4319	0.717966	-73.6907
7.22222	28.4319	0.717966	-72.4685
8.44444	28.4319	0.717966	-71.2463
9.66667	28.4319	0.717966	-70.0241
10.8889	28.4319	0.717966	-68.8018
12.1111	28.4319	0.717966	-67.5796
13.3333	28.4319	0.717966	-66.3574
14.5556	28.4319	0.717966	-65.1352
15.7778	28.4319	0.717966	-63.913
17	28.4319	0.717966	-62.6907
6	28.6848	0.717966	-73.8849
7.22222	28.6848	0.717966	-72.6627
8.44444	28.6848	0.717966	-71.4404
9.66667	28.6848	0.717966	-70.2182
10.8889	28.6848	0.717966	-68.996
12.1111	28.6848	0.717966	-67.7738
13.3333	28.6848	0.717966	-66.5515
14.5556	28.6848	0.717966	-65.3293
15.7778	28.6848	0.717966	-64.1071
17	28.6848	0.717966	-62.8849
6	28.9378	0.717966	-74.0822
7.22222	28.9378	0.717966	-72.86
8.44444	28.9378	0.717966	-71.6377
9.66667	28.9378	0.717966	-70.4155
10.8889	28.9378	0.717966	-69.1933
12.1111	28.9378	0.717966	-67.9711
13.3333	28.9378	0.717966	-66.7489
14.5556	28.9378	0.717966	-65.5266
15.7778	28.9378	0.717966	-64.3044
17	28.9378	0.717966	-63.0822
6	29.1907	0.717966	-74.2824
7.22222	29.1907	0.717966	-73.0602
8.44444	29.1907	0.717966	-71.838
9.66667	29.1907	0.717966	-70.6157
10.8889	29.1907	0.717966	-69.3935
12.1111	29.1907	0.717966	-68.1713
13.3333	29.1907	0.717966	-66.9491
14.5556	29.1907	0.717966	-65.7269
15.7778	29.1907	0.717966	-64.5046
17	29.1907	0.717966	-63.2824
6	4.14844	0.733574	0
7.22222	4.14844	0.733574	0
8.44444	4.14844	0.733574	0
9.66667	4.14844	0.733574	0
10.8889	4.14844	0.733574	0
12.1111	4.14844	0.733574	0
13.3333	4.14844	0.733574	0
14.5556	4.14844	0.733574	0
15.7778	4.14844	0.733574	0
17	4.14844	0.733574	0
6	4.40139	0.733574	0
7.22222	4.40139	0.733574	0
8.44444	4.40139	0.733574	0
9.66667	4.40139	0.733574	0
10.8889	4.40139	0.733574	0
12.1111	4.40139	0.733574	0
13.3333	4.40139	0.733574	0
14.5556	4.40139	0.733574	0
15.7778	4.40139	0.733574	0
17	4.40139	0.733574	0
6	4.65434	0.733574	0
7.22222	4.65434	0.733574	0
8.44444	4.65434	0.733574	0
9.66667	4.65434	0.733574	0
10.8889	4.65434	0.733574	0
12.1111	4.65434	0.733574	0
13.3333	4.65434	0.733574	0
14.5556	4.65434	0.733574	0
15.7778	4.65434	0.733574	0
17	4.65434	0.733574	0
6	4.90729	0.733574	0
7.22222	4.90729	0.733574	0
8.44444	4.90729	0.733574	0
9.66667	4.90729	0.733574	0
10.8889	4.90729	0.733574	0
12.1111	4.90729	0.733574	0
13.3333	4.90729	0.733574	0
14.5556	4.90729	0.733574	0
15.7778	4.90729	0.733574	0
17	4.90729	0.733574	0
6	5.16025	0.733574	0
7.22222	5.16025	0.733574	0
8.44444	5.16025	0.733574	0
9.66667	5.16025	0.733574	0
10.8889	5.16025	0.733574	0
12.1111	5.16025	0.733574	0
13.3333	5.16025	0.733574	0
14.5556	5.16025	0.733574	0
15.7778	5.16025	0.733574	0
17	5.16025	0.733574	0
6	5.4132	0.733574	0
7.22222	5.4132	0.733574	0
8.44444	5.4132	0.733574	0
9.66667	5.4132	0.733574	0
10.8889	5.4132	0.733574	0
12.1111	5.4132	0.733574	0
13.3333	5.4132	0.733574	0
14.5556	5.4132	0.733574	0
15.7778	5.4132	0.733574	0
17	5.4132	0.733574	0
6	5.66615	0.733574	0
7.22222	5.66615	0.733574	0
8.44444	5.66615	0.733574	0
9.66667	5.66615	0.733574	0
10.8889	5.66615	0.733574	0
12.1111	5.66615	0.733574	0
13.3333	5.66615	0.733574	0
14.5556	5.66615	0.733574	0
15.7778	5.66615	0.733574	0
17	5.66615	0.733574	0
6	5.9191	0.733574	0
7.22222	5.9191	0.733574	0
8.44444	5.9191	0.733574	0
9.66667	5.9191	0.733574	0
10.8889	5.9191	0.733574	0
12.1111	5.9191	0.733574	0
13.3333	5.9191	0.733574	0
14.5556	5.9191	0.733574	0
15.7778	5.9191	0.733574	0
17	5.9191	0.733574	0
6	6.17206	0.733574	0
7.22222	6.17206	0.733574	0
8.44444	6.17206	0.733574	0
9.66667	6.17206	0.733574	0
10.8889	6.17206	0.733574	0
12.1111	6.17206	0.733574	0
13.3333	6.17206	0.733574	0
14.5556	6.17206	0.733574	0
15.7778	6.17206	0.733574	0
17	6.17206	0.733574	0
6	6.42501	0.733574	0
7.22222	6.42501	0.733574	0
8.44444	6.42501	0.733574	0
9.66667	6.42501	0.733574	0
10.8889	6.42501	0.733574	0
12.1111	6.42501	0.733574	0
13.3333	6.42501	0.733574	0
14.5556	6.42501	0.733574	0
15.7778	6.42501	0.733574	0
17	6.42501	0.733574	0
6	6.67796	0.733574	0
7.22222	6.67796	0.733574	0
8.44444	6.67796	0.733574	0
9.66667	6.67796	0.733574	0
10.8889	6.67796	0.733574	0
12.1111	6.67796	0.733574	0
13.3333	6.67796	0.733574	0
14.5556	6.67796	0.733574	0
15.7778	6.67796	0.733574	0
17	6.67796	0.733574	0
6	6.93091	0.733574	0
7.22222	6.93091	0.733574	0
8.44444	6.93091	0.733574	0
9.66667	6.93091	0.733574	0
10.8889	6.93091	0.733574	0
12.1111	6.93091	0.733574	0
13.3333	6.93091	0.733574	0
14.5556	6.93091	0.733574	0
15.7778	6.93091	0.733574	0
17	6.93091	0.733574	0
6	7.18387	0.733574	0
7.22222	7.18387	0.733574	0
8.44444	7.18387	0.733574	0
9.66667	7.18387	0.733574	0
10.8889	7.18387	0.733574	0
12.1111	7.18387	0.733574	0
13.3333	7.18387	0.733574	0
14.5556	7.18387	0.733574	0
15.7778	7.18387	0.733574	0
17	7.18387	0.733574	0
6	7.43682	0.733574	0
7.22222	7.43682	0.733574	0
8.44444	7.43682	0.733574	0
9.66667	7.43682	0.733574	0
10.8889	7.43682	0.733574	0
12.1111	7.43682	0.733574	0
13.3333	7.43682	0.733574	0
14.5556	7.43682	0.733574	0
15.7778	7.43682	0.733574	0
17	7.43682	0.733574	0
6	7.68977	0.733574	0
7.22222	7.68977	0.733574	0
8.44444	7.68977	0.733574	0
9.66667	7.68977	0.733574	0
10.8889	7.68977	0.733574	0
12.1111	7.68977	0.733574	0
13.3333	7.68977	0.733574	0
14.5556	7.68977	0.733574	0
15.7778	7.68977	0.733574	0
17	7.68977	0.733574	0
6	7.94272	0.733574	0
7.22222	7.94272	0.733574	0
8.44444	7.94272	0.733574	0
9.66667	7.94272	0.733574	0
10.8889	7.94272	0.733574	0
12.1111	7.94272	0.733574	0
13.3333	7.94272	0.733574	0
14.5556	7.94272	0.733574	0
15.7778	7.94272	0.733574	0
17	7.94272	0.733574	0
6	8.19568	0.733574	0
7.22222	8.19568	0.733574	0
8.44444	8.19568	0.733574	0
9.66667	8.19568	0.733574	0
10.8889	8.19568	0.733574	0
12.1111	8.19568	0.733574	0
13.3333	8.19568	0.733574	0
14.5556	8.19568	0.733574	0
15.7778	8.19568	0.733574	0
17	8.19568	0.733574	0
6	8.44863	0.733574	0
7.22222	8.44863	0.733574	0
8.44444	8.44863	0.733574	0
9.66667	8.44863	0.733574	0
10.8889	8.44863	0.733574	0
12.1111	8.44863	0.733574	0
13.3333	8.44863	0.733574	0
14.5556	8.44863	0.733574	0
15.7778	8.44863	0.733574	0
17	8.44863	0.733574	0
6	8.70158	0.733574	0
7.22222	8.70158	0.733574	0
8.44444	8.70158	0.733574	0
9.66667	8.70158	0.733574	0
10.8889	8.70158	0.733574	0
12.1111	8.70158	0.733574	0
13.3333	8.70158	0.733574	0
14.5556	8.70158	0.733574	0
15.7778	8.70158	0.733574	0
17	8.70158	0.733574	0
6	8.95453	0.733574	0
7.22222	8.95453	0.733574	0
8.44444	8.95453	0.733574	0
9.66667	8.95453	0.733574	0
10.8889	8.95453	0.733574	0
12.1111	8.95453	0.733574	0
13.3333	8.95453	0.733574	0
14.5556	8.95453	0.733574	0
15.7778	8.95453	0.733574	0
17	8.95453	0.733574	0
6	9.20749	0.733574	0
7.22222	9.20749	0.733574	0
8.44444	9.20749	0.733574	0
9.66667	9.20749	0.733574	0
10.8889	9.20749	0.733574	0
12.1111	9.20749	0.733574	0
13.3333	9.20749	0.733574	0
14.5556	9.20749	0.733574	0
15.7778	9.20749	0.733574	0
17	9.20749	0.733574	0
6	9.46044	0.733574	0
7.22222	9.46044	0.733574	0
8.44444	9.46044	0.733574	0
9.66667	9.46044	0.733574	0
10.8889	9.46044	0.733574	0
12.1111	9.46044	0.733574	0
13.3333	9.46044	0.733574	0
14.5556	9.46044	0.733574	0
15.7778	9.46044	0.733574	0
17	9.46044	0.733574	0
6	9.71339	0.733574	0
7.22222	9.71339	0.733574	0
8.44444	9.71339	0.733574	0
9.66667	9.71339	0.733574	0
10.8889	9.71339	0.733574	0
12.1111	9.71339	0.733574	0
13.3333	9.71339	0.733574	0
14.5556	9.71339	0.733574	0
15.7778	9.71339	0.733574	0
17	9.71339	0.733574	0
6	9.96634	0.733574	0
7.22222	9.96634	0.733574	0
8.44444	9.96634	0.733574	0
9.66667	9.96634	0.733574	0
10.8889	9.96634	0.733574	0
12.1111	9.96634	0.733574	0
13.3333	9.96634	0.733574	0
14.5556	9.96634	0.733574	0
15.7778	9.96634	0.733574	0
17	9.96634	0.733574	0
6	10.2193	0.733574	0
7.22222	10.2193	0.733574	0
8.44444	10.2193	0.733574	0
9.66667	10.2193	0.733574	0
10.8889	10.2193	0.733574	0
12.1111	10.2193	0.733574	0
13.3333	10.2193	0.733574	0
14.5556	10.2193	0.733574	0
15.7778	10.2193	0.733574	0
17	10.2193	0.733574	0
6	10.4722	0.733574	0
7.22222	10.4722	0.733574	0
8.44444	10.4722	0.733574	0
9.66667	10.4722	0.733574	0
10.8889	10.4722	0.733574	0
12.1111	10.4722	0.733574	0
13.3333	10.4722	0.733574	0
14.5556	10.4722	0.733574	0
15.7778	10.4722	0.733574	0
17	10.4722	0.733574	0
6	10.7252	0.733574	0
7.22222	10.7252	0.733574	0
8.44444	10.7252	0.733574	0
9.66667	10.7252	0.733574	0
10.8889	10.7252	0.733574	0
12.1111	10.7252	0.733574	0
13.3333	10.7252	0.733574	0
14.5556	10.7252	0.733574	0
15.7778	10.7252	0.733574	0
17	10.7252	0.733574	0
6	10.9782	0.733574	0
7.22222	10.9782	0.733574	0
8.44444	10.9782	0.733574	0
9.66667	10.9782	0.733574	0
10.8889	10.9782	0.733574	0
12.1111	10.9782	0.733574	0
13.3333	10.9782	0.733574	0
14.5556	10.9782	0.733574	0
15.7778	10.9782	0.733574	0
17	10.9782	0.733574	0
6	11.2311	0.733574	0
7.22222	11.2311	0.733574	0
8.44444	11.2311	0.733574	0
9.66667	11.2311	0.733574	0
10.8889	11.2311	0.733574	0
12.1111	11.2311	0.733574	0
13.3333	11.2311	0.733574	0
14.5556	11.2311	0.733574	0
15.7778	11.2311	0.733574	0
17	11.2311	0.733574	0
6	11.4841	0.733574	0
7.22222	11.4841	0.733574	0
8.44444	11.4841	0.733574	0
9.66667	11.4841	0.733574	0
10.8889	11.4841	0.733574	0
12.1111	11.4841	0.733574	0
13.3333	11.4841	0.733574	0
14.5556	11.4841	0.733574	0
15.7778	11.4841	0.733574	0
17	11.4841	0.733574	0
6	11.737	0.733574	0
7.22222	11.737	0.733574	0
8.44444	11.737	0.733574	0
9.66667	11.737	0.733574	0
10.8889	11.737	0.733574	0
12.1111	11.737	0.733574	0
13.3333	11.737	0.733574	0
14.5556	11.737	0.733574	0
15.7778	11.737	0.733574	0
17	11.737	0.733574	0
6	11.99	0.733574	0
7.22222	11.99	0.733574	0
8.44444	11.99	0.733574	0
9.66667	11.99	0.733574	0
10.8889	11.99	0.733574	0
12.1111	11.99	0.733574	0
13.3333	11.99	0.733574	0
14.5556	11.99	0.733574	0
15.7778	11.99	0.733574	0
17	11.99	0.733574	0
6	12.2429	0.733574	0
7.22222	12.2429	0.733574	0
8.44444	12.2429	0.733574	0
9.66667	12.2429	0.733574	0
10.8889	12.2429	0.733574	0
12.1111	12.2429	0.733574	0
13.3333	12.2429	0.733574	0
14.5556	12.2429	0.733574	0
15.7778	12.2429	0.733574	0
17	12.2429	0.733574	0
6	12.4959	0.733574	0
7.22222	12.4959	0.733574	0
8.44444	12.4959	0.733574	0
9.66667	12.4959	0.733574	0
10.8889	12.4959	0.733574	0
12.1111	12.4959	0.733574	0
13.3333	12.4959	0.733574	0
14.5556	12.4959	0.733574	0
15.7778	12.4959	0.733574	0
17	12.4959	0.733574	0
6	12.7488	0.733574	0
7.22222	12.7488	0.733574	0
8.44444	12.7488	0.733574	0
9.66667	12.7488	0.733574	0
10.8889	12.7488	0.733574	0
12.1111	12.7488	0.733574	0
13.3333	12.7488	0.733574	0
14.5556	12.7488	0.733574	0
15.7778	12.7488	0.733574	0
17	12.7488	0.733574	0
6	13.0018	0.733574	0
7.22222	13.0018	0.733574	0
8.44444	13.0018	0.733574	0
9.66667	13.0018	0.733574	0
10.8889	13.0018	0.733574	0
12.1111	13.0018	0.733574	0
13.3333	13.0018	0.733574	0
14.5556	13.0018	0.733574	0
15.7778	13.0018	0.733574	0
17	13.0018	0.733574	0
6	13.2547	0.733574	0
7.22222	13.2547	0.733574	0
8.44444	13.2547	0.733574	0
9.66667	13.2547	0.733574	0
10.8889	13.2547	0.733574	0
12.1111	13.2547	0.733574	0
13.3333	13.2547	0.733574	0
14.5556	13.2547	0.733574	0
15.7778	13.2547	0.733574	0
17	13.2547	0.733574	0
6	13.5077	0.733574	0
7.22222	13.5077	0.733574	0
8.44444	13.5077	0.733574	0
