Log(E/eV)	r [M]	Theta	Synchr
17	13.0018	0.358983	-8.34585
6	13.2547	0.358983	-19.5508
7.22222	13.2547	0.358983	-18.3286
8.44444	13.2547	0.358983	-17.1064
9.66667	13.2547	0.358983	-15.8841
10.8889	13.2547	0.358983	-14.6619
12.1111	13.2547	0.358983	-13.4397
13.3333	13.2547	0.358983	-12.2175
14.5556	13.2547	0.358983	-10.9953
15.7778	13.2547	0.358983	-9.77303
17	13.2547	0.358983	-8.55081
6	13.5077	0.358983	-19.8165
7.22222	13.5077	0.358983	-18.5943
8.44444	13.5077	0.358983	-17.3721
9.66667	13.5077	0.358983	-16.1498
10.8889	13.5077	0.358983	-14.9276
12.1111	13.5077	0.358983	-13.7054
13.3333	13.5077	0.358983	-12.4832
14.5556	13.5077	0.358983	-11.2609
15.7778	13.5077	0.358983	-10.0387
17	13.5077	0.358983	-8.8165
6	13.7606	0.358983	-20.1363
7.22222	13.7606	0.358983	-18.9141
8.44444	13.7606	0.358983	-17.6918
9.66667	13.7606	0.358983	-16.4696
10.8889	13.7606	0.358983	-15.2474
12.1111	13.7606	0.358983	-14.0252
13.3333	13.7606	0.358983	-12.8029
14.5556	13.7606	0.358983	-11.5807
15.7778	13.7606	0.358983	-10.3585
17	13.7606	0.358983	-9.13628
6	14.0136	0.358983	-20.5042
7.22222	14.0136	0.358983	-19.282
8.44444	14.0136	0.358983	-18.0597
9.66667	14.0136	0.358983	-16.8375
10.8889	14.0136	0.358983	-15.6153
12.1111	14.0136	0.358983	-14.3931
13.3333	14.0136	0.358983	-13.1709
14.5556	14.0136	0.358983	-11.9486
15.7778	14.0136	0.358983	-10.7264
17	14.0136	0.358983	-9.50419
6	14.2665	0.358983	-20.9149
7.22222	14.2665	0.358983	-19.6927
8.44444	14.2665	0.358983	-18.4704
9.66667	14.2665	0.358983	-17.2482
10.8889	14.2665	0.358983	-16.026
12.1111	14.2665	0.358983	-14.8038
13.3333	14.2665	0.358983	-13.5815
14.5556	14.2665	0.358983	-12.3593
15.7778	14.2665	0.358983	-11.1371
17	14.2665	0.358983	-9.91487
6	14.5195	0.358983	-21.3635
7.22222	14.5195	0.358983	-20.1413
8.44444	14.5195	0.358983	-18.9191
9.66667	14.5195	0.358983	-17.6969
10.8889	14.5195	0.358983	-16.4746
12.1111	14.5195	0.358983	-15.2524
13.3333	14.5195	0.358983	-14.0302
14.5556	14.5195	0.358983	-12.808
15.7778	14.5195	0.358983	-11.5857
17	14.5195	0.358983	-10.3635
6	14.7724	0.358983	-21.8458
7.22222	14.7724	0.358983	-20.6236
8.44444	14.7724	0.358983	-19.4014
9.66667	14.7724	0.358983	-18.1792
10.8889	14.7724	0.358983	-16.9569
12.1111	14.7724	0.358983	-15.7347
13.3333	14.7724	0.358983	-14.5125
14.5556	14.7724	0.358983	-13.2903
15.7778	14.7724	0.358983	-12.0681
17	14.7724	0.358983	-10.8458
6	15.0254	0.358983	-22.3579
7.22222	15.0254	0.358983	-21.1357
8.44444	15.0254	0.358983	-19.9134
9.66667	15.0254	0.358983	-18.6912
10.8889	15.0254	0.358983	-17.469
12.1111	15.0254	0.358983	-16.2468
13.3333	15.0254	0.358983	-15.0246
14.5556	15.0254	0.358983	-13.8023
15.7778	15.0254	0.358983	-12.5801
17	15.0254	0.358983	-11.3579
6	15.2783	0.358983	-22.8962
7.22222	15.2783	0.358983	-21.674
8.44444	15.2783	0.358983	-20.4518
9.66667	15.2783	0.358983	-19.2295
10.8889	15.2783	0.358983	-18.0073
12.1111	15.2783	0.358983	-16.7851
13.3333	15.2783	0.358983	-15.5629
14.5556	15.2783	0.358983	-14.3406
15.7778	15.2783	0.358983	-13.1184
17	15.2783	0.358983	-11.8962
6	15.5313	0.358983	-23.4576
7.22222	15.5313	0.358983	-22.2354
8.44444	15.5313	0.358983	-21.0132
9.66667	15.5313	0.358983	-19.791
10.8889	15.5313	0.358983	-18.5687
12.1111	15.5313	0.358983	-17.3465
13.3333	15.5313	0.358983	-16.1243
14.5556	15.5313	0.358983	-14.9021
15.7778	15.5313	0.358983	-13.6798
17	15.5313	0.358983	-12.4576
6	15.7842	0.358983	-24.0393
7.22222	15.7842	0.358983	-22.8171
8.44444	15.7842	0.358983	-21.5948
9.66667	15.7842	0.358983	-20.3726
10.8889	15.7842	0.358983	-19.1504
12.1111	15.7842	0.358983	-17.9282
13.3333	15.7842	0.358983	-16.706
14.5556	15.7842	0.358983	-15.4837
15.7778	15.7842	0.358983	-14.2615
17	15.7842	0.358983	-13.0393
6	16.0372	0.358983	-24.6386
7.22222	16.0372	0.358983	-23.4164
8.44444	16.0372	0.358983	-22.1942
9.66667	16.0372	0.358983	-20.972
10.8889	16.0372	0.358983	-19.7498
12.1111	16.0372	0.358983	-18.5275
13.3333	16.0372	0.358983	-17.3053
14.5556	16.0372	0.358983	-16.0831
15.7778	16.0372	0.358983	-14.8609
17	16.0372	0.358983	-13.6386
6	16.2902	0.358983	-25.2534
7.22222	16.2902	0.358983	-24.0311
8.44444	16.2902	0.358983	-22.8089
9.66667	16.2902	0.358983	-21.5867
10.8889	16.2902	0.358983	-20.3645
12.1111	16.2902	0.358983	-19.1422
13.3333	16.2902	0.358983	-17.92
14.5556	16.2902	0.358983	-16.6978
15.7778	16.2902	0.358983	-15.4756
17	16.2902	0.358983	-14.2534
6	16.5431	0.358983	-25.8813
7.22222	16.5431	0.358983	-24.6591
8.44444	16.5431	0.358983	-23.4369
9.66667	16.5431	0.358983	-22.2147
10.8889	16.5431	0.358983	-20.9924
12.1111	16.5431	0.358983	-19.7702
13.3333	16.5431	0.358983	-18.548
14.5556	16.5431	0.358983	-17.3258
15.7778	16.5431	0.358983	-16.1036
17	16.5431	0.358983	-14.8813
6	16.7961	0.358983	-26.5207
7.22222	16.7961	0.358983	-25.2985
8.44444	16.7961	0.358983	-24.0762
9.66667	16.7961	0.358983	-22.854
10.8889	16.7961	0.358983	-21.6318
12.1111	16.7961	0.358983	-20.4096
13.3333	16.7961	0.358983	-19.1874
14.5556	16.7961	0.358983	-17.9651
15.7778	16.7961	0.358983	-16.7429
17	16.7961	0.358983	-15.5207
6	17.049	0.358983	-27.1697
7.22222	17.049	0.358983	-25.9475
8.44444	17.049	0.358983	-24.7253
9.66667	17.049	0.358983	-23.503
10.8889	17.049	0.358983	-22.2808
12.1111	17.049	0.358983	-21.0586
13.3333	17.049	0.358983	-19.8364
14.5556	17.049	0.358983	-18.6141
15.7778	17.049	0.358983	-17.3919
17	17.049	0.358983	-16.1697
6	17.302	0.358983	-27.8268
7.22222	17.302	0.358983	-26.6046
8.44444	17.302	0.358983	-25.3824
9.66667	17.302	0.358983	-24.1602
10.8889	17.302	0.358983	-22.9379
12.1111	17.302	0.358983	-21.7157
13.3333	17.302	0.358983	-20.4935
14.5556	17.302	0.358983	-19.2713
15.7778	17.302	0.358983	-18.049
17	17.302	0.358983	-16.8268
6	17.5549	0.358983	-28.4907
7.22222	17.5549	0.358983	-27.2684
8.44444	17.5549	0.358983	-26.0462
9.66667	17.5549	0.358983	-24.824
10.8889	17.5549	0.358983	-23.6018
12.1111	17.5549	0.358983	-22.3795
13.3333	17.5549	0.358983	-21.1573
14.5556	17.5549	0.358983	-19.9351
15.7778	17.5549	0.358983	-18.7129
17	17.5549	0.358983	-17.4907
6	17.8079	0.358983	-29.1599
7.22222	17.8079	0.358983	-27.9377
8.44444	17.8079	0.358983	-26.7155
9.66667	17.8079	0.358983	-25.4933
10.8889	17.8079	0.358983	-24.271
12.1111	17.8079	0.358983	-23.0488
13.3333	17.8079	0.358983	-21.8266
14.5556	17.8079	0.358983	-20.6044
15.7778	17.8079	0.358983	-19.3821
17	17.8079	0.358983	-18.1599
6	18.0608	0.358983	-29.8335
7.22222	18.0608	0.358983	-28.6113
8.44444	18.0608	0.358983	-27.389
9.66667	18.0608	0.358983	-26.1668
10.8889	18.0608	0.358983	-24.9446
12.1111	18.0608	0.358983	-23.7224
13.3333	18.0608	0.358983	-22.5002
14.5556	18.0608	0.358983	-21.2779
15.7778	18.0608	0.358983	-20.0557
17	18.0608	0.358983	-18.8335
6	18.3138	0.358983	-30.5103
7.22222	18.3138	0.358983	-29.2881
8.44444	18.3138	0.358983	-28.0659
9.66667	18.3138	0.358983	-26.8436
10.8889	18.3138	0.358983	-25.6214
12.1111	18.3138	0.358983	-24.3992
13.3333	18.3138	0.358983	-23.177
14.5556	18.3138	0.358983	-21.9547
15.7778	18.3138	0.358983	-20.7325
17	18.3138	0.358983	-19.5103
6	18.5667	0.358983	-31.1894
7.22222	18.5667	0.358983	-29.9672
8.44444	18.5667	0.358983	-28.745
9.66667	18.5667	0.358983	-27.5228
10.8889	18.5667	0.358983	-26.3005
12.1111	18.5667	0.358983	-25.0783
13.3333	18.5667	0.358983	-23.8561
14.5556	18.5667	0.358983	-22.6339
15.7778	18.5667	0.358983	-21.4117
17	18.5667	0.358983	-20.1894
6	18.8197	0.358983	-31.87
7.22222	18.8197	0.358983	-30.6478
8.44444	18.8197	0.358983	-29.4256
9.66667	18.8197	0.358983	-28.2034
10.8889	18.8197	0.358983	-26.9811
12.1111	18.8197	0.358983	-25.7589
13.3333	18.8197	0.358983	-24.5367
14.5556	18.8197	0.358983	-23.3145
15.7778	18.8197	0.358983	-22.0923
17	18.8197	0.358983	-20.87
6	19.0726	0.358983	-32.5513
7.22222	19.0726	0.358983	-31.3291
8.44444	19.0726	0.358983	-30.1069
9.66667	19.0726	0.358983	-28.8847
10.8889	19.0726	0.358983	-27.6624
12.1111	19.0726	0.358983	-26.4402
13.3333	19.0726	0.358983	-25.218
14.5556	19.0726	0.358983	-23.9958
15.7778	19.0726	0.358983	-22.7736
17	19.0726	0.358983	-21.5513
6	19.3256	0.358983	-33.2326
7.22222	19.3256	0.358983	-32.0104
8.44444	19.3256	0.358983	-30.7882
9.66667	19.3256	0.358983	-29.566
10.8889	19.3256	0.358983	-28.3438
12.1111	19.3256	0.358983	-27.1215
13.3333	19.3256	0.358983	-25.8993
14.5556	19.3256	0.358983	-24.6771
15.7778	19.3256	0.358983	-23.4549
17	19.3256	0.358983	-22.2326
6	19.5785	0.358983	-33.9133
7.22222	19.5785	0.358983	-32.6911
8.44444	19.5785	0.358983	-31.4689
9.66667	19.5785	0.358983	-30.2467
10.8889	19.5785	0.358983	-29.0244
12.1111	19.5785	0.358983	-27.8022
13.3333	19.5785	0.358983	-26.58
14.5556	19.5785	0.358983	-25.3578
15.7778	19.5785	0.358983	-24.1356
17	19.5785	0.358983	-22.9133
6	19.8315	0.358983	-34.5928
7.22222	19.8315	0.358983	-33.3706
8.44444	19.8315	0.358983	-32.1484
9.66667	19.8315	0.358983	-30.9262
10.8889	19.8315	0.358983	-29.7039
12.1111	19.8315	0.358983	-28.4817
13.3333	19.8315	0.358983	-27.2595
14.5556	19.8315	0.358983	-26.0373
15.7778	19.8315	0.358983	-24.8151
17	19.8315	0.358983	-23.5928
6	20.0844	0.358983	-35.2706
7.22222	20.0844	0.358983	-34.0484
8.44444	20.0844	0.358983	-32.8262
9.66667	20.0844	0.358983	-31.604
10.8889	20.0844	0.358983	-30.3818
12.1111	20.0844	0.358983	-29.1595
13.3333	20.0844	0.358983	-27.9373
14.5556	20.0844	0.358983	-26.7151
15.7778	20.0844	0.358983	-25.4929
17	20.0844	0.358983	-24.2706
6	20.3374	0.358983	-35.9463
7.22222	20.3374	0.358983	-34.7241
8.44444	20.3374	0.358983	-33.5019
9.66667	20.3374	0.358983	-32.2796
10.8889	20.3374	0.358983	-31.0574
12.1111	20.3374	0.358983	-29.8352
13.3333	20.3374	0.358983	-28.613
14.5556	20.3374	0.358983	-27.3907
15.7778	20.3374	0.358983	-26.1685
17	20.3374	0.358983	-24.9463
6	20.5903	0.358983	-36.6194
7.22222	20.5903	0.358983	-35.3972
8.44444	20.5903	0.358983	-34.1749
9.66667	20.5903	0.358983	-32.9527
10.8889	20.5903	0.358983	-31.7305
12.1111	20.5903	0.358983	-30.5083
13.3333	20.5903	0.358983	-29.2861
14.5556	20.5903	0.358983	-28.0638
15.7778	20.5903	0.358983	-26.8416
17	20.5903	0.358983	-25.6194
6	20.8433	0.358983	-37.2895
7.22222	20.8433	0.358983	-36.0673
8.44444	20.8433	0.358983	-34.8451
9.66667	20.8433	0.358983	-33.6229
10.8889	20.8433	0.358983	-32.4006
12.1111	20.8433	0.358983	-31.1784
13.3333	20.8433	0.358983	-29.9562
14.5556	20.8433	0.358983	-28.734
15.7778	20.8433	0.358983	-27.5118
17	20.8433	0.358983	-26.2895
6	21.0962	0.358983	-37.9564
7.22222	21.0962	0.358983	-36.7342
8.44444	21.0962	0.358983	-35.512
9.66667	21.0962	0.358983	-34.2897
10.8889	21.0962	0.358983	-33.0675
12.1111	21.0962	0.358983	-31.8453
13.3333	21.0962	0.358983	-30.6231
14.5556	21.0962	0.358983	-29.4009
15.7778	21.0962	0.358983	-28.1786
17	21.0962	0.358983	-26.9564
6	21.3492	0.358983	-38.6197
7.22222	21.3492	0.358983	-37.3975
8.44444	21.3492	0.358983	-36.1753
9.66667	21.3492	0.358983	-34.953
10.8889	21.3492	0.358983	-33.7308
12.1111	21.3492	0.358983	-32.5086
13.3333	21.3492	0.358983	-31.2864
14.5556	21.3492	0.358983	-30.0642
15.7778	21.3492	0.358983	-28.8419
17	21.3492	0.358983	-27.6197
6	21.6022	0.358983	-39.2792
7.22222	21.6022	0.358983	-38.057
8.44444	21.6022	0.358983	-36.8347
9.66667	21.6022	0.358983	-35.6125
10.8889	21.6022	0.358983	-34.3903
12.1111	21.6022	0.358983	-33.1681
13.3333	21.6022	0.358983	-31.9459
14.5556	21.6022	0.358983	-30.7236
15.7778	21.6022	0.358983	-29.5014
17	21.6022	0.358983	-28.2792
6	21.8551	0.358983	-39.9346
7.22222	21.8551	0.358983	-38.7124
8.44444	21.8551	0.358983	-37.4901
9.66667	21.8551	0.358983	-36.2679
10.8889	21.8551	0.358983	-35.0457
12.1111	21.8551	0.358983	-33.8235
13.3333	21.8551	0.358983	-32.6012
14.5556	21.8551	0.358983	-31.379
15.7778	21.8551	0.358983	-30.1568
17	21.8551	0.358983	-28.9346
6	22.1081	0.358983	-40.5857
7.22222	22.1081	0.358983	-39.3635
8.44444	22.1081	0.358983	-38.1412
9.66667	22.1081	0.358983	-36.919
10.8889	22.1081	0.358983	-35.6968
12.1111	22.1081	0.358983	-34.4746
13.3333	22.1081	0.358983	-33.2524
14.5556	22.1081	0.358983	-32.0301
15.7778	22.1081	0.358983	-30.8079
17	22.1081	0.358983	-29.5857
6	22.361	0.358983	-41.2323
7.22222	22.361	0.358983	-40.0101
8.44444	22.361	0.358983	-38.7879
9.66667	22.361	0.358983	-37.5657
10.8889	22.361	0.358983	-36.3434
12.1111	22.361	0.358983	-35.1212
13.3333	22.361	0.358983	-33.899
14.5556	22.361	0.358983	-32.6768
15.7778	22.361	0.358983	-31.4546
17	22.361	0.358983	-30.2323
6	22.614	0.358983	-41.8743
7.22222	22.614	0.358983	-40.6521
8.44444	22.614	0.358983	-39.4299
9.66667	22.614	0.358983	-38.2077
10.8889	22.614	0.358983	-36.9854
12.1111	22.614	0.358983	-35.7632
13.3333	22.614	0.358983	-34.541
14.5556	22.614	0.358983	-33.3188
15.7778	22.614	0.358983	-32.0966
17	22.614	0.358983	-30.8743
6	22.8669	0.358983	-42.5116
7.22222	22.8669	0.358983	-41.2893
8.44444	22.8669	0.358983	-40.0671
9.66667	22.8669	0.358983	-38.8449
10.8889	22.8669	0.358983	-37.6227
12.1111	22.8669	0.358983	-36.4004
13.3333	22.8669	0.358983	-35.1782
14.5556	22.8669	0.358983	-33.956
15.7778	22.8669	0.358983	-32.7338
17	22.8669	0.358983	-31.5116
6	23.1199	0.358983	-43.1439
7.22222	23.1199	0.358983	-41.9216
8.44444	23.1199	0.358983	-40.6994
9.66667	23.1199	0.358983	-39.4772
10.8889	23.1199	0.358983	-38.255
12.1111	23.1199	0.358983	-37.0328
13.3333	23.1199	0.358983	-35.8105
14.5556	23.1199	0.358983	-34.5883
15.7778	23.1199	0.358983	-33.3661
17	23.1199	0.358983	-32.1439
6	23.3728	0.358983	-43.7712
7.22222	23.3728	0.358983	-42.5489
8.44444	23.3728	0.358983	-41.3267
9.66667	23.3728	0.358983	-40.1045
10.8889	23.3728	0.358983	-38.8823
12.1111	23.3728	0.358983	-37.66
13.3333	23.3728	0.358983	-36.4378
14.5556	23.3728	0.358983	-35.2156
15.7778	23.3728	0.358983	-33.9934
17	23.3728	0.358983	-32.7712
6	23.6258	0.358983	-44.3933
7.22222	23.6258	0.358983	-43.1711
8.44444	23.6258	0.358983	-41.9489
9.66667	23.6258	0.358983	-40.7267
10.8889	23.6258	0.358983	-39.5045
12.1111	23.6258	0.358983	-38.2822
13.3333	23.6258	0.358983	-37.06
14.5556	23.6258	0.358983	-35.8378
15.7778	23.6258	0.358983	-34.6156
17	23.6258	0.358983	-33.3933
6	23.8787	0.358983	-45.0103
7.22222	23.8787	0.358983	-43.7881
8.44444	23.8787	0.358983	-42.5659
9.66667	23.8787	0.358983	-41.3437
10.8889	23.8787	0.358983	-40.1214
12.1111	23.8787	0.358983	-38.8992
13.3333	23.8787	0.358983	-37.677
14.5556	23.8787	0.358983	-36.4548
15.7778	23.8787	0.358983	-35.2326
17	23.8787	0.358983	-34.0103
6	24.1317	0.358983	-45.6221
7.22222	24.1317	0.358983	-44.3998
8.44444	24.1317	0.358983	-43.1776
9.66667	24.1317	0.358983	-41.9554
10.8889	24.1317	0.358983	-40.7332
12.1111	24.1317	0.358983	-39.511
13.3333	24.1317	0.358983	-38.2887
14.5556	24.1317	0.358983	-37.0665
15.7778	24.1317	0.358983	-35.8443
17	24.1317	0.358983	-34.6221
6	24.3846	0.358983	-46.2285
7.22222	24.3846	0.358983	-45.0063
8.44444	24.3846	0.358983	-43.784
9.66667	24.3846	0.358983	-42.5618
10.8889	24.3846	0.358983	-41.3396
12.1111	24.3846	0.358983	-40.1174
13.3333	24.3846	0.358983	-38.8951
14.5556	24.3846	0.358983	-37.6729
15.7778	24.3846	0.358983	-36.4507
17	24.3846	0.358983	-35.2285
6	24.6376	0.358983	-46.8295
7.22222	24.6376	0.358983	-45.6073
8.44444	24.6376	0.358983	-44.3851
9.66667	24.6376	0.358983	-43.1629
10.8889	24.6376	0.358983	-41.9406
12.1111	24.6376	0.358983	-40.7184
13.3333	24.6376	0.358983	-39.4962
14.5556	24.6376	0.358983	-38.274
15.7778	24.6376	0.358983	-37.0518
17	24.6376	0.358983	-35.8295
6	24.8905	0.358983	-47.4252
7.22222	24.8905	0.358983	-46.203
8.44444	24.8905	0.358983	-44.9807
9.66667	24.8905	0.358983	-43.7585
10.8889	24.8905	0.358983	-42.5363
12.1111	24.8905	0.358983	-41.3141
13.3333	24.8905	0.358983	-40.0919
14.5556	24.8905	0.358983	-38.8696
15.7778	24.8905	0.358983	-37.6474
17	24.8905	0.358983	-36.4252
6	25.1435	0.358983	-48.0154
7.22222	25.1435	0.358983	-46.7932
8.44444	25.1435	0.358983	-45.571
9.66667	25.1435	0.358983	-44.3488
10.8889	25.1435	0.358983	-43.1265
12.1111	25.1435	0.358983	-41.9043
13.3333	25.1435	0.358983	-40.6821
14.5556	25.1435	0.358983	-39.4599
15.7778	25.1435	0.358983	-38.2377
17	25.1435	0.358983	-37.0154
6	25.3964	0.358983	-48.6002
7.22222	25.3964	0.358983	-47.378
8.44444	25.3964	0.358983	-46.1558
9.66667	25.3964	0.358983	-44.9336
10.8889	25.3964	0.358983	-43.7113
12.1111	25.3964	0.358983	-42.4891
13.3333	25.3964	0.358983	-41.2669
14.5556	25.3964	0.358983	-40.0447
15.7778	25.3964	0.358983	-38.8224
17	25.3964	0.358983	-37.6002
6	25.6494	0.358983	-49.1796
7.22222	25.6494	0.358983	-47.9573
8.44444	25.6494	0.358983	-46.7351
9.66667	25.6494	0.358983	-45.5129
10.8889	25.6494	0.358983	-44.2907
12.1111	25.6494	0.358983	-43.0685
13.3333	25.6494	0.358983	-41.8462
14.5556	25.6494	0.358983	-40.624
15.7778	25.6494	0.358983	-39.4018
17	25.6494	0.358983	-38.1796
6	25.9023	0.358983	-49.7534
7.22222	25.9023	0.358983	-48.5312
8.44444	25.9023	0.358983	-47.309
9.66667	25.9023	0.358983	-46.0868
10.8889	25.9023	0.358983	-44.8646
12.1111	25.9023	0.358983	-43.6423
13.3333	25.9023	0.358983	-42.4201
14.5556	25.9023	0.358983	-41.1979
15.7778	25.9023	0.358983	-39.9757
17	25.9023	0.358983	-38.7534
6	26.1553	0.358983	-50.3219
7.22222	26.1553	0.358983	-49.0996
8.44444	26.1553	0.358983	-47.8774
9.66667	26.1553	0.358983	-46.6552
10.8889	26.1553	0.358983	-45.433
12.1111	26.1553	0.358983	-44.2108
13.3333	26.1553	0.358983	-42.9885
14.5556	26.1553	0.358983	-41.7663
15.7778	26.1553	0.358983	-40.5441
17	26.1553	0.358983	-39.3219
6	26.4083	0.358983	-50.8848
7.22222	26.4083	0.358983	-49.6626
8.44444	26.4083	0.358983	-48.4404
9.66667	26.4083	0.358983	-47.2182
10.8889	26.4083	0.358983	-45.996
12.1111	26.4083	0.358983	-44.7737
13.3333	26.4083	0.358983	-43.5515
14.5556	26.4083	0.358983	-42.3293
15.7778	26.4083	0.358983	-41.1071
17	26.4083	0.358983	-39.8848
6	26.6612	0.358983	-51.4424
7.22222	26.6612	0.358983	-50.2202
8.44444	26.6612	0.358983	-48.9979
9.66667	26.6612	0.358983	-47.7757
10.8889	26.6612	0.358983	-46.5535
12.1111	26.6612	0.358983	-45.3313
13.3333	26.6612	0.358983	-44.1091
14.5556	26.6612	0.358983	-42.8868
15.7778	26.6612	0.358983	-41.6646
17	26.6612	0.358983	-40.4424
6	26.9142	0.358983	-51.9945
7.22222	26.9142	0.358983	-50.7723
8.44444	26.9142	0.358983	-49.5501
9.66667	26.9142	0.358983	-48.3278
10.8889	26.9142	0.358983	-47.1056
12.1111	26.9142	0.358983	-45.8834
13.3333	26.9142	0.358983	-44.6612
14.5556	26.9142	0.358983	-43.4389
15.7778	26.9142	0.358983	-42.2167
17	26.9142	0.358983	-40.9945
6	27.1671	0.358983	-52.5412
7.22222	27.1671	0.358983	-51.319
8.44444	27.1671	0.358983	-50.0968
9.66667	27.1671	0.358983	-48.8746
10.8889	27.1671	0.358983	-47.6523
12.1111	27.1671	0.358983	-46.4301
13.3333	27.1671	0.358983	-45.2079
14.5556	27.1671	0.358983	-43.9857
15.7778	27.1671	0.358983	-42.7634
17	27.1671	0.358983	-41.5412
6	27.4201	0.358983	-53.0826
7.22222	27.4201	0.358983	-51.8603
8.44444	27.4201	0.358983	-50.6381
9.66667	27.4201	0.358983	-49.4159
10.8889	27.4201	0.358983	-48.1937
12.1111	27.4201	0.358983	-46.9715
13.3333	27.4201	0.358983	-45.7492
14.5556	27.4201	0.358983	-44.527
15.7778	27.4201	0.358983	-43.3048
17	27.4201	0.358983	-42.0826
6	27.673	0.358983	-53.6186
7.22222	27.673	0.358983	-52.3963
8.44444	27.673	0.358983	-51.1741
9.66667	27.673	0.358983	-49.9519
10.8889	27.673	0.358983	-48.7297
12.1111	27.673	0.358983	-47.5074
13.3333	27.673	0.358983	-46.2852
14.5556	27.673	0.358983	-45.063
15.7778	27.673	0.358983	-43.8408
17	27.673	0.358983	-42.6186
6	27.926	0.358983	-54.1492
7.22222	27.926	0.358983	-52.927
8.44444	27.926	0.358983	-51.7048
9.66667	27.926	0.358983	-50.4826
10.8889	27.926	0.358983	-49.2603
12.1111	27.926	0.358983	-48.0381
13.3333	27.926	0.358983	-46.8159
14.5556	27.926	0.358983	-45.5937
15.7778	27.926	0.358983	-44.3715
17	27.926	0.358983	-43.1492
6	28.1789	0.358983	-54.6746
7.22222	28.1789	0.358983	-53.4524
8.44444	28.1789	0.358983	-52.2302
9.66667	28.1789	0.358983	-51.008
10.8889	28.1789	0.358983	-49.7857
12.1111	28.1789	0.358983	-48.5635
13.3333	28.1789	0.358983	-47.3413
14.5556	28.1789	0.358983	-46.1191
15.7778	28.1789	0.358983	-44.8968
17	28.1789	0.358983	-43.6746
6	28.4319	0.358983	-55.1948
7.22222	28.4319	0.358983	-53.9725
8.44444	28.4319	0.358983	-52.7503
9.66667	28.4319	0.358983	-51.5281
10.8889	28.4319	0.358983	-50.3059
12.1111	28.4319	0.358983	-49.0837
13.3333	28.4319	0.358983	-47.8614
14.5556	28.4319	0.358983	-46.6392
15.7778	28.4319	0.358983	-45.417
17	28.4319	0.358983	-44.1948
6	28.6848	0.358983	-55.7097
7.22222	28.6848	0.358983	-54.4875
8.44444	28.6848	0.358983	-53.2653
9.66667	28.6848	0.358983	-52.043
10.8889	28.6848	0.358983	-50.8208
12.1111	28.6848	0.358983	-49.5986
13.3333	28.6848	0.358983	-48.3764
14.5556	28.6848	0.358983	-47.1541
15.7778	28.6848	0.358983	-45.9319
17	28.6848	0.358983	-44.7097
6	28.9378	0.358983	-56.2195
7.22222	28.9378	0.358983	-54.9972
8.44444	28.9378	0.358983	-53.775
9.66667	28.9378	0.358983	-52.5528
10.8889	28.9378	0.358983	-51.3306
12.1111	28.9378	0.358983	-50.1083
13.3333	28.9378	0.358983	-48.8861
14.5556	28.9378	0.358983	-47.6639
15.7778	28.9378	0.358983	-46.4417
17	28.9378	0.358983	-45.2195
6	29.1907	0.358983	-56.7241
7.22222	29.1907	0.358983	-55.5019
8.44444	29.1907	0.358983	-54.2797
9.66667	29.1907	0.358983	-53.0574
10.8889	29.1907	0.358983	-51.8352
12.1111	29.1907	0.358983	-50.613
13.3333	29.1907	0.358983	-49.3908
14.5556	29.1907	0.358983	-48.1685
15.7778	29.1907	0.358983	-46.9463
17	29.1907	0.358983	-45.7241
6	4.14844	0.374591	0
7.22222	4.14844	0.374591	0
8.44444	4.14844	0.374591	0
9.66667	4.14844	0.374591	0
10.8889	4.14844	0.374591	0
12.1111	4.14844	0.374591	0
13.3333	4.14844	0.374591	0
14.5556	4.14844	0.374591	0
15.7778	4.14844	0.374591	0
17	4.14844	0.374591	0
6	4.40139	0.374591	0
7.22222	4.40139	0.374591	0
8.44444	4.40139	0.374591	0
9.66667	4.40139	0.374591	0
10.8889	4.40139	0.374591	0
12.1111	4.40139	0.374591	0
13.3333	4.40139	0.374591	0
14.5556	4.40139	0.374591	0
15.7778	4.40139	0.374591	0
17	4.40139	0.374591	0
6	4.65434	0.374591	0
7.22222	4.65434	0.374591	0
8.44444	4.65434	0.374591	0
9.66667	4.65434	0.374591	0
10.8889	4.65434	0.374591	0
12.1111	4.65434	0.374591	0
13.3333	4.65434	0.374591	0
14.5556	4.65434	0.374591	0
15.7778	4.65434	0.374591	0
17	4.65434	0.374591	0
6	4.90729	0.374591	0
7.22222	4.90729	0.374591	0
8.44444	4.90729	0.374591	0
9.66667	4.90729	0.374591	0
10.8889	4.90729	0.374591	0
12.1111	4.90729	0.374591	0
13.3333	4.90729	0.374591	0
14.5556	4.90729	0.374591	0
15.7778	4.90729	0.374591	0
17	4.90729	0.374591	0
6	5.16025	0.374591	0
7.22222	5.16025	0.374591	0
8.44444	5.16025	0.374591	0
9.66667	5.16025	0.374591	0
10.8889	5.16025	0.374591	0
12.1111	5.16025	0.374591	0
13.3333	5.16025	0.374591	0
14.5556	5.16025	0.374591	0
15.7778	5.16025	0.374591	0
17	5.16025	0.374591	0
6	5.4132	0.374591	0
7.22222	5.4132	0.374591	0
8.44444	5.4132	0.374591	0
9.66667	5.4132	0.374591	0
10.8889	5.4132	0.374591	0
12.1111	5.4132	0.374591	0
13.3333	5.4132	0.374591	0
14.5556	5.4132	0.374591	0
15.7778	5.4132	0.374591	0
17	5.4132	0.374591	0
6	5.66615	0.374591	0
7.22222	5.66615	0.374591	0
