r [2M]	Log(gamma)	Acc	Adv	Diff	EmaxHillas	Sy	IC/pp	pg/Bremss
92	4.17032	5.51751	6.25735	4.60934	20.3027	8.00527	0.033087	13.13
92	4.25113	5.5445	6.25735	4.58235	20.3027	7.92447	0.0580791	13.122
92	4.33194	5.57149	6.25735	4.55536	20.3027	7.84366	0.0863136	13.1141
92	4.41274	5.59848	6.25735	4.52837	20.3027	7.76285	0.117725	13.1063
92	4.49355	5.62547	6.25735	4.50138	20.3027	7.68204	0.15224	13.0987
92	4.57436	5.65246	6.25735	4.47439	20.3027	7.60123	0.189774	13.0912
92	4.65517	5.67945	6.25735	4.4474	20.3027	7.52043	0.230228	13.0839
92	4.73598	5.70644	6.25735	4.42041	20.3027	7.43962	0.273483	13.0766
92	4.81678	5.73343	6.25735	4.39342	20.3027	7.35881	0.319397	13.0695
92	4.89759	5.76042	6.25735	4.36643	20.3027	7.278	0.367806	13.0625
92	4.9784	5.78741	6.25735	4.33945	20.3027	7.19719	0.418519	13.0556
92	5.05921	5.8144	6.25735	4.31246	20.3027	7.11639	0.471321	13.0488
92	5.14002	5.84139	6.25735	4.28547	20.3027	7.03558	0.525975	13.0422
92	5.22082	5.86838	6.25735	4.25848	20.3027	6.95477	0.582224	13.0356
92	5.30163	5.89537	6.25735	4.23149	20.3027	6.87396	0.639795	13.0291
92	5.38244	5.92236	6.25735	4.2045	20.3027	6.79315	0.698402	13.0227
92	5.46325	5.94935	6.25735	4.17751	20.3027	6.71234	0.757756	13.0164
92	5.54406	5.97634	6.25735	4.15052	20.3027	6.63154	0.817571	13.0102
92	5.62486	6.00333	6.25735	4.12353	20.3027	6.55073	0.877572	13.0041
92	5.70567	6.03031	6.25735	4.09654	20.3027	6.46992	0.937511	12.9981
92	5.78648	6.0573	6.25735	4.06955	20.3027	6.38911	0.997175	12.9921
92	5.86729	6.08429	6.25735	4.04256	20.3027	6.3083	1.0564	12.9863
92	5.9481	6.11128	6.25735	4.01557	20.3027	6.2275	1.11509	12.9805
92	6.02891	6.13827	6.25735	3.98858	20.3027	6.14669	1.1732	12.9748
92	6.10971	6.16526	6.25735	3.96159	20.3027	6.06588	1.23077	12.9691
92	6.19052	6.19225	6.25735	3.9346	20.3027	5.98507	1.2879	12.9636
92	6.27133	6.21924	6.25735	3.90761	20.3027	5.90426	1.34474	12.9581
92	6.35214	6.24623	6.25735	3.88062	20.3027	5.82346	1.40148	12.9527
92	6.43295	6.27322	6.25735	3.85363	20.3027	5.74265	1.45833	12.9473
92	6.51375	6.30021	6.25735	3.82664	20.3027	5.66184	1.51551	12.942
92	6.59456	6.3272	6.25735	3.79965	20.3027	5.58103	1.57323	12.9368
92	6.67537	6.35419	6.25735	3.77266	20.3027	5.50022	1.63168	12.9316
92	6.75618	6.38118	6.25735	3.74567	20.3027	5.41942	1.691	12.9265
92	6.83699	6.40817	6.25735	3.71868	20.3027	5.33861	1.75132	12.9215
92	6.91779	6.43516	6.25735	3.69169	20.3027	5.2578	1.81273	12.9165
92	6.9986	6.46215	6.25735	3.6647	20.3027	5.17699	1.87527	12.9115
92	7.07941	6.48914	6.25735	3.63771	20.3027	5.09618	1.93898	12.9067
92	7.16022	6.51613	6.25735	3.61072	20.3027	5.01538	2.00388	12.9018
92	7.24103	6.54312	6.25735	3.58373	20.3027	4.93457	2.06995	12.8971
92	7.32183	6.57011	6.25735	3.55674	20.3027	4.85376	2.1372	12.8923
92	7.40264	6.5971	6.25735	3.52975	20.3027	4.77295	2.20559	12.8877
92	7.48345	6.62409	6.25735	3.50276	20.3027	4.69214	2.27509	12.8831
92	7.56426	6.65108	6.25735	3.47577	20.3027	4.61133	2.34567	12.8785
92	7.64507	6.67807	6.25735	3.44878	20.3027	4.53053	2.41728	12.874
92	7.72587	6.70506	6.25735	3.42179	20.3027	4.44972	2.48987	12.8695
92	7.80668	6.73205	6.25735	3.3948	20.3027	4.36891	2.5634	12.8651
92	7.88749	6.75904	6.25735	3.36781	20.3027	4.2881	2.63779	12.8607
92	7.9683	6.78603	6.25735	3.34082	20.3027	4.20729	2.713	12.8563
92	8.04911	6.81302	6.25735	3.31383	20.3027	4.12649	2.78896	12.852
92	8.12992	6.84001	6.25735	3.28684	20.3027	4.04568	2.86562	12.8478
92	8.21072	6.867	6.25735	3.25985	20.3027	3.96487	2.94293	12.8436
92	8.29153	6.89399	6.25735	3.23286	20.3027	3.88406	3.02082	12.8394
