gamma	 omPrim	 omMin	 omMax	 probtot
31.6228	2.98396	0.000681994	33.6067	0.570071
31.6228	8.09332	0.00161174	38.7161	1.01675
39.8107	2.19513e-12	3.46368e-16	1.39118e-08	18980.6
39.8107	5.95379e-12	9.39443e-16	3.77326e-08	2656.06
39.8107	1.61483e-11	2.54803e-15	1.02341e-07	371.521
39.8107	4.37986e-11	6.91094e-15	2.77577e-07	50.2187
39.8107	1.18794e-10	1.87444e-14	7.52864e-07	7.3315
39.8107	3.22201e-10	5.08398e-14	2.04197e-06	1.77487
39.8107	8.73897e-10	1.37891e-13	5.53838e-06	1.11334
39.8107	2.37025e-09	3.73999e-13	1.50216e-05	1.03605
39.8107	6.42875e-09	1.01439e-12	4.07427e-05	1.02764
39.8107	1.74365e-08	2.7513e-12	0.000110505	1.02689
39.8107	4.72926e-08	7.46226e-12	0.000299718	1.02685
39.8107	1.2827e-07	2.02397e-11	0.000812907	1.02685
39.8107	3.47905e-07	5.48956e-11	0.00220475	1.02685
39.8107	9.43612e-07	1.48892e-10	0.00597931	1.02684
39.8107	2.55933e-06	4.03835e-10	0.0162134	1.02684
39.8107	6.94161e-06	1.09531e-09	0.0439444	1.02682
39.8107	1.88275e-05	2.97078e-09	0.118964	1.02678
39.8107	5.10654e-05	8.05756e-09	0.321021	1.02669
39.8107	0.000138503	2.18542e-08	0.858836	1.02663
39.8107	0.000375659	5.92743e-08	2.2464	1.02772
39.8107	0.00101889	1.60765e-07	5.55596	1.03963
39.8107	0.0027635	4.36021e-07	12.1624	1.14022
39.8107	0.00749538	1.18247e-06	21.657	0.932886
39.8107	0.0203295	3.20614e-06	30.4095	0.87931
39.8107	0.0551392	8.68832e-06	35.7341	0.792354
39.8107	0.149552	2.35094e-05	38.2002	0.685669
39.8107	0.405627	6.33579e-05	39.1975	0.584745
39.8107	1.10017	0.000168926	39.9109	0.511122
39.8107	2.98396	0.000438002	41.7947	0.512165
39.8107	8.09332	0.00106126	46.904	0.648683
50.1187	2.19513e-12	2.18518e-16	2.20513e-08	13052.7
50.1187	5.95379e-12	5.9268e-16	5.98091e-08	1728.68
50.1187	1.61483e-11	1.60751e-15	1.62218e-07	233.275
50.1187	4.37986e-11	4.36e-15	4.39981e-07	32.4832
50.1187	1.18794e-10	1.18255e-14	1.19335e-06	5.06395
50.1187	3.22201e-10	3.2074e-14	3.23668e-06	1.52516
50.1187	8.73897e-10	8.69935e-14	8.77877e-06	1.0829
50.1187	2.37025e-09	2.3595e-13	2.38104e-05	1.03264
50.1187	6.42875e-09	6.39961e-13	6.45803e-05	1.02664
50.1187	1.74365e-08	1.73575e-12	0.000175159	1.02613
50.1187	4.72926e-08	4.70782e-12	0.000475076	1.0261
50.1187	1.2827e-07	1.27689e-11	0.00128851	1.02609
50.1187	3.47905e-07	3.46327e-11	0.00349465	1.02609
50.1187	9.43612e-07	9.39334e-11	0.00947731	1.02609
50.1187	2.55933e-06	2.54773e-10	0.0256967	1.02608
50.1187	6.94161e-06	6.91014e-10	0.0696354	1.02606
50.1187	1.88275e-05	1.87422e-09	0.188422	1.02601
50.1187	5.10654e-05	5.08338e-09	0.507782	1.0259
50.1187	0.000138503	1.37875e-08	1.35376	1.02589
50.1187	0.000375659	3.73953e-08	3.50943	1.02784
50.1187	0.00101889	1.01425e-07	8.49937	1.0472
50.1187	0.0027635	2.75082e-07	17.8646	1.21506
50.1187	0.00749538	7.46028e-07	30.0881	0.919907
50.1187	0.0203295	2.02291e-06	40.2394	0.857368
50.1187	0.0551392	5.48288e-06	45.9559	0.760574
50.1187	0.149552	1.48431e-05	48.496	0.651844
50.1187	0.405627	4.00546e-05	49.5049	0.554439
50.1187	1.10017	0.000107166	50.2189	0.483324
50.1187	2.98396	0.00028035	52.1027	0.468023
50.1187	8.09332	0.00069364	57.212	0.623014
63.0957	2.19513e-12	1.37865e-16	3.49515e-08	8574.04
63.0957	5.95379e-12	3.73928e-16	9.47979e-08	1148.41
63.0957	1.61483e-11	1.01419e-15	2.57118e-07	158.454
63.0957	4.37986e-11	2.75077e-15	6.97374e-07	22.0395
63.0957	1.18794e-10	7.46085e-15	1.89147e-06	3.72502
63.0957	3.22201e-10	2.02358e-14	5.13018e-06	1.35
63.0957	8.73897e-10	5.48851e-14	1.39144e-05	1.06294
63.0957	2.37025e-09	1.48863e-13	3.77397e-05	1.02916
63.0957	6.42875e-09	4.03758e-13	0.00010236	1.02564
63.0957	1.74365e-08	1.0951e-12	0.000277628	1.02525
63.0957	4.72926e-08	2.97022e-12	0.000752998	1.02522
63.0957	1.2827e-07	8.05604e-12	0.00204229	1.02522
63.0957	3.47905e-07	2.18502e-11	0.00553895	1.02522
63.0957	9.43612e-07	5.92636e-11	0.0150209	1.02521
63.0957	2.55933e-06	1.60739e-10	0.0407241	1.0252
63.0957	6.94161e-06	4.35968e-10	0.110333	1.02517
63.0957	1.88275e-05	1.18246e-09	0.29836	1.02511
63.0957	5.10654e-05	3.20716e-09	0.802733	1.02498
63.0957	0.000138503	8.69869e-09	2.13081	1.02508
63.0957	0.000375659	2.35931e-08	5.46339	1.02845
63.0957	0.00101889	6.39903e-08	12.9048	1.05985
63.0957	0.0027635	1.73554e-07	25.9225	1.35182
63.0957	0.00749538	4.70692e-07	41.2727	0.905087
63.0957	0.0203295	1.27638e-06	52.8003	0.83214
63.0957	0.0551392	3.45999e-06	58.8618	0.727328
63.0957	0.149552	9.37044e-06	61.4633	0.618631
63.0957	0.405627	2.53127e-05	62.4814	0.525557
63.0957	1.10017	6.79121e-05	63.1959	0.457578
63.0957	2.98396	0.000178945	65.0797	0.43285
63.0957	8.09332	0.000450511	70.1891	0.66328
79.4328	2.19513e-12	8.6983e-17	5.53969e-08	5552.65
79.4328	5.95379e-12	2.35922e-16	1.50252e-07	788.322
79.4328	1.61483e-11	6.39884e-16	4.07523e-07	105.871
79.4328	4.37986e-11	1.73554e-15	1.10531e-06	14.605
79.4328	1.18794e-10	4.70726e-15	2.99791e-06	2.72934
79.4328	3.22201e-10	1.27674e-14	8.13116e-06	1.22718
79.4328	8.73897e-10	3.46286e-14	2.20539e-05	1.04918
79.4328	2.37025e-09	9.39221e-14	5.98162e-05	1.02707
79.4328	6.42875e-09	2.54742e-13	0.000162238	1.02451
79.4328	1.74365e-08	6.90931e-13	0.000440031	1.02425
79.4328	4.72926e-08	1.87399e-12	0.00119347	1.02423
79.4328	1.2827e-07	5.08278e-12	0.00323694	1.02423
79.4328	3.47905e-07	1.37859e-11	0.00877885	1.02423
79.4328	9.43612e-07	3.73911e-11	0.0238061	1.02422
79.4328	2.55933e-06	1.01415e-10	0.0645356	1.02421
79.4328	6.94161e-06	2.75064e-10	0.174795	1.02417
79.4328	1.88275e-05	7.4605e-10	0.472312	1.02409
79.4328	5.10654e-05	2.02349e-09	1.26813	1.02395
79.4328	0.000138503	5.48825e-09	3.34798	1.02426
79.4328	0.000375659	1.48856e-08	8.46938	1.02998
79.4328	0.00101889	4.03734e-08	19.4248	1.08093
79.4328	0.0027635	1.09501e-07	37.1352	1.63326
79.4328	0.00749538	2.9698e-07	55.9397	0.887899
79.4328	0.0203295	8.0536e-07	68.7809	0.803878
79.4328	0.0551392	2.1834e-06	75.1405	0.693324
79.4328	0.149552	5.91495e-06	77.7925	0.58645
79.4328	0.405627	1.59915e-05	78.8181	0.498239
79.4328	1.10017	4.29992e-05	79.533	0.433766
79.4328	2.98396	0.00011396	81.4168	0.403761
79.4328	8.09332	0.000291046	86.5261	0.479153
100	2.19513e-12	5.4881e-17	8.78008e-08	3808.77
100	5.95379e-12	1.48852e-16	2.3814e-07	516.464
100	1.61483e-11	4.03728e-16	6.459e-07	70.3415
100	4.37986e-11	1.09502e-15	1.75186e-06	10.3419
100	1.18794e-10	2.96999e-15	4.75151e-06	2.16048
100	3.22201e-10	8.05543e-15	1.28874e-05	1.15786
100	8.73897e-10	2.18485e-14	3.49541e-05	1.03815
100	2.37025e-09	5.92591e-14	9.4805e-05	1.02476
100	6.42875e-09	1.60727e-13	0.000257137	1.02327
100	1.74365e-08	4.35935e-13	0.000697422	1.02315
100	4.72926e-08	1.18237e-12	0.00189157	1.02314
100	1.2827e-07	3.20692e-12	0.0051303	1.02313
100	3.47905e-07	8.69805e-12	0.0139136	1.02313
100	9.43612e-07	2.35915e-11	0.0377284	1.02312
100	2.55933e-06	6.39865e-11	0.102264	1.02311
100	6.94161e-06	1.73549e-10	0.276882	1.02306
100	1.88275e-05	4.70712e-10	0.747435	1.02295
100	5.10654e-05	1.2767e-09	2.00163	1.02282
100	0.000138503	3.46275e-09	5.24906	1.02352
100	0.000375659	9.3919e-09	13.0628	1.03305
100	0.00101889	2.54732e-08	28.9536	1.11629
100	0.0027635	6.90892e-08	52.5012	0.927159
100	0.00749538	1.8738e-07	74.9861	0.867877
100	0.0203295	5.0816e-07	89.0468	0.773074
100	0.0551392	1.37779e-06	95.6602	0.659227
100	0.149552	3.73341e-06	98.3533	0.555604
100	0.405627	1.01002e-05	99.3849	0.472546
100	1.10017	2.72063e-05	100.1	0.411755
100	2.98396	7.24411e-05	101.984	0.379106
100	8.09332	0.000187193	107.093	0.407068
125.893	2.19513e-12	3.46269e-17	1.39157e-07	2499.08
125.893	5.95379e-12	9.39176e-17	3.77433e-07	335.597
125.893	1.61483e-11	2.5473e-16	1.0237e-06	47.1072
125.893	4.37986e-11	6.90898e-16	2.77656e-06	7.16994
125.893	1.18794e-10	1.8739e-15	7.53078e-06	1.73888
125.893	3.22201e-10	5.08254e-15	2.04255e-05	1.11022
125.893	8.73897e-10	1.37852e-14	5.53996e-05	1.03159
125.893	2.37025e-09	3.73893e-14	0.000150259	1.02307
125.893	6.42875e-09	1.0141e-13	0.000407541	1.02203
125.893	1.74365e-08	2.75051e-13	0.00110536	1.02193
125.893	4.72926e-08	7.46014e-13	0.00299798	1.02194
125.893	1.2827e-07	2.02339e-12	0.00813102	1.02193
125.893	3.47905e-07	5.488e-12	0.0220511	1.02194
125.893	9.43612e-07	1.48849e-11	0.0597907	1.02193
125.893	2.55933e-06	4.0372e-11	0.162037	1.02191
125.893	6.94161e-06	1.095e-10	0.438522	1.02185
125.893	1.88275e-05	2.96994e-10	1.18234	1.02172
125.893	5.10654e-05	8.05527e-10	3.15607	1.0216
125.893	0.000138503	2.18481e-09	8.20779	1.02298
125.893	0.000375659	5.92578e-09	20.0261	1.03871
125.893	0.00101889	1.60723e-08	42.6887	1.17686
125.893	0.0027635	4.35918e-08	73.2518	0.913074
125.893	0.00749538	1.18228e-07	99.5227	0.844728
125.893	0.0203295	3.20635e-07	114.688	0.740379
125.893	0.0551392	8.69408e-07	121.514	0.625609
125.893	0.149552	2.35631e-06	124.241	0.526294
125.893	0.405627	6.37798e-06	125.277	0.448483
125.893	1.10017	1.72042e-05	125.993	0.391403
125.893	2.98396	4.59805e-05	127.877	0.357694
125.893	8.09332	0.000119956	132.986	0.364023
158.489	2.19513e-12	2.18479e-17	2.20552e-07	1606.82
158.489	5.95379e-12	5.92573e-17	5.98198e-07	221.973
158.489	1.61483e-11	1.60722e-16	1.62248e-06	31.0358
158.489	4.37986e-11	4.35922e-16	4.4006e-06	4.85145
158.489	1.18794e-10	1.18234e-15	1.19356e-05	1.49291
158.489	3.22201e-10	3.20683e-15	3.23726e-05	1.07945
158.489	8.73897e-10	8.69779e-15	8.78034e-05	1.02764
158.489	2.37025e-09	2.35908e-14	0.000238146	1.02125
158.489	6.42875e-09	6.39846e-14	0.000645917	1.02071
158.489	1.74365e-08	1.73544e-13	0.00175189	1.02066
158.489	4.72926e-08	4.70698e-13	0.00475151	1.02064
158.489	1.2827e-07	1.27666e-12	0.0128867	1.02064
158.489	3.47905e-07	3.46265e-12	0.0349475	1.02066
158.489	9.43612e-07	9.39165e-12	0.0947513	1.02065
158.489	2.55933e-06	2.54727e-11	0.256729	1.02062
158.489	6.94161e-06	6.9089e-11	0.694392	1.02054
158.489	1.88275e-05	1.87388e-10	1.86936	1.02039
158.489	5.10654e-05	5.08248e-10	4.96983	1.02034
158.489	0.000138503	1.37851e-09	12.7927	1.02286
158.489	0.000375659	3.73888e-09	30.484	1.04863
158.489	0.00101889	1.01408e-08	62.1968	1.28549
158.489	0.0027635	2.75043e-08	100.896	0.897197
158.489	0.00749538	7.4597e-08	130.933	0.818419
158.489	0.0203295	2.02311e-07	147.076	0.706518
158.489	0.0551392	5.48602e-07	154.08	0.592928
158.489	0.149552	1.48707e-06	156.834	0.498634
158.489	0.405627	4.02685e-06	157.874	0.42601
158.489	1.10017	1.08744e-05	158.589	0.372565
158.489	2.98396	2.91502e-05	160.473	0.338851
158.489	8.09332	7.66382e-05	165.583	0.333736
199.526	2.19513e-12	1.3785e-17	3.49554e-07	1060.85
199.526	5.95379e-12	3.73886e-17	9.48087e-07	150.853
199.526	1.61483e-11	1.01408e-16	2.57147e-06	20.5832
199.526	4.37986e-11	2.75046e-16	6.97453e-06	3.5217
199.526	1.18794e-10	7.46e-16	1.89168e-05	1.33616
199.526	3.22201e-10	2.02336e-15	5.13075e-05	1.05681
199.526	8.73897e-10	5.48789e-15	0.00013916	1.02376
199.526	2.37025e-09	1.48847e-14	0.000377439	1.01979
199.526	6.42875e-09	4.03713e-14	0.00102372	1.01931
199.526	1.74365e-08	1.09498e-13	0.00277657	1.01929
199.526	4.72926e-08	2.96988e-13	0.00753064	1.01927
199.526	1.2827e-07	8.05512e-13	0.0204238	1.01929
199.526	3.47905e-07	2.18477e-12	0.0553852	1.0193
199.526	9.43612e-07	5.92569e-12	0.150149	1.01928
199.526	2.55933e-06	1.60721e-11	0.40672	1.01924
199.526	6.94161e-06	4.35919e-11	1.0993	1.01915
199.526	1.88275e-05	1.18233e-10	2.95373	1.01897
199.526	5.10654e-05	3.2068e-10	7.81327	1.01908
199.526	0.000138503	8.69772e-10	19.8601	1.02351
199.526	0.000375659	2.35906e-09	46.0222	1.06558
199.526	0.00101889	6.39838e-09	89.4832	1.49897
199.526	0.0027635	1.7354e-08	137.281	0.879037
199.526	0.00749538	4.70677e-08	170.948	0.789209
199.526	0.0203295	1.27652e-07	187.942	0.672209
199.526	0.0551392	3.46167e-07	195.092	0.56153
199.526	0.149552	9.38455e-07	197.867	0.472666
199.526	0.405627	2.54209e-06	198.911	0.405061
199.526	1.10017	6.87096e-06	199.626	0.355114
199.526	2.98396	1.84626e-05	201.51	0.322054
199.526	8.09332	4.88432e-05	206.62	0.310499
251.189	2.19513e-12	8.69768e-18	5.54009e-07	732.556
251.189	5.95379e-12	2.35905e-17	1.50262e-06	97.4581
251.189	1.61483e-11	6.39838e-17	4.07552e-06	13.9949
251.189	4.37986e-11	1.73542e-16	1.10539e-05	2.68255
251.189	1.18794e-10	4.70692e-16	2.99813e-05	1.20484
251.189	3.22201e-10	1.27665e-15	8.13173e-05	1.04265
251.189	8.73897e-10	3.46261e-15	0.000220555	1.02032
251.189	2.37025e-09	9.39154e-15	0.000598204	1.0181
251.189	6.42875e-09	2.54724e-14	0.00162248	1.01787
251.189	1.74365e-08	6.90882e-14	0.00440057	1.01785
251.189	4.72926e-08	1.87386e-13	0.0119352	1.01786
251.189	1.2827e-07	5.08242e-13	0.0323689	1.01786
251.189	3.47905e-07	1.37849e-12	0.0877738	1.01786
251.189	9.43612e-07	3.73884e-12	0.237924	1.01784
251.189	2.55933e-06	1.01408e-11	0.64427	1.01779
251.189	6.94161e-06	2.75045e-11	1.7398	1.01767
251.189	1.88275e-05	7.45997e-11	4.66349	1.01749
251.189	5.10654e-05	2.02335e-10	12.259	1.01788
251.189	0.000138503	5.48786e-10	30.6854	1.02547
251.189	0.000375659	1.48846e-09	68.8298	1.09432
251.189	0.00101889	4.03709e-09	127.066	0.921496
251.189	0.0027635	1.09496e-08	184.677	0.858136
251.189	0.00749538	2.96978e-08	221.743	0.757606
251.189	0.0203295	8.05444e-08	239.464	0.638094
251.189	0.0551392	2.18428e-07	246.734	0.531644
251.189	0.149552	5.92214e-07	249.527	0.448375
251.189	0.405627	1.60461e-06	250.573	0.385553
251.189	1.10017	4.34016e-06	251.289	0.338927
251.189	2.98396	1.16844e-05	253.173	0.306897
251.189	8.09332	3.10669e-05	258.282	0.291652
316.228	2.19513e-12	5.48785e-18	8.78047e-07	481.572
316.228	5.95379e-12	1.48845e-17	2.3815e-06	65.7737
316.228	1.61483e-11	4.0371e-17	6.45929e-06	9.36116
316.228	4.37986e-11	1.09497e-16	1.75193e-05	2.03014
316.228	1.18794e-10	2.96986e-16	4.75172e-05	1.14417
316.228	3.22201e-10	8.05506e-16	0.00012888	1.0319
316.228	8.73897e-10	2.18475e-15	0.000349557	1.01822
316.228	2.37025e-09	5.92565e-15	0.000948091	1.01654
316.228	6.42875e-09	1.6072e-14	0.00257147	1.01636
316.228	1.74365e-08	4.35916e-14	0.00697442	1.01636
316.228	4.72926e-08	1.18232e-13	0.0189158	1.01636
316.228	1.2827e-07	3.20678e-13	0.0512996	1.01635
316.228	3.47905e-07	8.69766e-13	0.1391	1.01635
316.228	9.43612e-07	2.35904e-12	0.376993	1.01632
316.228	2.55933e-06	6.39836e-12	1.02042	1.01626
316.228	6.94161e-06	1.73541e-11	2.75246	1.01611
316.228	1.88275e-05	4.70691e-11	7.3558	1.01594
316.228	5.10654e-05	1.27664e-10	19.1867	1.01686
316.228	0.000138503	3.4626e-10	47.142	1.0296
316.228	0.000375659	9.3915e-10	101.861	1.14352
316.228	0.00101889	2.54723e-09	178.064	0.906665
316.228	0.0027635	6.90873e-09	245.885	0.834198
316.228	0.00749538	1.87381e-08	286.055	0.724285
316.228	0.0203295	5.08207e-08	304.39	0.604713
316.228	0.0551392	1.37825e-07	311.757	0.503408
316.228	0.149552	3.73706e-07	314.564	0.425713
316.228	0.405627	1.01277e-06	315.612	0.367392
316.228	1.10017	2.74091e-06	316.328	0.323886
316.228	2.98396	7.39021e-06	318.212	0.293115
316.228	8.09332	1.97285e-05	323.321	0.275828
398.107	2.19513e-12	3.46259e-18	1.39161e-06	317.317
398.107	5.95379e-12	9.3915e-18	3.77444e-06	42.311
398.107	1.61483e-11	2.54723e-17	1.02373e-05	6.51579
398.107	4.37986e-11	6.90878e-17	2.77663e-05	1.67808
398.107	1.18794e-10	1.87385e-16	7.53099e-05	1.0975
398.107	3.22201e-10	5.08239e-16	0.000204261	1.02413
398.107	8.73897e-10	1.37848e-15	0.000554011	1.01591
398.107	2.37025e-09	3.73882e-15	0.00150262	1.0149
398.107	6.42875e-09	1.01407e-14	0.0040755	1.01481
398.107	1.74365e-08	2.75044e-14	0.0110537	1.01474
398.107	4.72926e-08	7.45993e-14	0.0299792	1.01479
398.107	1.2827e-07	2.02334e-13	0.0813012	1.01479
398.107	3.47905e-07	5.48784e-13	0.220434	1.01479
398.107	9.43612e-07	1.48845e-12	0.59731	1.01475
398.107	2.55933e-06	4.03709e-12	1.61592	1.01467
398.107	6.94161e-06	1.09497e-11	4.35256	1.0145
398.107	1.88275e-05	2.96985e-11	11.5884	1.01435
398.107	5.10654e-05	8.05505e-11	29.9386	1.0162
398.107	0.000138503	2.18475e-10	71.9384	1.03729
398.107	0.000375659	5.92563e-10	149.011	1.23053
398.107	0.00101889	1.60719e-09	246.303	0.890078
398.107	0.0027635	4.35912e-09	324.392	0.807175
398.107	0.00749538	1.1823e-08	367.331	0.689983
398.107	0.0203295	3.20661e-08	386.178	0.572465
398.107	0.0551392	8.69644e-08	393.624	0.476868
398.107	0.149552	2.35815e-07	396.442	0.404543
398.107	0.405627	6.39184e-07	397.491	0.350436
398.107	1.10017	1.73063e-06	398.207	0.30959
398.107	2.98396	4.67188e-06	400.091	0.279773
398.107	8.09332	1.2512e-05	405.2	0.260614
501.187	2.19513e-12	2.18475e-18	2.20556e-06	203.813
501.187	5.95379e-12	5.92563e-18	5.98209e-06	27.8634
501.187	1.61483e-11	1.60719e-17	1.6225e-05	4.60447
501.187	4.37986e-11	4.35914e-17	4.40067e-05	1.45671
501.187	1.18794e-10	1.18232e-16	0.000119358	1.06695
501.187	3.22201e-10	3.20677e-16	0.000323732	1.01996
501.187	8.73897e-10	8.69763e-16	0.000878049	1.0139
501.187	2.37025e-09	2.35903e-15	0.0023815	1.01324
501.187	6.42875e-09	6.39835e-15	0.00645922	1.01317
501.187	1.74365e-08	1.73541e-14	0.0175188	1.01316
501.187	4.72926e-08	4.70689e-14	0.0475129	1.01317
501.187	1.2827e-07	1.27664e-13	0.128847	1.01318
501.187	3.47905e-07	3.46259e-13	0.349314	1.01316
501.187	9.43612e-07	9.39149e-13	0.946306	1.01312
501.187	2.55933e-06	2.54723e-12	2.55837	1.01302
501.187	6.94161e-06	6.90877e-12	6.87887	1.01281
501.187	1.88275e-05	1.87385e-11	18.229	1.01278
501.187	5.10654e-05	5.08239e-11	46.5433	1.01618
501.187	0.000138503	1.37848e-10	108.919	1.05087
501.187	0.000375659	3.73882e-10	215.301	1.39565
501.187	0.00101889	1.01407e-09	336.464	0.87127
501.187	0.0027635	2.75042e-09	424.554	0.777331
501.187	0.00749538	7.45981e-09	469.914	0.655436
501.187	0.0203295	2.02325e-08	489.184	0.541656
501.187	0.0551392	5.48723e-08	496.693	0.452006
501.187	0.149552	1.48801e-07	499.521	0.384824
501.187	0.405627	4.03382e-07	500.571	0.334481
501.187	1.10017	1.09257e-06	501.287	0.296245
501.187	2.98396	2.95227e-06	503.171	0.267369
501.187	8.09332	7.92703e-06	508.281	0.246766
630.957	2.19513e-12	1.37848e-18	3.49558e-06	132.637
630.957	5.95379e-12	3.73882e-18	9.48097e-06	18.9134
630.957	1.61483e-11	1.01407e-17	2.5715e-05	3.24943
630.957	4.37986e-11	2.75043e-17	6.9746e-05	1.28809
630.957	1.18794e-10	7.45992e-17	0.00018917	1.04534
630.957	3.22201e-10	2.02333e-16	0.000513081	1.01566
630.957	8.73897e-10	5.48783e-16	0.00139161	1.01195
630.957	2.37025e-09	1.48845e-15	0.00377442	1.01152
630.957	6.42875e-09	4.03708e-15	0.0102372	1.01149
630.957	1.74365e-08	1.09497e-14	0.0277652	1.0115
630.957	4.72926e-08	2.96985e-14	0.0753011	1.0115
630.957	1.2827e-07	8.05503e-14	0.204195	1.0115
630.957	3.47905e-07	2.18474e-13	0.553527	1.01149
630.957	9.43612e-07	5.92562e-13	1.49906	1.01143
630.957	2.55933e-06	1.60719e-12	4.04939	1.0113
630.957	6.94161e-06	4.35914e-12	10.8637	1.01109
630.957	1.88275e-05	1.18232e-11	28.6215	1.01126
630.957	5.10654e-05	3.20677e-11	72.0341	1.01726
630.957	0.000138503	8.69762e-11	163.429	1.07421
630.957	0.000375659	2.35903e-10	307.073	1.75943
630.957	0.00101889	6.39833e-10	454.293	0.849801
630.957	0.0027635	1.7354e-09	551.836	0.745176
630.957	0.00749538	4.70683e-09	599.278	0.621278
630.957	0.0203295	1.2766e-08	618.895	0.512486
630.957	0.0551392	3.46228e-08	626.455	0.428816
630.957	0.149552	9.38925e-08	629.29	0.366485
630.957	0.405627	2.54559e-07	630.341	0.319682
630.957	1.10017	6.89674e-07	631.058	0.283743
630.957	2.98396	1.86503e-06	632.941	0.255697
630.957	8.09332	5.01802e-06	638.051	0.233817
794.328	2.19513e-12	8.69762e-19	5.54013e-06	90.6951
794.328	5.95379e-12	2.35903e-18	1.50263e-05	12.3835
794.328	1.61483e-11	6.39834e-18	4.07555e-05	2.4863
794.328	4.37986e-11	1.7354e-17	0.00011054	1.18919
794.328	1.18794e-10	4.70689e-17	0.000299815	1.03189
794.328	3.22201e-10	1.27664e-16	0.000813179	1.01242
794.328	8.73897e-10	3.46259e-16	0.00220556	1.01001
794.328	2.37025e-09	9.39148e-16	0.00598205	1.00981
794.328	6.42875e-09	2.54722e-15	0.0162247	1.00976
794.328	1.74365e-08	6.90877e-15	0.0440044	1.00976
794.328	4.72926e-08	1.87385e-14	0.119341	1.00979
794.328	1.2827e-07	5.08238e-14	0.323601	1.00977
794.328	3.47905e-07	1.37848e-13	0.877082	1.00977
794.328	9.43612e-07	3.73881e-13	2.3744	1.0097
794.328	2.55933e-06	1.01407e-12	6.40721	1.00954
794.328	6.94161e-06	2.75043e-12	17.1414	1.00931
794.328	1.88275e-05	7.45991e-12	44.8354	1.00989
794.328	5.10654e-05	2.02333e-11	110.889	1.02016
794.328	0.000138503	5.48783e-11	242.737	1.11426
794.328	0.000375659	1.48845e-10	432.214	0.900676
794.328	0.00101889	4.03707e-10	606.868	0.825363
794.328	0.0027635	1.09496e-09	713.113	0.711409
794.328	0.00749538	2.96982e-09	762.318	0.58803
794.328	0.0203295	8.05482e-09	782.218	0.485021
794.328	0.0551392	2.18459e-08	789.82	0.40724
794.328	0.149552	5.9245e-08	792.66	0.34949
794.328	0.405627	1.60637e-07	793.712	0.305886
794.328	1.10017	4.35311e-07	794.428	0.271962
794.328	2.98396	1.17789e-06	796.312	0.245601
794.328	8.09332	3.17442e-06	801.422	0.223687
1000	2.19513e-12	5.48783e-19	8.78051e-06	57.494
1000	5.95379e-12	1.48845e-18	2.38151e-05	8.17906
1000	1.61483e-11	4.03708e-18	6.45932e-05	1.94843
1000	4.37986e-11	1.09497e-17	0.000175194	1.12522
1000	1.18794e-10	2.96984e-17	0.000475174	1.02175
1000	3.22201e-10	8.05503e-17	0.0012888	1.00971
1000	8.73897e-10	2.18474e-16	0.00349557	1.00817
1000	2.37025e-09	5.92562e-16	0.00948089	1.00804
1000	6.42875e-09	1.60719e-15	0.0257143	1.00803
1000	1.74365e-08	4.35914e-15	0.0697412	1.00803
1000	4.72926e-08	1.18232e-14	0.189135	1.00804
1000	1.2827e-07	3.20676e-14	0.512819	1.00803
1000	3.47905e-07	8.69762e-14	1.38968	1.008
1000	9.43612e-07	2.35903e-13	3.76025	1.00791
1000	2.55933e-06	6.39834e-13	10.1336	1.00773
1000	6.94161e-06	1.7354e-12	27.0163	1.00751
1000	1.88275e-05	4.70689e-12	70.0357	1.00882
1000	5.10654e-05	1.27664e-11	169.616	1.02606
1000	0.000138503	3.46258e-11	356.505	1.18442
1000	0.000375659	9.39147e-11	600.421	0.883632
1000	0.00101889	2.54722e-10	802.977	0.797905
1000	0.0027635	6.90875e-10	917.04	0.676779
1000	0.00749538	1.87383e-09	967.722	0.556087
1000	0.0203295	5.08228e-09	987.852	0.459301
1000	0.0551392	1.3784e-08	995.486	0.38715
1000	0.149552	3.73825e-08	998.331	0.333592
1000	0.405627	1.01366e-07	999.384	0.292922
1000	1.10017	2.74741e-07	1000.1	0.261301
1000	2.98396	7.43772e-07	1001.98	0.235289
1000	8.09332	2.00709e-06	1007.09	0.21237
