-0.000542529	0
0.100468	2.15253e+31
0.201478	8.38579e+31
0.302488	2.50367e+32
0.403498	3.47696e+32
0.504508	4.8349e+32
0.605518	6.73249e+32
0.706528	9.38864e+32
0.807538	1.31131e+33
0.908548	1.83454e+33
1.00956	2.57104e+33
1.11057	3.60986e+33
1.21158	5.07832e+33
1.31259	7.15881e+33
1.4136	1.01135e+34
1.51461	1.43202e+34
1.61562	2.03251e+34
1.71663	2.89204e+34
1.81764	4.12586e+34
1.91865	5.90222e+34
2.01966	8.46762e+34
2.12067	1.21846e+35
2.22168	1.7588e+35
2.32269	2.54711e+35
2.4237	3.70143e+35
2.52471	5.39827e+35
2.62572	7.90296e+35
2.72673	1.16165e+36
2.82774	1.71485e+36
2.92875	2.54326e+36
3.02976	3.79099e+36
3.13077	5.68247e+36
3.23178	8.57101e+36
3.33279	1.30195e+37
3.4338	1.99369e+37
3.53481	3.08137e+37
3.63582	4.81331e+37
3.73683	7.61016e+37
3.83784	1.21961e+38
3.93885	1.9837e+38
4.03986	3.2773e+38
4.14087	5.5009e+38
4.24188	9.37484e+38
4.34289	1.61979e+39
4.4439	2.83084e+39
4.54491	4.98922e+39
4.64592	8.8374e+39
4.74693	1.56751e+40
4.84794	2.77399e+40
4.94895	4.88064e+40
5.04996	8.50908e+40
5.15097	1.46548e+41
5.25198	2.48612e+41
5.35299	4.14339e+41
5.454	6.76705e+41
5.55501	1.08051e+42
5.65602	1.68296e+42
5.75703	2.55142e+42
5.85804	3.75701e+42
5.95905	5.36227e+42
6.06006	7.40305e+42
6.16107	9.86608e+42
6.26208	1.26669e+43
6.36309	1.56353e+43
6.4641	1.85174e+43
6.56511	2.09998e+43
6.66612	2.27583e+43
6.76713	2.35226e+43
6.86814	2.31409e+43
6.96915	2.16251e+43
7.07016	1.91584e+43
7.17117	1.60588e+43
7.27218	1.27102e+43
7.37319	9.47977e+42
7.4742	6.64888e+42
7.57522	4.37592e+42
7.67623	2.69633e+42
7.77724	1.55162e+42
7.87825	8.31583e+41
7.97926	4.13762e+41
8.08027	1.90399e+41
8.18128	8.06487e+40
8.28229	3.12559e+40
8.3833	1.09963e+40
8.48431	3.47493e+39
8.58532	9.72166e+38
8.68633	2.35962e+38
8.78734	4.82783e+37
8.88835	7.98832e+36
8.98936	1.0053e+36
9.09037	8.77901e+34
9.19138	4.63273e+33
9.29239	1.19255e+32
9.3934	1.07994e+30
9.49441	2.10084e+27
9.59542	4.36268e+23
9.69643	3.91245e+18
9.79744	4.85221e+11
9.89845	215.312
9.99946	5.89852e-11
