0.102538	0.0470109	0.0270341	0.0202625	0.0164396	0.0139308	0.01219	0.0109737	0.0100309	0.00926585	0.00866274	0.00816051	0.00776692	0.00738829	0.00708824	0.00674035	0.00649042	0.00624629	0.00603759	0.00584005	0.00568456	0.00549422	0.00534249	0.00518529	0.00505666	0.0049012	0.00476685	0.00461127	0.00447551	0.00437184	0.00424104	0.0041098	0.00398878	0.00387001	0.00374596	0.00362893	0.00351916	0.0034113	0.00330628	0.00321161	0.0031132	0.00301984	0.00291372	0.00275652	0.00252864	0.00222199	0.00180502	0.00129669	0.000622386	0	
0.0360112	0.0933885	0.0438463	0.0276508	0.0205501	0.0166933	0.0141261	0.0124343	0.0111869	0.0102559	0.00950682	0.00888846	0.00840804	0.00798817	0.00763344	0.00726216	0.0069493	0.00670687	0.00647676	0.00628589	0.00609686	0.00591189	0.00575275	0.0055952	0.0054353	0.00528098	0.00514968	0.00499358	0.00485189	0.00473192	0.00459053	0.00446855	0.00433123	0.00420775	0.00407291	0.00395924	0.00382835	0.00372088	0.00361171	0.00350867	0.00341072	0.00331275	0.00318743	0.00302526	0.00277788	0.00241136	0.0019225	0.00140075	0.000682894	0	
0.0156046	0.0378107	0.0837431	0.0446596	0.0289427	0.0219672	0.0180508	0.0153436	0.0136387	0.0122544	0.01125	0.0104663	0.00978451	0.00932405	0.00881625	0.00837975	0.00803395	0.0077029	0.00745232	0.00719115	0.00697074	0.00676771	0.00657018	0.00638209	0.00620475	0.0060295	0.00586274	0.00568686	0.00552186	0.0053681	0.00522309	0.00506425	0.00491677	0.00477086	0.00462321	0.00447844	0.00434681	0.00421667	0.00408924	0.00396497	0.00385174	0.0037351	0.00360731	0.00342898	0.00317869	0.00280352	0.00226886	0.00162588	0.000826297	0	
0.00960104	0.0171666	0.035426	0.0829001	0.0444405	0.0292958	0.0222993	0.0183386	0.0158138	0.0139153	0.0126402	0.0116133	0.0108193	0.0101627	0.00966759	0.00907484	0.00870484	0.00833241	0.00805211	0.0077437	0.0075282	0.00728353	0.00706953	0.00685655	0.00666535	0.00645688	0.00628802	0.00610804	0.00592999	0.00578365	0.00560096	0.00543612	0.00528066	0.00512083	0.00496346	0.00481318	0.00465156	0.00451052	0.00438159	0.00424375	0.00412509	0.00399386	0.00385375	0.00366618	0.00340885	0.00303859	0.00248196	0.0017653	0.000881589	0	
0.00464288	0.0105587	0.0195292	0.0410369	0.0783438	0.0433142	0.0294996	0.023171	0.0192375	0.0166778	0.0149262	0.0135259	0.0124785	0.0117111	0.0109632	0.010343	0.00983171	0.00938068	0.009044	0.00868044	0.00842082	0.0081343	0.00787799	0.00765421	0.00742242	0.00720147	0.00700484	0.00677368	0.00659857	0.00641553	0.00623187	0.00602997	0.00585615	0.00566871	0.00549164	0.00532149	0.00514391	0.0049875	0.0048317	0.00468332	0.00454828	0.00441444	0.0042638	0.00407285	0.00380056	0.00340868	0.00281223	0.00203107	0.00101239	0	
0.00386117	0.0065874	0.0116141	0.02128	0.040036	0.0772148	0.0403396	0.0281559	0.0222728	0.0187904	0.0164307	0.01468	0.013547	0.0124928	0.0117408	0.0109593	0.0104682	0.00995766	0.00955806	0.00921423	0.00887911	0.00859658	0.00831591	0.00805992	0.00782178	0.00758927	0.00736118	0.00713805	0.006912	0.00672552	0.00652867	0.00632762	0.00614381	0.00594071	0.00575886	0.00557041	0.00539591	0.00521873	0.00505514	0.0049023	0.00475072	0.00461254	0.00444858	0.00424725	0.00395927	0.00356004	0.00298589	0.00224095	0.00111525	0	
0.0025081	0.00479861	0.00829292	0.0131904	0.0225483	0.0392879	0.0733628	0.0411614	0.0288182	0.0229035	0.0192556	0.0168153	0.0150946	0.0138165	0.0127718	0.0118938	0.0111724	0.0106505	0.0101298	0.00974392	0.00937311	0.00903555	0.00876898	0.00846682	0.00819789	0.00794774	0.00770379	0.00746106	0.00724205	0.00704699	0.00682301	0.00662945	0.00641091	0.0062082	0.00601069	0.00582976	0.00564605	0.0054696	0.00528956	0.005128	0.00498283	0.00482343	0.00465811	0.0044434	0.00414014	0.00372806	0.00312993	0.00227059	0.00118671	0	
0.00150669	0.00339102	0.00559181	0.00823382	0.0140583	0.0219313	0.0396544	0.0701943	0.0400055	0.0289501	0.0235155	0.0200003	0.0176725	0.0159026	0.0146532	0.0134886	0.0126632	0.0119242	0.0114042	0.0108503	0.0104373	0.0100019	0.00968268	0.00933374	0.00904376	0.00874071	0.00846564	0.00818274	0.00792305	0.00768361	0.00744319	0.00719817	0.00697812	0.00675087	0.00653226	0.00630648	0.00609873	0.00590553	0.00570781	0.00552773	0.00535685	0.00518393	0.00499988	0.00478661	0.00450742	0.00410556	0.0034471	0.00262635	0.00133814	0	
0.00121049	0.00221803	0.00397998	0.00649397	0.00955236	0.0153391	0.0245155	0.0404983	0.0685115	0.0393408	0.0287746	0.0233324	0.0199296	0.0176367	0.0158691	0.0145216	0.0134263	0.0125836	0.011916	0.0113276	0.0108081	0.0103599	0.00999123	0.00963032	0.00922859	0.00895817	0.00864335	0.00834201	0.00808609	0.00783922	0.00757343	0.00732585	0.00709295	0.0068379	0.00662233	0.0064006	0.00618148	0.00598275	0.00579122	0.0055916	0.00541901	0.00524724	0.00505461	0.00483236	0.00453265	0.00410954	0.00356333	0.00270584	0.00139135	0	
0.00112142	0.0020511	0.00333858	0.00549996	0.0076687	0.0101175	0.0163261	0.0231995	0.0405438	0.0658944	0.0371643	0.0275662	0.0225542	0.0194155	0.0171945	0.0155283	0.014236	0.013234	0.0124127	0.0117599	0.0112093	0.0107065	0.0102331	0.00983428	0.00947379	0.00917155	0.00881582	0.00850299	0.00822434	0.00796975	0.00771988	0.00743754	0.00719193	0.00695852	0.00672097	0.00649599	0.00627384	0.00607007	0.00586114	0.00567689	0.00549252	0.00530523	0.00511894	0.00490065	0.00459738	0.00419221	0.00359598	0.00273796	0.00143446	0	
0.00074803	0.00101304	0.00151587	0.00289131	0.00456051	0.0062519	0.0101947	0.0145449	0.0228456	0.041869	0.0646409	0.0381141	0.0282826	0.0232452	0.0199044	0.0174497	0.0157815	0.0145186	0.0135078	0.0126348	0.0119614	0.0113845	0.0108603	0.0104029	0.0100029	0.00963587	0.00929381	0.00893648	0.00862794	0.00835698	0.00808373	0.00780051	0.00754959	0.00728686	0.00703714	0.00682126	0.00657951	0.00636558	0.00615289	0.00594496	0.00577126	0.00558401	0.00538803	0.00514686	0.00481565	0.00438786	0.00372268	0.00283857	0.001478	0	
0.000609232	0.00124591	0.00229054	0.00305995	0.00386201	0.00487963	0.00724407	0.0107246	0.0159769	0.0237691	0.0424429	0.0641934	0.0368329	0.0276044	0.0226322	0.0194902	0.0172753	0.0156269	0.0144577	0.0134532	0.0126729	0.0119927	0.0114466	0.0109126	0.0104674	0.0100258	0.00968522	0.00929219	0.00900042	0.00867558	0.00837897	0.00810424	0.00781325	0.00754026	0.00726965	0.00701869	0.00679447	0.0065642	0.00634593	0.00612298	0.00593196	0.00573017	0.00554546	0.00530108	0.00498289	0.00456978	0.00395407	0.00297332	0.00155409	0	
0.000644925	0.000816723	0.00111206	0.00159969	0.00266423	0.00369039	0.00493708	0.00734395	0.0105223	0.015007	0.0228791	0.0405062	0.0617149	0.0370429	0.0282436	0.023265	0.0200109	0.0178146	0.0161817	0.0149092	0.0138804	0.0130407	0.012348	0.0118024	0.0112217	0.0107104	0.0103097	0.00988445	0.0095562	0.00919707	0.00888088	0.00856078	0.00824451	0.00796817	0.00768442	0.0074136	0.00714978	0.00690484	0.0066615	0.00645549	0.00624429	0.00603688	0.00582506	0.00557152	0.00525679	0.00477875	0.00413702	0.00318891	0.00169068	0	
0.000440902	0.000663798	0.00108174	0.00134813	0.00196345	0.00302696	0.00448972	0.00604472	0.00803392	0.0115989	0.0164424	0.0233434	0.0383208	0.0603535	0.0370067	0.0281691	0.023349	0.020295	0.0180661	0.0164685	0.0152171	0.0140972	0.0132435	0.0125258	0.0118751	0.0113559	0.0108185	0.0103836	0.00995357	0.00961665	0.00922503	0.00890887	0.00855712	0.00825227	0.00797558	0.00766248	0.0073971	0.00714552	0.00689444	0.00667126	0.00643277	0.00624073	0.00601532	0.00575823	0.00540219	0.0049393	0.00420967	0.00326494	0.00178757	0	
0.000440287	0.000679732	0.00087099	0.00125395	0.00164065	0.0020379	0.00294696	0.00394336	0.0049889	0.00727397	0.0104989	0.015548	0.0251202	0.0423366	0.0616588	0.034829	0.0265897	0.0222458	0.0193178	0.0174053	0.0158953	0.0147113	0.0137795	0.0129767	0.0123552	0.0117513	0.011217	0.0107392	0.0103045	0.00994504	0.00958933	0.00921821	0.00887776	0.00857519	0.00825984	0.00794316	0.00768354	0.00741234	0.00715764	0.0069166	0.00668725	0.00648152	0.00624206	0.00597927	0.00564693	0.00516932	0.00444379	0.00349422	0.00192183	0	
6.43391e-05	0.000311145	0.000586915	0.000741171	0.00106264	0.00160538	0.00219815	0.00304293	0.00425518	0.00535982	0.00760262	0.0113543	0.0151537	0.0239451	0.0420514	0.0585148	0.0352421	0.0271399	0.0227503	0.019774	0.0176236	0.0160478	0.0146642	0.0137728	0.0129639	0.0121576	0.0115977	0.0110429	0.010509	0.0100691	0.00970382	0.00930469	0.00895328	0.00858552	0.00827112	0.00795421	0.00767205	0.00739623	0.00713862	0.00690153	0.00665265	0.0064255	0.00620715	0.00593153	0.00556858	0.00510162	0.00440824	0.00344443	0.00186216	0	
0.000274082	0.000396086	0.000626031	0.000756807	0.000990774	0.00120818	0.0016134	0.00219568	0.00283613	0.00444219	0.0062309	0.00822297	0.011366	0.0165097	0.0251304	0.0433777	0.0558255	0.0339539	0.0266985	0.0225433	0.0197456	0.0177552	0.0163451	0.0150947	0.0141332	0.0133645	0.0126427	0.0120192	0.0114626	0.0110199	0.0105518	0.0101411	0.00972765	0.00936055	0.0090238	0.00866104	0.0083532	0.00802811	0.00776864	0.00749338	0.00723898	0.00699455	0.00674203	0.00645878	0.00610947	0.00561277	0.00490157	0.0038718	0.00211407	0	
0.000218004	0.000265592	0.000321589	0.000683929	0.00099211	0.0013501	0.00150224	0.00189961	0.0024973	0.0034732	0.00515976	0.00654547	0.00831958	0.0117555	0.0159321	0.0235035	0.0409628	0.0556872	0.0340051	0.0267027	0.0224049	0.0196796	0.0176327	0.0160964	0.0149264	0.0139324	0.013132	0.0123701	0.0117616	0.0112481	0.0106991	0.0102758	0.00985731	0.00943038	0.00908506	0.00873099	0.00841139	0.00807572	0.00779353	0.00752895	0.00725742	0.00702908	0.00676885	0.00648513	0.00613612	0.00560451	0.00483548	0.0038184	0.00206487	0	
2.51265e-05	7.57285e-05	0.000176256	0.00027167	0.000506959	0.000689016	0.00110315	0.00136099	0.00210531	0.00276789	0.00347287	0.00487593	0.00674989	0.00849247	0.0114153	0.0156539	0.0231687	0.043238	0.0556315	0.0343057	0.0269107	0.0226546	0.0198651	0.0178471	0.016264	0.01504	0.0140698	0.0131694	0.0124602	0.0118326	0.0112508	0.0107711	0.010297	0.0098552	0.00942714	0.00907015	0.00870955	0.00837605	0.00808013	0.00777464	0.0075032	0.00723341	0.00696792	0.00668718	0.00630264	0.00579102	0.00505373	0.00400051	0.00220834	0	
5.73558e-05	0.000130721	0.000325841	0.000362389	0.000489329	0.00057795	0.000729882	0.000927537	0.00151591	0.00210264	0.00294208	0.00393298	0.00496472	0.00665237	0.00911912	0.012476	0.0160949	0.0253145	0.0442247	0.053594	0.0327503	0.025845	0.0220389	0.0193934	0.0175002	0.0161042	0.0148996	0.013951	0.0130924	0.0124242	0.0118018	0.0112737	0.0107804	0.0102823	0.00983172	0.00947087	0.00908633	0.00872751	0.00841823	0.00810114	0.00781368	0.00754389	0.00726502	0.00696092	0.00660581	0.0060384	0.00531582	0.00417799	0.00227002	0	
6.81159e-05	0.000218023	0.000250974	0.000365286	0.000413822	0.000520035	0.000748344	0.000885462	0.00114686	0.0017266	0.00215394	0.00329139	0.00417946	0.00520509	0.00678733	0.00933768	0.0129994	0.0177285	0.0267652	0.0417887	0.0514775	0.0319331	0.0252126	0.02145	0.0190494	0.0171939	0.0157762	0.0145795	0.0136821	0.01294	0.012243	0.0115918	0.0110485	0.0105691	0.0100582	0.00968213	0.00926083	0.00890299	0.00857771	0.00824402	0.00794896	0.00768934	0.0073865	0.00708722	0.00669247	0.00617703	0.00539307	0.00428252	0.00243022	0	
