0	0	0	0	6.16581e-05	0.000194681	0.000970938	0.00556695	0.00951842	0.00622574	0.00545761	0.00507317	0.00467638	0.00432163	0.00403653	0.00378243	0.00369402	0.00361867	0.00359421	0.00325398	
0	0	0	0	0	0	0.000115327	0.000869331	0.00321707	0.00882819	0.00622054	0.00534169	0.00472241	0.00437311	0.00406338	0.00383822	0.00373858	0.00358986	0.00351838	0.00325318	
0	0	0	0	0.000143988	0.000161163	0.000144932	0.000123039	0.000542307	0.00184901	0.00768741	0.00640385	0.00511062	0.00450728	0.00407244	0.00392181	0.00380342	0.00369693	0.00367763	0.00331357	
0	0	0	0	0	0	0	0	0	0.000101044	0.0017572	0.00647678	0.00674071	0.00488749	0.00421831	0.00388493	0.00373892	0.00362111	0.00357784	0.00323388	
0	0	0	0	0	0	0	0	0	0	0.00042846	0.0011928	0.00351458	0.00743023	0.00467924	0.00402686	0.00371327	0.00364484	0.0035748	0.00322815	
0	0	0	0	0	0	0	0	0	0	0	0.000109524	0.000543321	0.00220895	0.00659334	0.00492668	0.00404727	0.00372693	0.0035794	0.00322262	
0	0	0	0	0	0	0	0	0	0	0	0.000199426	0.000526359	0.00100814	0.00153815	0.00543614	0.00493539	0.00408214	0.00380794	0.00336875	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526199	0.00173564	0.00408579	0.00607432	0.00427774	0.00363712	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256338	0.000260363	0.000774797	0.00207805	0.00658346	0.0038302	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024388	0.000622776	0.00121003	0.00580163	
