0.00377405	0.0836981	0.0164868	0.0212803	0.0156151	0.0146134	0.0141914	0.0140447	0.0136797	0.0135159	0.0133952	0.0131315	0.0129257	0.0128289	0.0126187	0.0124321	0.0122832	0.0121702	0.0120825	0.0119728	0.0120076	0.0118303	0.0116316	0.0114193	0.0112432	0.0111164	0.0109619	0.0107972	0.0106273	0.0104345	0.0102105	0.00998162	0.00980212	0.0096312	0.00942701	0.00925843	0.00907628	0.00882529	0.00864895	0.00843929	0.00822395	0.00800396	0.00780743	0.00761454	0.00744051	0.00729288	0.00715668	0.00701745	0.00689292	0.00671504	0.00649046	0.00627168	0.00607106	0.00594535	0.00575848	0.00563114	0.0055078	0.00537252	0.00518772	0.00505461	0.00494477	0.00479766	0.00464282	0.00449252	0.00436145	0.00424984	0.0041025	0.00395687	0.00381886	0.00370823	0.00359408	0.00349506	0.00340246	0.00331798	0.00320511	0.00309611	0.00299504	0.00289997	0.00283556	0.00275107	0.00267759	0.00261213	0.00253314	0.00245219	0.00237833	0.00230808	0.00224057	0.00217527	0.0021129	0.00205289	0.00199529	0.00193986	0.00188668	0.00183527	0.00178593	0.00173766	0.00168959	0.00164477	0.00160057	0.00155996	
0.0037458	0.0719946	0.0128344	0.0194165	0.0237535	0.0178199	0.016182	0.0154345	0.0150671	0.0148502	0.0146428	0.0144906	0.0142094	0.0139994	0.0138165	0.0136164	0.0135229	0.0133901	0.0132069	0.0129675	0.0127324	0.012421	0.0121059	0.0119261	0.0118074	0.0116499	0.0113954	0.0111615	0.0109583	0.0107199	0.010504	0.0102337	0.010053	0.00977844	0.00951392	0.00930815	0.00917912	0.00895135	0.00874909	0.008603	0.00837578	0.00818676	0.00795734	0.00776318	0.0075519	0.00735113	0.00719452	0.00699947	0.00677858	0.00659708	0.00642216	0.00624844	0.00606852	0.00586352	0.00569325	0.00560959	0.00543037	0.0052461	0.0050611	0.00492525	0.00478452	0.00464599	0.00450775	0.00436219	0.00421265	0.00406949	0.00392218	0.00378116	0.00365439	0.00355791	0.00344863	0.00333509	0.0032258	0.00311621	0.00301575	0.00294929	0.00285353	0.00276299	0.00267235	0.00258765	0.00250714	0.0024418	0.00241401	0.00234333	0.00227318	0.0022113	0.00216929	0.002113	0.00207193	0.00201305	0.00195566	0.00189836	0.00184616	0.00179572	0.00174735	0.00170094	0.00165361	0.00161047	0.0015692	0.0015294	
0.00372284	0.035269	0.00842488	0.0132338	0.0205083	0.0275323	0.0200226	0.0181283	0.0169945	0.0162559	0.015732	0.0154095	0.0151351	0.0149179	0.0145549	0.0142276	0.0139947	0.0138671	0.0136702	0.0135486	0.013319	0.0131462	0.0130425	0.0127771	0.0125901	0.0122709	0.0120261	0.0117927	0.0115041	0.0112477	0.0109617	0.0106727	0.010444	0.0102491	0.00999124	0.00973562	0.00957418	0.00936805	0.0091396	0.00890181	0.00863243	0.00839216	0.00818291	0.00799572	0.00776429	0.00761009	0.00738331	0.00714595	0.00703156	0.00681713	0.00662455	0.00639879	0.00624462	0.00607577	0.0058982	0.0057059	0.00550207	0.00533882	0.0052144	0.0050354	0.00486045	0.00469244	0.00450705	0.00435133	0.00419458	0.00408125	0.00395019	0.00381822	0.00368121	0.00355595	0.00348036	0.00337157	0.00328515	0.0031802	0.0030751	0.00297627	0.00287694	0.00278583	0.00273335	0.00265892	0.00259549	0.00251823	0.00244148	0.00236689	0.00229599	0.00222859	0.00216318	0.00210056	0.00206067	0.00200534	0.00194929	0.00189493	0.0018489	0.00183267	0.00178336	0.00173586	0.00169047	0.00164682	0.0016041	0.00156031	
0	0.0303143	0.00649189	0.00999703	0.0151438	0.0239538	0.0305249	0.0215917	0.0191708	0.0176009	0.0167366	0.0162206	0.0157471	0.015313	0.0149694	0.0146666	0.0143345	0.0140727	0.013807	0.0135871	0.0133189	0.0131224	0.0129237	0.0127258	0.0125502	0.0123428	0.0121454	0.0118937	0.0116406	0.0114682	0.0112735	0.0109487	0.0107462	0.0105357	0.0102903	0.0100515	0.00986404	0.0096296	0.0093591	0.0090528	0.00881154	0.0086247	0.00836161	0.00810312	0.0078345	0.00761113	0.00737031	0.00716682	0.00700631	0.00678451	0.00654272	0.0063283	0.00614107	0.00597526	0.00580557	0.0056446	0.00546416	0.00526542	0.00509554	0.00495975	0.00477492	0.00464189	0.00451833	0.00439215	0.00427442	0.00413417	0.00399411	0.00387885	0.00375793	0.00362982	0.00350393	0.00339307	0.00328481	0.00320081	0.0030951	0.00299615	0.00289895	0.00280787	0.00274837	0.0026812	0.00260234	0.00252264	0.0024463	0.00239093	0.00232287	0.00225024	0.00218268	0.00211438	0.00205189	0.00199074	0.00193474	0.00188149	0.00182928	0.00177954	0.00173175	0.00168556	0.00164132	0.00159883	0.00155793	0.00151836	
0.00182908	0.0251754	0.00564489	0.00812302	0.0100449	0.0141186	0.0239304	0.0321427	0.0229382	0.0201258	0.0186223	0.0175532	0.0167322	0.0160306	0.0154806	0.014968	0.01453	0.0141595	0.0137873	0.0135789	0.0133171	0.0131602	0.0127936	0.0125847	0.0123675	0.012118	0.0119262	0.0117725	0.0115078	0.0113501	0.0111733	0.0109595	0.0107125	0.0103909	0.010139	0.00989719	0.00963111	0.00934691	0.00917121	0.00894949	0.00877857	0.00858066	0.00835075	0.00819628	0.00796305	0.00771279	0.00749793	0.00731778	0.00712436	0.00691184	0.00670384	0.00653358	0.00634329	0.00616835	0.00596683	0.00575366	0.00558565	0.00538701	0.00522717	0.00509374	0.00490636	0.00474604	0.00459672	0.00445423	0.0043295	0.00421187	0.00409259	0.0040248	0.00392585	0.0037943	0.00369579	0.00357326	0.00345517	0.00334301	0.00323395	0.00313242	0.00304595	0.00299434	0.00290574	0.00281264	0.00272525	0.00264509	0.00258695	0.00250855	0.00242985	0.00235758	0.00229464	0.0022453	0.0021809	0.00211696	0.00205528	0.0019982	0.00194316	0.00189036	0.00183942	0.00179059	0.00174358	0.0016982	0.00165147	0.00160963	
0.00345544	0.0265911	0.00512818	0.00694017	0.00941842	0.0131422	0.0205507	0.0323829	0.0325057	0.0230407	0.0202642	0.0186392	0.0174715	0.0166585	0.0161156	0.015492	0.0150918	0.0147904	0.0144705	0.0141495	0.0138182	0.013446	0.0131105	0.012817	0.0124569	0.0121127	0.0118341	0.0116258	0.0113237	0.0111076	0.0108599	0.0106184	0.0104063	0.0101851	0.00996698	0.00972448	0.0094938	0.00926441	0.00900107	0.00878567	0.00853624	0.00829934	0.00813101	0.00796937	0.00771247	0.00744245	0.00722172	0.00703909	0.00681579	0.00664473	0.00646679	0.00626302	0.00606114	0.00584574	0.00563232	0.00543638	0.00527062	0.00513847	0.00499482	0.00481854	0.0046431	0.00448444	0.00436387	0.00424527	0.00410197	0.00396446	0.0038622	0.00374291	0.00362242	0.00352787	0.00341376	0.00330092	0.00321622	0.0031408	0.00303831	0.00296346	0.00287434	0.00283989	0.00278095	0.00269701	0.00261869	0.00255212	0.00247132	0.0023966	0.00232513	0.00225617	0.00218897	0.0021226	0.00207605	0.00202206	0.00196513	0.00193529	0.00188344	0.00183186	0.00178287	0.0017354	0.00168796	0.00164197	0.00160012	0.00155955	
0.00195238	0.0297796	0.00454771	0.00497181	0.00809938	0.00997685	0.0134245	0.0192335	0.0301919	0.0352382	0.0242827	0.0209382	0.0190267	0.0176926	0.0166717	0.016052	0.015608	0.0149177	0.0144305	0.0140197	0.0136101	0.0133021	0.0129395	0.012644	0.0123611	0.0120379	0.0117628	0.0114712	0.0111341	0.0108773	0.0106831	0.0104766	0.0103069	0.010087	0.00996539	0.00976025	0.00954808	0.0092751	0.00914409	0.00890827	0.00864287	0.00838461	0.00812509	0.00789935	0.0076495	0.00747331	0.00734125	0.00714669	0.00689587	0.00665003	0.00642613	0.00620992	0.00599798	0.00577887	0.00562673	0.00546027	0.0053071	0.00515831	0.00500664	0.00484512	0.00474222	0.00461725	0.00447006	0.00430215	0.0041765	0.00405416	0.00398454	0.00385177	0.00372023	0.00363766	0.00357007	0.00348786	0.00337736	0.00331204	0.00321323	0.00310252	0.00300284	0.00290677	0.00281625	0.00272751	0.00264267	0.00256207	0.00248318	0.00240478	0.00233282	0.00226451	0.0021978	0.00213441	0.00207163	0.00201255	0.00197556	0.00192046	0.00186786	0.00181686	0.00176805	0.00172458	0.00169877	0.00165488	0.00161232	0.00157161	
0.00506557	0.0178291	0.00497216	0.00639264	0.00734363	0.00859122	0.00998847	0.0140729	0.0166131	0.0310343	0.0376374	0.0250644	0.021815	0.0200027	0.0186299	0.0175842	0.0168926	0.016206	0.0156457	0.0151742	0.0147956	0.0144086	0.013981	0.0136941	0.0133998	0.0131057	0.0128105	0.0125027	0.0121922	0.0119205	0.0116379	0.0113517	0.0110451	0.0108079	0.0105199	0.0102415	0.00999318	0.00971486	0.0094886	0.00921666	0.00896467	0.00882826	0.00863624	0.00837715	0.00810997	0.00798222	0.00774982	0.00748972	0.0072373	0.00701552	0.00680001	0.00656711	0.00637441	0.00616826	0.00593365	0.00571793	0.00551644	0.00530552	0.0050945	0.00498281	0.00487687	0.00472571	0.00455381	0.00440033	0.00426916	0.0041369	0.00398144	0.00386406	0.00374045	0.00361592	0.00349595	0.00339328	0.00328799	0.00317909	0.00307654	0.00299666	0.00290704	0.00281127	0.00271663	0.00262801	0.00255473	0.002487	0.00241136	0.00233806	0.00226417	0.00219733	0.00213042	0.00206744	0.00201449	0.00197487	0.00191963	0.00186643	0.00181186	0.00176184	0.00171455	0.00166913	0.00162483	0.0015828	0.00154232	0.00150298	
0	0.0148162	0.00302029	0.00376292	0.00466962	0.00565258	0.00736044	0.0103447	0.0132379	0.0214789	0.0337296	0.0380507	0.0261438	0.0224956	0.0204827	0.0190166	0.0178527	0.0169487	0.0161409	0.0155257	0.0150191	0.0146268	0.0141837	0.0138295	0.0134546	0.0130236	0.0126492	0.0123354	0.0120161	0.0117292	0.0114801	0.0111347	0.0108604	0.0105424	0.0102255	0.00993028	0.00977929	0.0094847	0.00922854	0.00899049	0.00875377	0.0085466	0.00829984	0.00806923	0.00783581	0.0076081	0.00738722	0.0072136	0.00699421	0.0067988	0.00658205	0.00641113	0.00628179	0.0061032	0.00591894	0.00570307	0.00549097	0.00532167	0.00513075	0.00494806	0.00483462	0.00467114	0.0045196	0.00436144	0.00423196	0.00409729	0.0039792	0.00385064	0.00375719	0.00364391	0.00353526	0.00341751	0.00330463	0.00318931	0.00308439	0.00301601	0.00291339	0.0028207	0.00273216	0.00264607	0.00256575	0.00250663	0.00244956	0.00238069	0.0023102	0.00230082	0.00226074	0.00219461	0.00213132	0.00207101	0.00201303	0.00195685	0.00190313	0.00185144	0.00180142	0.00175181	0.00170504	0.00165947	0.00161571	0.00157469	
0	0.0145063	0.00336098	0.00452928	0.0044645	0.00623229	0.0070184	0.00937847	0.0115029	0.0158087	0.0209116	0.0322547	0.0386314	0.0262013	0.0224398	0.0201974	0.0185832	0.0173387	0.0163326	0.0156777	0.015028	0.0144652	0.0140095	0.0136813	0.0132797	0.0129441	0.0126827	0.0124349	0.0123739	0.012035	0.011602	0.0112737	0.0110051	0.0107508	0.010488	0.0101992	0.00994039	0.00969756	0.00943047	0.00914514	0.00888793	0.00866893	0.00838991	0.00819988	0.00800834	0.00776902	0.0075813	0.00732521	0.00707382	0.00682488	0.00664926	0.00651944	0.00636429	0.00615558	0.00594681	0.00580584	0.00561327	0.00540433	0.00527264	0.00509562	0.0049447	0.00478983	0.00462309	0.00446333	0.00431904	0.00420117	0.00405226	0.00391062	0.00379846	0.0036932	0.00358267	0.0034654	0.00334857	0.00326195	0.00316284	0.00307622	0.00301347	0.00293486	0.0028471	0.00275465	0.00269495	0.00260752	0.00252004	0.00244342	0.00237032	0.00230076	0.00224185	0.00218467	0.00213972	0.0020813	0.00204573	0.00198938	0.00193438	0.00188158	0.00183126	0.00178266	0.00173548	0.00169061	0.00164742	0.00160568	
