0.0751617	0	0	9.81092	12.1908	0.0884457	-100	-100
0.140371	0	0	9.73803	12.0986	0.149021	-100	-100
0.20558	0	0	9.67462	12.0292	0.20251	-100	-100
0.27079	0	0	9.64096	11.9668	0.249972	-100	-100
0.335999	0	0	9.62731	11.9069	0.292122	-100	-100
0.401208	0	0	9.61895	11.8477	0.329396	-100	-100
0.466417	0	0	9.60864	11.7885	0.362255	-100	-100
0.531627	0	0.918737	9.58255	11.7285	0.390928	-100	-100
0.596836	0	0.995966	9.54929	11.6678	0.415863	-100	-100
0.662045	0	0.9998	9.51883	11.6052	0.436948	-100	-100
0.727255	0	0.99999	9.511	11.5442	0.456356	-100	-100
0.792464	0	1	9.51473	11.4813	0.472673	-100	-100
0.857673	0	1	9.52013	11.4179	0.486875	-100	-100
0.922882	0	1	9.52625	11.3538	0.498996	-100	-100
0.988092	0	1	9.52683	11.289	0.509344	-100	-100
1.0533	0	1	9.51167	11.2242	0.518268	-100	-100
1.11851	0	1	9.49651	11.1593	0.526149	-100	-100
1.18372	0	1	9.48325	11.094	0.53292	-100	-100
1.24893	0	1	9.48224	11.0289	0.539278	-100	-100
1.31414	0	1	9.49473	10.9636	0.545301	-100	-100
1.37935	0	1	9.51381	10.8979	0.550977	-100	-100
1.44456	0	1	9.53173	10.8319	0.556299	-100	-100
1.50977	0	1	9.54662	10.766	0.561666	-100	-100
1.57498	0	1	9.54957	10.7008	0.567094	-100	-100
1.64018	0	1	9.54574	10.6368	0.573054	-100	-100
1.70539	0	1	9.53807	10.5738	0.579535	-100	-100
1.7706	0	1	9.53059	10.5137	0.587995	-100	-100
1.83581	0	1	9.52724	10.4551	0.597944	-100	-100
1.90102	0	1	9.534	10.4005	0.611695	-100	-100
1.96623	0	1	9.51795	10.3529	0.628336	-100	-100
