0.0716317	0.0891082	0.115972	0.142372	0.180115	0.23978	0.325989	0.923333	0.866365	0.831032	0.811939	0.798917	0.789467	0.782222	0.776589	0.772244	0.768786	0.766094	0.763967	0.76231	0.761032	0.760044	0.759285	0.758727	0.758314	0.75802	0.757815	0.75768	0.757597	0.757555	
0.0354799	0.0446857	0.05353	0.0760519	0.0940395	0.12654	0.162366	0.215751	0.261926	0.356543	1	0.90706	0.88916	0.878008	0.870128	0.864378	0.859999	0.856678	0.854123	0.852148	0.850643	0.849498	0.848624	0.847981	0.847509	0.847173	0.846943	0.846791	0.846697	0.84665	
0.0432441	0.0578091	0.0610114	0.0734883	0.0849948	0.100008	0.119069	0.13623	0.162459	0.218544	0.264813	0.348399	0.503229	0.93856	0.9213	0.913015	0.907466	0.903511	0.900564	0.898345	0.896673	0.895406	0.894456	0.893745	0.893233	0.892867	0.892614	0.892449	0.892347	0.892295	
0.0272763	0.0322102	0.0350791	0.0383726	0.0450795	0.0518035	0.0645301	0.0769833	0.083934	0.10348	0.13603	0.166051	0.203025	0.273692	0.392603	1	0.956145	0.949551	0.945596	0.942917	0.940971	0.939576	0.938556	0.937814	0.937278	0.936904	0.936648	0.936481	0.93638	0.936329	
0.0349204	0.0381682	0.0443332	0.0443332	0.0538896	0.0571451	0.0602291	0.0695144	0.0819932	0.0950205	0.108331	0.125011	0.16754	0.194577	0.244464	0.275731	0.340291	0.4326	1	0.973089	0.970275	0.968487	0.967271	0.96643	0.965839	0.965429	0.965154	0.964973	0.964865	0.964811	
0.0098361	0.0130452	0.0130452	0.0163338	0.0196299	0.0229251	0.0359314	0.0424813	0.0521837	0.0619575	0.0775488	0.0875513	0.0974737	0.117083	0.130619	0.160545	0.203748	0.217812	0.258375	0.352196	0.933333	0.985351	0.98329	0.98218	0.981486	0.981031	0.980734	0.980546	0.980436	0.980383	
0.00640608	0.00640608	0.00963314	0.00963314	0.0129279	0.0162201	0.0195022	0.0195022	0.0195044	0.0322002	0.0389282	0.0455556	0.0489195	0.0588894	0.0753281	0.0820939	0.102037	0.118799	0.158705	0.198766	0.23236	0.276006	0.363067	1	0.99167	0.990952	0.990557	0.990327	0.9902	0.99014	
0.00319967	0.00319967	0.00651561	0.0129949	0.0129949	0.0161861	0.0161861	0.0161861	0.0161861	0.0228101	0.0261283	0.0294557	0.0357738	0.0425713	0.0524556	0.0656837	0.0691497	0.0792356	0.0893075	0.0961157	0.116163	0.139552	0.159659	0.206399	0.30646	0.456662	0.994896	0.994448	0.994288	0.994221	
0.00635091	0.00635091	0.0096676	0.0128982	0.0162263	0.0162263	0.0162265	0.0162295	0.0162462	0.0162776	0.0196464	0.0230053	0.0263639	0.0330052	0.042878	0.0528363	0.05958	0.0762408	0.099575	0.102977	0.106364	0.136325	0.172993	0.199727	0.229781	0.286503	0.343247	0.416642	1	0.99719	
0.00660974	0.00660974	0.00660974	0.00660974	0.00660974	0.00993371	0.00993371	0.00993371	0.00993371	0.0132658	0.019928	0.019928	0.0232362	0.0298973	0.0332162	0.0398704	0.0465347	0.0531513	0.0598314	0.0664891	0.0798324	0.0931911	0.106534	0.116563	0.1499	0.179922	0.216617	0.243314	0.29	0.363333	
0.00333254	0.00333254	0.00333254	0.00333254	0.00333254	0.00333254	0.00333254	0.00333254	0.00333254	0.00999854	0.00999854	0.00999854	0.0165993	0.0165993	0.0199047	0.0232375	0.0232414	0.0265824	0.0299194	0.0399018	0.0399265	0.0466101	0.0566161	0.073292	0.0832958	0.0933073	0.116648	0.163323	0.173333	0.213333	
0.00333333	0.00333333	0.00666667	0.00666667	0.00666667	0.00666667	0.00666667	0.00666667	0.00666667	0.00666667	0.00999722	0.00999722	0.00999722	0.00999722	0.013188	0.0165782	0.0166038	0.0232886	0.0266321	0.02997	0.0299764	0.0366486	0.0366526	0.0533206	0.0633238	0.0633268	0.0699935	0.0733305	0.09	0.1	
0	0	0	0	0	0	0.00333333	0.00333333	0.00333333	0.00333333	0.00333333	0.00333333	0.00333333	0.00333333	0.00666543	0.00999876	0.00999876	0.00999876	0.00999876	0.0133318	0.0133318	0.0166651	0.0166651	0.0166651	0.029997	0.0366621	0.0399974	0.0499985	0.06	0.07	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133333	0.0166231	0.0166368	0.0166449	0.0166516	0.0199898	0.0233264	0.0233293	0.0266634	0.029998	0.0366652	0.046666	0.05	0.05	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333	0.00333333	0.00333333	0.00333333	0.00333333	0.00333333	0.00666303	0.00666308	0.00666328	0.00999705	0.0133311	0.0199974	0.0199985	0.0233328	0.0233333	0.03	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333	0.00666667	0.00999988	0.00999988	0.00999988	0.00999988	0.00999988	0.00999988	0.00999988	0.0133332	0.0166666	0.0199999	0.0233333	0.03	
0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333	0.00333333	0.00333333	0.00666667	0.00666667	0.00666667	0.00666667	0.00666667	0.01	0.01	0.0166667	0.0166667	0.0166667	0.0233333	0.0233333	0.0266667	0.0266667	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333	0.00333333	0.00666667	0.0133333	0.0133333	0.0133333	0.0133333	0.0133333	0.0133333	0.0133333	0.0133333	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333	0.00333333	0.00666667	
